"","Gene","DIS","HC","DIS.1","HC.1","DIS.2","HC.2","DIS.3","HC.3","DIS.4","HC.4","DIS.5","HC.5","DIS.6","HC.6","DIS.7","HC.7","DIS.8","HC.8","DIS.9","HC.9"
"8611","QSER1","4.613720","5.195147","5.394849","5.198460","4.237703","5.455274","4.391307","5.240735","4.410052","4.510489","4.342946","4.685855","4.611240","4.719578","4.260156","5.110675","4.528499","3.931529","4.702198","4.338378"
"8612","PLCB3","2.8524908","2.3801610","2.4585607","2.1048121","2.9818250","1.7643355","3.9082855","1.9517962","3.5278874","2.6246208","2.3467337","2.3884445","2.4289389","0.7525579","3.5971050","2.5909209","3.5201175","2.7352200","2.9160413","2.8533594"
"8613","EED","3.666683","4.314575","3.779997","4.628980","4.572074","4.634260","3.756412","5.143243","4.235683","3.919113","3.972900","4.142392","4.272423","4.490642","3.820445","4.236570","4.155714","3.259265","3.614268","4.142324"
"8614","CCDC81","2.2971911","2.7017030","2.1703469","0.7525579","2.5398295","0.7525579","3.1651273","2.4058289","2.7093562","2.3133702","1.9069947","3.3673662","2.8507220","1.7099105","2.2529610","1.7171348","2.5922210","3.2592645","3.3095575","2.6600353"
"8615","ALG9","2.2971911","1.9323123","1.7744229","2.1048121","1.8267192","2.1568344","0.7525579","1.9517962","1.9373531","2.3133702","0.7525579","1.7296725","1.7554762","1.7099105","1.8363052","2.0934393","1.8606836","1.8005672","0.7525579","2.1468598"
"8616","C11orf1","2.605904","3.171294","2.690302","3.755507","2.539829","3.659896","2.546511","3.555481","2.709356","3.081351","2.346734","3.478080","3.018700","3.433214","2.252961","3.551527","1.860684","2.735220","1.907463","3.021484"
"8617","RPL37AP8","0.7525579","0.7525579","2.1703469","0.7525579","2.9818250","0.7525579","0.7525579","0.7525579","1.9373531","0.7525579","1.9069947","0.7525579","3.0187002","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579"
"8618","PLAAT4","9.083733","8.199274","8.687298","8.139125","9.893258","7.043945","9.689700","9.035652","9.012454","9.607028","8.669616","9.808827","9.375957","6.928977","6.767497","7.056303","8.257688","6.588317","7.749054","8.064531"
"8619","PLAAT2","0.7525579","3.1712939","2.6903021","2.6056667","3.1568528","1.7643355","2.8923952","1.9517962","3.9258663","0.7525579","2.9152593","3.1146417","2.4289389","0.7525579","0.7525579","3.0886685","3.0433937","2.7352200","2.9160413","2.6600353"
"8620","ATL3","3.666683","4.938556","5.092863","5.347172","5.907892","4.949480","4.391307","6.689208","4.892817","5.249676","4.934462","4.895668","5.402172","3.323608","3.597105","4.295624","4.155714","3.521283","3.127219","3.642979"
"8621","RTN3","1.8695870","1.9323123","0.7525579","2.3820176","0.7525579","4.2292104","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","3.6292778","1.8363052","3.2199794","0.7525579","1.8005672","2.3473526","2.6600353"
"8622","SPINDOC","5.9222595","3.3557457","3.5781714","3.4688396","3.7993780","3.0360573","3.1651273","0.7525579","3.3650697","3.5628089","4.4221361","3.6759762","4.3945342","5.1225942","6.2863898","4.9370123","4.7128719","5.3045941","5.6436749","5.4060899"
"8623","SRP14P2","7.919999","6.515051","6.569580","8.628373","7.895172","7.286610","8.436909","6.485897","6.190266","9.127692","6.114965","5.358724","5.430844","8.951525","8.944074","6.248329","5.821542","8.903661","6.844532","8.513586"
"8624","SAAL1","5.674701","4.993676","5.092863","4.258428","4.938227","4.529781","5.859297","4.865900","6.141961","5.164690","5.087503","4.934181","4.965624","4.586661","4.962274","4.973467","5.559160","5.950474","5.939928","5.118445"
"8625","ST13P5","3.666683","4.026297","2.690302","3.918385","2.779878","2.867170","5.434417","3.555481","3.805370","4.704103","4.422136","2.388444","2.428939","3.433214","3.470357","3.818730","3.873592","5.403047","4.569496","3.021484"
"8626","OR5J2","4.087618","4.224839","3.055759","4.581582","3.450657","4.474527","5.965649","4.066973","4.410052","5.705534","3.126386","3.114642","3.301852","4.879537","2.252961","2.368706","2.592221","3.635700","2.347353","3.170624"
"8627","RASSF7","3.396482","1.932312","2.458561","2.104812","4.078303","2.442802","2.059268","1.951796","3.365070","2.313370","2.663162","2.388444","2.657580","4.217794","1.836305","3.219979","2.285373","3.259265","3.127219","3.829851"
"8628","PHRF1","4.175780","3.915483","3.682735","3.571117","3.799378","2.867170","5.102288","1.951796","5.206993","3.691945","3.743726","3.114642","3.167719","4.092068","3.470357","3.646404","4.238500","4.960857","4.170987","3.539215"
"8629","CDHR5","0.7525579","1.9323123","1.7744229","1.7255874","0.7525579","1.7643355","0.7525579","0.7525579","1.9373531","0.7525579","0.7525579","0.7525579","1.7554762","2.0837121","2.2529610","0.7525579","2.2853728","1.8005672","1.9074628","0.7525579"
"8630","DRD4","0.7525579","0.7525579","0.7525579","0.7525579","1.8267192","0.7525579","0.7525579","0.7525579","2.3868065","0.7525579","0.7525579","2.8025771","2.8507220","0.7525579","0.7525579","0.7525579","0.7525579","1.8005672","0.7525579","0.7525579"
"8631","PARVA","3.666683","1.932312","2.690302","3.839308","4.078303","3.659896","4.045346","3.391700","2.965794","3.081351","3.308684","3.478080","3.423937","3.629278","3.330748","3.219979","3.221581","3.106516","3.614268","3.304857"
"8632","TTC9C","0.7525579","0.7525579","0.7525579","0.7525579","2.2401953","1.7643355","0.7525579","0.7525579","1.9373531","1.8817882","1.9069947","0.7525579","1.7554762","0.7525579","0.7525579","0.7525579","0.7525579","1.8005672","1.9074628","1.7568953"
"8633","POLR2G","7.436210","7.389611","7.091765","7.566739","7.936074","7.108545","7.696915","8.164346","6.891144","7.770692","7.365359","6.903954","6.869273","6.459164","7.236480","6.745454","6.664756","6.758911","6.207929","7.059605"
"8634","TAF6L","4.482149","3.795188","3.956349","2.605667","3.991322","2.867170","2.546511","2.405829","4.139755","3.562809","4.074863","3.928423","3.991292","4.092068","5.007785","3.818730","4.155714","4.175832","4.498217","4.210728"
"8635","TMEM223","4.613720","2.957428","3.206371","3.571117","3.898622","2.442802","2.892395","2.989709","3.673527","3.562809","4.259087","3.928423","3.911311","4.761274","4.710135","4.236570","4.067789","4.727007","4.260120","4.398149"
"8636","TMEM179B","6.564176","6.269843","6.569580","5.940693","6.793313","4.908477","6.032425","5.783793","6.653481","6.120458","6.354530","6.440139","6.026672","6.119083","6.089273","5.627216","6.215486","6.695664","6.395295","6.190440"
"8637","NXF1","5.581724","5.704278","5.129727","5.134379","5.266823","4.683768","6.548028","4.170302","6.450349","6.387115","5.575190","5.240930","5.312557","5.559847","6.002201","5.265581","5.996971","5.740753","5.912899","5.872126"
"8638","YPEL4","1.8695870","4.1290449","1.7744229","3.8393083","1.8267192","3.4432134","2.8923952","0.7525579","2.9657941","1.8817882","1.9069947","2.1103054","2.1449566","4.8411909","2.7961790","5.2056076","2.2853728","3.9315293","3.6142679","5.0458719"
"8639","ZDHHC5","4.411515","4.129045","4.036877","4.196641","4.740575","3.756755","3.908286","3.955492","4.410052","4.020262","4.422136","4.328237","4.272423","4.333282","4.534339","4.510014","3.974032","3.931529","4.075871","3.994723"
"8640","MRPL48","1.869587","4.314575","2.690302","4.064349","3.799378","3.932428","3.165127","4.266608","3.180197","4.020262","3.126386","2.802577","2.850722","3.534718","2.999263","3.219979","3.043394","2.934009","3.309557","2.660035"
"8641","COA4","5.996148","5.736891","5.055027","5.481935","5.651145","4.229210","6.592949","4.597458","6.389594","5.290356","6.066781","5.078654","5.183658","4.156325","6.210747","4.651999","5.493735","5.524637","6.092246","4.455512"
"8642","PAAF1","5.447602","6.313718","4.254136","5.718638","4.311155","4.989342","5.744461","4.803360","4.950192","5.546825","4.568428","4.268950","4.334788","4.953284","4.866674","5.235907","5.197470","4.507814","5.353061","4.929630"
"8643","ARPC3P4","0.7525579","1.9323123","2.1703469","0.7525579","0.7525579","2.1568344","0.7525579","1.9517962","1.9373531","3.2614393","1.9069947","0.7525579","2.1449566","0.7525579","0.7525579","0.7525579","0.7525579","1.8005672","0.7525579","0.7525579"
"8644","UCP3","0.7525579","2.3801610","2.4585607","2.1048121","0.7525579","2.4428016","0.7525579","2.4058289","2.7093562","2.6246208","0.7525579","2.8025771","3.1677194","2.5782952","3.3307484","2.3687058","1.8606836","2.2053092","2.3473526","2.1468598"
"8645","PPME1","2.297191","2.701703","2.458561","2.382018","2.240195","2.672898","3.756412","2.405829","2.709356","2.313370","2.663162","2.388444","2.144957","2.083712","2.252961","3.339649","3.378975","2.499280","2.916041","2.431161"
"8646","CLCF1","2.6059041","1.9323123","2.1703469","0.7525579","3.8986223","0.7525579","2.5465114","1.9517962","4.9501922","2.3133702","2.6631623","3.2468917","3.8265080","0.7525579","3.7132378","2.0934393","3.9740320","2.2053092","1.9074628","0.7525579"
"8647","PPP1CA","6.514773","5.736891","5.982869","4.844932","6.741502","4.866267","4.490154","5.332031","5.577991","6.003148","6.524668","5.815212","6.375061","5.154185","6.952977","5.952889","5.899356","5.689689","6.315012","5.872126"
"8648","TBC1D10C","0.7525579","1.9323123","0.7525579","1.7255874","2.2401953","1.7643355","0.7525579","0.7525579","2.3868065","1.8817882","1.9069947","2.1103054","2.1449566","0.7525579","2.2529610","1.7171348","1.8606836","1.8005672","1.9074628","0.7525579"
"8649","CORO1B","6.374104","5.491372","5.454138","3.918385","5.785233","3.555790","4.902128","4.170302","5.109713","5.478093","5.675045","5.386724","5.458955","5.185097","6.392895","4.899606","5.559160","5.609528","6.294222","5.376828"
"8650","TMEM134","5.482323","4.398982","4.608893","3.238138","4.237703","3.185826","3.908286","2.731247","3.673527","3.919113","4.636311","3.928423","4.451875","4.387690","4.764239","4.696357","4.823782","4.248719","4.935565","4.969433"
"8651","STX5","4.734191","5.241389","5.333011","5.259803","5.678980","4.989342","5.895627","4.925824","6.013601","5.164690","5.467885","5.815212","5.759361","5.511928","6.024467","5.508228","5.794641","5.084806","5.505694","4.563748"
"8652","TUB","3.396482","2.957428","2.170347","4.532557","2.539829","4.357148","3.586007","2.405829","2.386807","3.261439","3.126386","2.110305","2.144957","4.916885","2.796179","4.899606","2.837470","4.098995","4.343989","4.338378"
"8653","SRPRA","5.613389","5.768781","5.482890","5.166777","5.999013","4.777923","5.530021","5.287108","6.653481","6.003148","6.138465","5.686056","5.736588","5.737002","6.929582","5.457734","6.897338","5.636747","5.541449","5.872126"
"8654","DCPS","5.375540","3.518223","4.608893","2.794923","3.311666","3.555790","4.971998","2.731247","3.805370","3.261439","4.497156","4.003407","4.334788","3.801066","5.496654","3.897542","5.353220","3.931529","4.260120","4.070449"
"8655","ST3GAL4","3.666683","4.478667","2.885848","3.358352","2.779878","2.442802","2.546511","3.391700","2.709356","3.420380","3.743726","2.967855","3.018700","3.323608","3.920034","3.219979","2.592221","2.735220","2.916041","3.739536"
"8656","LYVE1","3.9935932","4.1290449","0.7525579","4.8449317","9.2929616","4.9084769","2.0592681","6.9123584","5.8726761","4.1146462","2.9152593","3.1146417","5.2814002","3.8796478","2.2529610","4.4593637","1.8606836","2.7352200","3.1272190","4.2759861"
"8657","CTR9","3.538171","4.314575","4.935139","5.628572","4.891310","5.241112","4.828679","5.612431","4.036856","4.439643","4.568428","5.043877","4.611240","4.387690","3.470357","4.558927","3.873592","3.741413","3.309557","3.914701"
"8658","EIF4G2","7.618710","7.535656","7.610664","8.155326","8.383264","7.900869","7.282756","8.440014","6.720784","7.503456","7.324981","7.782149","7.805481","7.425227","7.217287","7.559141","7.321229","7.118515","7.444080","7.104859"
"8659","ZBED5","2.852491","2.957428","3.465072","3.839308","3.991322","4.160643","2.546511","4.441612","2.965794","3.081351","3.126386","3.580556","3.536047","3.433214","3.175195","3.339649","3.221581","2.735220","2.916041","2.853359"
"8660","EIF3F","5.581724","5.097942","4.709932","4.317640","5.372950","4.582975","5.102288","4.266608","4.892817","4.927213","5.642524","5.112610","5.183658","4.761274","4.653905","5.143021","4.975541","5.524637","5.885354","5.316456"
"8661","KCNA4","0.7525579","0.7525579","0.7525579","2.3820176","0.7525579","3.4432134","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.0837121","0.7525579","2.5909209","0.7525579","0.7525579","0.7525579","1.7568953"
"8662","TRPT1","4.675224","4.554134","4.036877","4.374484","4.630476","3.932428","4.971998","4.803360","4.950192","4.286415","4.074863","3.675976","4.066980","4.586661","5.094694","4.236570","4.654018","4.318047","4.823628","4.275986"
"8663","POGLUT3","3.538171","2.957428","4.113060","2.605667","3.311666","2.442802","3.391679","3.701915","3.180197","2.624621","2.915259","4.639931","4.451875","2.357313","3.470357","2.368706","3.520118","2.499280","2.663877","1.756895"
"8664","ESRRA","4.613720","3.518223","3.465072","2.959766","3.898622","2.672898","2.546511","1.951796","4.139755","2.624621","4.169966","2.802577","3.301852","4.988782","4.653905","3.897542","4.461344","4.017744","4.823628","4.142324"
"8665","CTSC","2.2971911","2.7017030","2.4585607","2.3820176","4.8913103","2.1568344","0.7525579","4.8033597","2.3868065","2.3133702","2.6631623","3.3673662","3.4239369","1.7099105","2.7961790","2.0934393","1.8606836","1.8005672","1.9074628","1.7568953"
"8666","DUSP8","3.9935932","3.6635817","3.3418429","4.4817887","2.2401953","4.6342598","2.0592681","0.7525579","1.9373531","2.8730246","3.3086836","1.7296725","2.4289389","6.5087907","3.5971050","6.2630935","3.7654150","4.7769311","4.4231884","6.3643205"
"8667","KRTAP5-1","0.7525579","2.7017030","3.0557587","3.9932543","2.5398295","3.8473384","3.7564120","1.9517962","5.2069930","2.3133702","0.7525579","2.3884445","1.7554762","5.5832210","3.4703566","5.5807948","3.9740320","5.7154474","5.6103999","5.0081614"
"8668","KRTAP5-6","3.0594346","3.5182232","0.7525579","0.7525579","2.9818250","0.7525579","0.7525579","0.7525579","0.7525579","3.8101270","0.7525579","2.1103054","2.8507220","2.5782952","0.7525579","3.0886685","0.7525579","4.8718424","3.6142679","0.7525579"
"8669","MRPL11","5.549348","4.759212","4.892840","4.374484","5.931218","4.088589","5.384122","4.521661","5.749082","4.642434","5.038281","4.895668","5.114595","4.586661","5.291411","4.295624","5.197470","4.565845","4.498217","4.563748"
"8670","PELI3","2.852491","4.026297","3.578171","4.132039","2.981825","4.417046","3.165127","2.405829","3.527887","2.624621","3.308684","3.849219","3.423937","5.837585","4.403835","5.970992","2.837470","4.384152","4.075871","5.490464"
"8671","ZDHHC24","4.613720","3.518223","3.870939","2.794923","3.311666","2.867170","2.059268","2.405829","3.365070","3.562809","4.074863","3.367366","3.423937","4.217794","5.094694","4.295624","4.316724","4.017744","4.764200","4.275986"
"8672","SPI1","5.896763","5.147367","3.465072","3.238138","7.471052","3.036057","2.546511","3.955492","3.673527","5.120234","5.269077","6.043238","5.868120","3.073648","5.559039","4.110536","4.390869","4.565845","5.769579","4.070449"
"8673","SLC39A13","3.238430","3.171294","2.885848","3.238138","3.450657","1.764335","2.059268","1.951796","3.673527","3.081351","3.308684","2.802577","3.018700","3.629278","3.175195","3.339649","3.378975","3.635700","3.309557","3.304857"
"8674","NDUFS3","8.804329","7.758306","7.680498","7.753924","7.494715","7.781424","7.815348","7.458908","7.402337","8.147412","8.180068","7.144006","7.300108","8.694471","8.249036","8.012125","8.068699","7.810054","8.553326","8.742699"
"8675","KBTBD4","5.090393","4.993676","4.382457","5.318635","5.471781","4.474527","5.277926","4.356798","4.770680","5.026967","5.225789","4.268950","3.736245","5.511928","4.013038","4.651999","4.712872","5.304594","4.637386","5.082617"
"8676","FAM180B","0.7525579","0.7525579","1.7744229","1.7255874","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.8817882","1.9069947","2.6127831","1.7554762","2.7654660","2.9992626","0.7525579","0.7525579","3.7414133","3.7446821","0.7525579"
"8677","MTCH2","5.762036","6.201420","5.789404","6.543392","6.915240","6.656475","6.032425","6.836564","5.424775","6.164832","6.016930","6.193315","6.283810","5.606221","5.136252","6.233412","5.590789","5.198899","5.708003","5.829596"
"8678","FNBP4","2.852491","3.663582","4.442524","3.666362","3.450657","3.185826","5.102288","3.555481","4.950192","3.420380","3.308684","4.142392","4.334788","3.433214","3.470357","3.551527","4.390869","3.635700","3.309557","3.304857"
"8679","PGM2L1","4.613720","2.380161","4.442524","4.481789","4.630476","6.429616","5.483013","3.555481","5.716452","3.261439","4.934462","4.074606","5.004341","5.057247","4.915271","5.819367","5.068468","3.839689","3.127219","5.153400"
"8680","LIPT2","3.0594346","2.7017030","2.6903021","2.6056667","1.8267192","1.7643355","0.7525579","2.4058289","1.9373531","2.3133702","2.3467337","2.3884445","2.4289389","2.0837121","2.2529610","2.3687058","1.8606836","2.2053092","2.6638765","2.6600353"
