"","Gene","DIS","HC","DIS.1","HC.1","DIS.2","HC.2","DIS.3","HC.3","DIS.4","HC.4","DIS.5","HC.5","DIS.6","HC.6","DIS.7","HC.7","DIS.8","HC.8","DIS.9","HC.9"
"8495","TALDO1","8.291457","8.199274","6.995405","7.856576","8.009089","6.415091","7.438518","7.807459","6.816192","8.485728","8.037430","7.536025","7.715264","7.601356","7.690660","7.949639","7.625729","8.550346","8.974964","8.513586"
"8496","GATD1","3.2384301","2.3801610","2.1703469","2.1048121","2.7798779","1.7643355","2.0592681","0.7525579","3.3650697","2.6246208","2.6631623","2.1103054","2.1449566","2.3573135","0.7525579","2.5909209","2.5922210","2.9340089","2.9160413","2.4311608"
"8497","CEND1","2.6059041","2.9574281","3.6827346","2.7949227","0.7525579","3.0360573","0.7525579","2.4058289","0.7525579","2.8730246","3.3086836","2.6127831","1.7554762","5.7576884","2.5546474","5.4577338","3.0433937","3.1065165","4.3439889","6.3937992"
"8498","SLC25A22","4.482149","2.380161","3.682735","4.374484","3.692563","4.777923","3.586007","1.951796","2.709356","1.881788","3.972900","3.849219","3.826508","5.967553","4.013038","6.590223","4.155714","4.960857","4.764200","6.559033"
"8499","RPLP2","13.44516","12.83828","11.60778","11.38668","12.11609","10.19380","12.18016","11.00033","12.18410","12.47684","12.46732","11.61027","11.86524","11.28352","12.28790","12.26090","13.24459","12.54849","13.45194","12.39694"
"8500","PNPLA2","5.375540","5.889717","5.766212","5.375154","6.145799","5.173567","6.429192","3.955492","6.259817","5.442455","6.271949","5.914644","5.949576","6.226823","5.254164","6.124432","5.652036","6.014103","5.469027","6.798242"
"8501","CD151","3.8928512","0.7525579","2.6903021","0.7525579","2.7798779","1.7643355","3.3916793","1.9517962","2.7093562","2.8730246","3.4694180","1.7296725","2.4289389","1.7099105","2.5546474","1.7171348","2.8374695","2.9340089","3.1272190","2.1468598"
"8502","POLR2L","10.498828"," 8.902372"," 8.925547"," 8.526185","10.287961"," 8.663897"," 9.307260"," 8.567370"," 8.978490"," 9.580671"," 9.742406"," 8.987379"," 9.444245"," 8.905965"," 9.031817"," 9.108652"," 9.632134"," 8.861069"," 9.897942"," 9.467647"
"8503","CHID1","5.177797","4.398982","4.500163","3.918385","5.070415","3.932428","5.102288","3.834426","5.005360","4.577985","4.879591","4.268950","4.660642","4.333282","4.710135","4.606221","5.155744","5.123853","5.392764","4.142324"
"8504","KCNJ5","2.8524908","2.9574281","1.7744229","2.1048121","3.1568528","2.1568344","0.7525579","2.9897092","1.9373531","2.6246208","3.3086836","2.6127831","0.7525579","2.3573135","2.7961790","2.3687058","1.8606836","2.7352200","2.6638765","2.6600353"
"8505","NPAT","3.784329","3.795188","3.578171","4.196641","4.160243","4.417046","3.586007","4.803360","3.805370","3.919113","3.469418","4.074606","3.826508","3.204410","3.175195","3.551527","3.221581","2.934009","2.916041","3.914701"
"8506","CRYAB"," 9.371871","12.223072","10.806768","10.146586"," 8.282650"," 9.107141","13.549334","10.878092"," 9.963294","12.034532","11.124059"," 9.199240","10.610686","10.051817"," 9.417468"," 9.660348","10.878217","11.242568","10.582699","10.905071"
"8507","DIXDC1","1.869587","4.129045","2.170347","3.839308","2.240195","3.185826","2.059268","3.391700","2.965794","4.020262","2.663162","2.967855","2.850722","3.629278","2.252961","3.818730","2.285373","2.205309","2.347353","3.539215"
"8508","NKAPD1","4.258780","3.663582","3.682735","3.358352","3.450657","3.036057","4.170278","3.701915","4.139755","3.261439","3.613334","3.928423","4.272423","3.801066","4.816372","3.646404","4.155714","3.635700","3.309557","3.739536"
"8509","TIMM8B","8.504632","7.348032","7.073001","7.148042","8.481270","8.044575","7.767177","8.145627","7.510878","8.520276","8.283768","6.707343","7.118429","6.299130","7.597251","6.702781","6.884647","7.618772","7.197794","6.506032"
"8510","IL18","4.087618","5.195147","3.578171","4.374484","6.687759","4.474527","2.059268","8.586002","3.673527","5.764422","4.422136","5.752082","4.754603","3.204410","3.470357","4.174953","2.837470","3.106516","3.973893","4.142324"
"8511","BCO2","0.7525579","2.9574281","0.7525579","3.7555070","1.8267192","3.1858263","0.7525579","2.9897092","2.3868065","3.0813505","1.9069947","1.7296725","0.7525579","2.9286217","0.7525579","2.7790566","1.8606836","1.8005672","1.9074628","2.4311608"
"8512","PTS","5.613389","5.565896","4.382457","5.375154","5.372950","6.177582","5.434417","5.375593","5.812205","6.270135","5.311099","4.074606","4.708393","5.628860","5.731444","5.143021","5.389657","4.825173","4.935565","5.953594"
"8513","TNNT3","0.7525579","0.7525579","0.7525579","1.7255874","0.7525579","0.7525579","0.7525579","0.7525579","1.9373531","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.8606836","1.8005672","1.9074628","2.8533594"
"8514","OR56B4","0.7525579","0.7525579","2.1703469","0.7525579","0.7525579","2.4428016","0.7525579","1.9517962","2.3868065","0.7525579","1.9069947","1.7296725","0.7525579","0.7525579","0.7525579","0.7525579","1.8606836","2.2053092","1.9074628","0.7525579"
"8515","SLC1A2","3.666683","3.915483","3.465072","8.175324","3.450657","7.144200","4.045346","2.989709","2.386807","4.874608","5.575190","4.074606","3.301852","8.299269","1.836305","7.491819","4.390869","3.521283","5.643675","7.736792"
"8516","GUCY1A2","2.605904","1.932312","2.170347","3.238138","2.240195","3.756755","2.892395","2.731247","3.180197","2.313370","1.906995","2.612783","2.428939","3.433214","2.796179","3.088668","3.043394","2.205309","2.347353","3.170624"
"8517","FHIP1B","3.538171","4.129045","4.319743","3.993254","3.799378","4.357148","5.163251","3.391700","5.716452","4.286415","4.701116","3.849219","3.736245","3.954067","3.330748","4.352322","4.654018","4.447323","4.260120","3.994723"
"8518","SLC37A2","2.2971911","2.3801610","2.1703469","2.1048121","3.7993780","0.7525579","2.0592681","2.9897092","2.3868065","2.6246208","2.9152593","2.8025771","2.4289389","1.7099105","2.2529610","2.0934393","1.8606836","2.2053092","1.9074628","2.1468598"
"8519","TLCD5","2.852491","4.314575","2.885848","4.581582","3.450657","3.847338","3.586007","4.266608","3.365070","4.203129","3.308684","3.114642","3.018700","3.629278","2.999263","3.646404","2.592221","2.499280","3.127219","3.642979"
"8520","USP47","6.089118","6.027872","4.660305","5.402602","4.792603","5.483422","4.902128","5.815747","5.812205","6.027386","4.987310","4.439878","4.708393","4.539458","4.710135","4.781148","5.277454","5.434421","5.739120","5.645677"
"8521","PAK1","5.613389","5.946578","5.592476","7.226818","6.660117","8.518662","5.102288","6.425084","5.930711","5.290356","4.822535","5.730408","5.736588","7.525048","4.013038","8.363210","5.238018","5.906437","6.452703","7.742529"
"8522","RDX","5.516226","6.674961","5.982869","6.197081","5.785233","5.241112","6.961685","7.309941","6.347620","6.460140","6.394112","6.255308","5.781780","4.916885","5.758273","5.174655","6.235620","4.960857","5.469027","5.346959"
"8523","GRIK4","3.059435","2.957428","2.170347","3.238138","2.539829","2.672898","2.546511","2.405829","1.937353","2.313370","2.346734","3.114642","2.428939","2.928622","2.999263","2.942994","2.285373","1.800567","1.907463","2.431161"
"8524","CSTPP1","5.549348","4.625812","5.644291","4.960424","4.792603","5.483422","5.102288","4.597458","5.159176","4.510489","5.225789","4.895668","4.925832","5.967553","5.291411","5.878112","5.681710","5.235002","5.828629","5.570162"
"8525","NLRP14","0.7525579","2.3801610","0.7525579","2.3820176","0.7525579","1.7643355","0.7525579","2.4058289","0.7525579","2.6246208","0.7525579","2.6127831","2.4289389","0.7525579","0.7525579","0.7525579","0.7525579","1.8005672","0.7525579","1.7568953"
"8526","RCOR2","8.231577","3.915483","6.188706","3.839308","4.983656","3.756755","5.619665","1.951796","4.705468","3.810127","5.181157","3.765278","3.018700","5.436918","7.873395","4.821732","6.751191","7.845445","7.490494","6.173541"
"8527","NAA40","4.997320","4.554134","4.555563","4.481789","4.160243","4.529781","4.828679","3.701915","5.464636","4.704103","4.074863","4.268950","4.272423","4.586661","5.397691","4.352322","5.459872","5.495189","5.469027","4.758348"
"8528","COX8A","5.549348","4.129045","3.682735","5.740300","5.759396","4.294618","4.490154","3.391700","4.139755","5.405912","4.934462","3.367366","3.639745","4.387690","4.816372","4.606221","3.974032","4.507814","4.343989","5.406090"
"8529","MACROD1","4.337196","3.171294","4.442524","3.755507","3.576881","2.867170","2.059268","1.951796","4.036856","3.081351","3.862982","3.114642","2.657580","5.436918","4.013038","3.818730","3.378975","5.003374","4.702198","4.210728"
"8530","STIP1","7.354342","6.515051","6.660379","6.401144","7.525673","6.309101","7.590205","6.177188","6.527566","6.097748","6.470157","6.371826","6.771915","6.882679","7.927534","6.776650","6.722951","7.108838","7.305567","6.934836"
"8531","LSP1","5.177797","3.518223","3.055759","2.605667","5.152228","2.442802","3.165127","2.731247","5.298102","3.081351","4.879591","4.142392","4.506997","2.357313","5.051897","2.942994","4.461344","5.740753","5.039392","2.660035"
"8532","RNF121","3.784329","3.795188","4.185352","4.064349","4.311155","3.847338","5.384122","4.170302","5.577991","4.642434","4.636311","4.142392","4.272423","4.879537","4.962274","4.295624","4.592637","4.621609","4.075871","4.712123"
"8533","LAMTOR1","7.554986","7.043914","6.622163","6.345728","7.337846","5.761383","6.570664","6.272337","6.389594","7.142291","7.196590","6.740225","7.008752","6.863735","7.909713","6.776650","6.934753","7.211874","7.981298","7.604414"
"8534","KCNQ1DN","0.7525579","4.4786668","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.9517962","0.7525579","3.0813505","2.6631623","0.7525579","0.7525579","2.9286217","0.7525579","2.5909209","0.7525579","2.2053092","3.1272190","3.0214838"
"8535","PHLDA2","4.4115152","1.9323123","2.1703469","2.1048121","3.1568528","2.4428016","3.1651273","1.9517962","3.1801967","2.3133702","2.6631623","2.6127831","3.6397452","2.0837121","3.4703566","3.0886685","5.0684685","3.2592645","2.9160413","0.7525579"
"8536","NAP1L4","7.409433","8.300829","7.423388","7.846634","6.903501","7.514843","7.747449","7.854326","6.670603","7.907491","7.335182","7.591129","7.153209","7.808688","7.457036","7.414606","7.339942","6.889000","7.386338","7.585383"
"8537","SNORA54","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","4.3913073","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579"
"8538","RPL23AP65","3.8928512","2.9574281","2.6903021","2.3820176","3.5768811","3.0360573","3.1651273","1.9517962","2.3868065","0.7525579","2.9152593","2.3884445","2.4289389","2.7654660","3.1751950","2.0934393","2.2853728","3.9315293","3.4703246","0.7525579"
"8539","SWAP70","5.482323","5.768781","4.709932","6.083081","5.785233","5.397269","6.699486","6.152386","6.190266","6.477832","5.609250","5.301033","5.591820","5.302492","4.710135","5.649877","5.821542","4.960857","5.576337","5.717428"
"8540","ADM"," 6.816045"," 4.129045"," 4.660305"," 2.794923"," 6.891665"," 2.672898","11.281923"," 3.701915"," 9.799823"," 4.927213"," 8.934026"," 6.413201"," 7.228528"," 2.928622"," 3.713238"," 3.551527"," 9.084838"," 6.656339"," 3.863959"," 3.170624"
"8541","RNF141","4.613720","6.515051","4.709932","6.165420","4.891310","6.261176","5.038621","6.636541","5.058485","6.424090","5.181157","5.043877","4.394534","5.384646","3.820445","5.604193","4.528499","5.044668","5.431401","5.570162"
"8542","CRY2","4.613720","4.759212","5.644291","5.651622","3.898622","5.738218","5.483013","3.205634","4.489832","4.819997","4.636311","4.856092","4.394534","6.815257","4.403835","6.613448","4.712872","4.776931","5.182279","6.318940"
"8543","MAPK8IP1","8.435541","8.862327","7.063527","7.620245","6.105364","7.613530","6.453756","5.683442","5.383778","8.141875","8.530075","6.903954","7.777890","8.634277","7.473306","8.439898","7.302270","7.816013","8.737778","8.852893"
"8544","C11orf94","0.7525579","2.3801610","2.1703469","0.7525579","0.7525579","0.7525579","2.0592681","0.7525579","3.3650697","0.7525579","1.9069947","2.3884445","3.1677194","2.3573135","0.7525579","2.0934393","2.2853728","2.7352200","1.9074628","2.6600353"
"8545","PEX16","4.790825","4.938556","3.578171","3.918385","3.799378","3.555790","3.586007","2.731247","4.235683","4.439643","4.422136","3.580556","3.911311","5.023423","4.100291","4.406848","4.238500","4.318047","5.182279","4.398149"
"8546","CREB3L1","1.8695870","1.9323123","2.4585607","1.7255874","1.8267192","0.7525579","2.0592681","0.7525579","1.9373531","1.8817882","2.9152593","1.7296725","0.7525579","0.7525579","2.5546474","2.3687058","2.2853728","0.7525579","0.7525579","2.1468598"
"8547","FAM76B","3.059435","2.957428","3.206371","3.358352","3.156853","3.320589","4.490154","4.066973","3.180197","2.624621","2.915259","3.114642","3.167719","3.073648","3.175195","2.942994","2.837470","3.106516","2.663877","2.431161"
"8548","EFEMP2","1.8695870","0.7525579","1.7744229","0.7525579","2.2401953","0.7525579","2.0592681","0.7525579","1.9373531","2.3133702","2.3467337","2.1103054","1.7554762","0.7525579","1.8363052","0.7525579","1.8606836","1.8005672","0.7525579","1.7568953"
"8549","FIBP","7.267546","5.670910","7.208117","6.228062","6.588602","5.828721","5.783766","4.669436","4.410052","5.612423","6.966578","6.662300","6.703155","6.532978","6.409905","7.333025","6.440308","6.487350","6.756100","7.104859"
"8550","CCDC85B"," 9.202861"," 6.623603"," 7.242108"," 7.566739"," 6.994842"," 6.728721"," 5.744461"," 3.555481"," 7.339499"," 5.978494"," 7.080112"," 6.270398"," 6.869273"," 9.882202"," 8.409817"," 9.389853"," 7.742847"," 8.020796"," 8.481612","10.138367"
"8551","FOSL1","0.7525579","1.9323123","0.7525579","0.7525579","4.9836563","0.7525579","3.3916793","0.7525579","2.7093562","0.7525579","2.3467337","2.3884445","3.5360468","0.7525579","2.2529610","0.7525579","3.7654150","0.7525579","0.7525579","0.7525579"
"8552","DRAP1","10.562996"," 8.694163"," 8.640281"," 8.024736"," 8.798903"," 7.364251"," 8.566403"," 6.272337"," 9.283969"," 8.233221"," 9.637104"," 8.786948"," 8.724104"," 9.266546","10.079921"," 9.367834","10.498799"," 9.744655","10.754175"," 9.997918"
"8553","SART1","6.043383","5.241389","4.608893","3.993254","4.792603","4.012667","6.032425","2.989709","6.720784","4.977957","4.934462","4.328237","4.451875","5.357779","6.067994","5.110675","5.899356","6.574319","6.335506","5.669994"
"8554","EIF1AD","4.734191","3.518223","3.055759","3.238138","4.311155","3.185826","4.490154","3.205634","4.036856","2.873025","3.743726","3.765278","3.736245","3.954067","4.260156","3.339649","4.654018","4.098995","3.973893","3.642979"
"8555","BANF1","6.702973","6.001280","6.153403","5.605147","6.528721","5.426564","6.352884","5.375593","6.846642","5.848471","6.724181","5.663357","6.026672","6.241578","7.148029","5.351094","6.947012","6.708537","6.661887","5.953594"
"8556","CST6","0.7525579","0.7525579","0.7525579","0.7525579","2.2401953","0.7525579","0.7525579","1.9517962","0.7525579","0.7525579","1.9069947","1.7296725","2.8507220","2.5782952","0.7525579","0.7525579","1.8606836","1.8005672","0.7525579","0.7525579"
"8557","GAL3ST3","3.2384301","1.9323123","3.2063711","2.3820176","2.5398295","2.1568344","2.5465114","0.7525579","2.9657941","1.8817882","4.3429459","3.3673662","2.4289389","3.4332142","3.5971050","3.3396486","3.8735922","4.0177438","3.8639585","3.6429786"
"8558","SF3B2","6.278663","5.670910","4.608893","4.960424","5.372950","4.088589","7.108114","3.955492","6.546242","5.705534","6.114965","5.301033","5.402172","5.694715","6.584858","5.580795","6.792541","6.457154","6.471342","5.693906"
"8559","RAB1B","3.059435","2.380161","2.458561","1.725587","2.779878","2.672898","2.892395","1.951796","2.386807","2.624621","3.308684","2.110305","2.144957","2.928622","3.820445","2.368706","1.860684","3.106516","3.309557","2.431161"
"8560","CNIH2","7.513679","3.915483","5.962612","6.197081","5.027691","7.371790","5.277926","3.205634","3.673527","5.249676","6.644378","7.412284","6.691369","7.076123","7.676678","8.670481","6.634753","7.625574","7.662515","8.166221"
"8561","YIF1A","5.762036","4.938556","6.135421","4.922951","5.503271","3.932428","4.582592","4.597458","5.648886","5.074358","5.675045","5.593030","5.591820","5.057247","5.835884","5.009018","5.068468","5.270219","5.469027","5.187525"
"8562","CD248","4.675224","2.701703","4.319743","2.959766","4.842806","2.442802","2.059268","3.555481","3.673527","4.203129","4.422136","4.639931","5.004341","3.323608","5.784611","2.779057","5.821542","4.017744","5.136212","2.853359"
"8563","RIN1","1.8695870","0.7525579","2.8858485","2.1048121","4.5720741","2.1568344","2.8923952","0.7525579","2.9657941","1.8817882","3.4694180","2.6127831","3.0187002","3.5347182","3.3307484","3.0886685","3.0433937","2.2053092","1.9074628","2.8533594"
"8564","BRMS1","6.658175","5.241389","4.555563","3.755507","5.651145","3.320589","5.859297","3.834426","6.636152","5.705534","5.798247","4.856092","5.004341","5.274030","6.767497","4.739380","6.275063","6.207943","6.543578","5.253436"
"8565","B4GAT1","6.043383","5.329635","5.742639","5.782672","5.503271","6.976315","3.391679","2.989709","4.950192","4.977957","6.042071","5.544160","5.004341","8.024452","5.363130","7.722890","5.277454","5.715447","5.708003","7.713609"
"8566","SLC29A2","0.7525579","1.9323123","2.1703469","2.1048121","2.2401953","1.7643355","0.7525579","0.7525579","3.8053697","2.3133702","2.3467337","1.7296725","1.7554762","3.6292778","1.8363052","2.9429937","2.8374695","1.8005672","3.1272190","3.0214838"
"8567","NPAS4","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.7099105","0.7525579","0.7525579","0.7525579","1.8005672","0.7525579","4.7583475"
"8568","PACS1","4.175780","3.518223","4.036877","4.064349","4.630476","4.474527","5.277926","4.066973","4.410052","4.114646","4.342946","4.268950","4.394534","4.387690","4.182476","4.821732","4.238500","4.175832","4.260120","4.614937"
"8569","DAGLA","3.784329","2.380161","3.341843","3.106192","2.779878","3.185826","2.546511","1.951796","3.180197","3.081351","3.126386","2.110305","2.428939","4.092068","3.330748","3.818730","3.043394","3.396528","3.614268","3.914701"
"8570","TMEM258","5.947313","6.533720","6.273358","7.344541","7.171631","7.034475","7.060937","8.377214","6.618613","6.965505","6.228814","6.385750","6.593446","6.036874","6.584858","6.402971","5.493735","5.814106","5.769579","6.011808"
"8571","FADS1","5.299676","6.104822","5.165668","5.605147","4.311155","5.273730","5.783766","5.038647","4.770680","4.763222","4.342946","4.439878","4.708393","4.988782","5.676239","5.483202","5.821542","4.825173","5.643675","5.008161"
"8572","FADS3","4.790825","2.957428","3.465072","2.959766","4.572074","3.036057","3.391679","2.405829","4.036856","3.261439","4.074863","3.367366","4.611240","3.204410","3.920034","4.110536","3.974032","3.635700","4.423188","3.739536"
"8573","RAB3IL1","3.892851","3.915483","3.206371","2.794923","4.740575","1.764335","2.546511","2.731247","4.489832","4.286415","3.743726","3.367366","4.138821","3.433214","4.013038","3.088668","3.648166","4.565845","4.880689","4.338378"
"8574","MYRF","3.2384301","5.4913718","0.7525579","4.1966411","0.7525579","2.8671704","0.7525579","2.7312468","0.7525579","4.9272133","4.2590873","1.7296725","0.7525579","4.2767112","3.1751950","4.6519987","0.7525579","3.7414133","4.3439889","5.2208586"
"8575","KCNC1","0.7525579","0.7525579","0.7525579","1.7255874","0.7525579","2.1568344","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.9286217","0.7525579","1.7171348","0.7525579","0.7525579","0.7525579","2.4311608"
"8576","ACAT1","4.734191","5.736891","5.129727","5.651622","5.406654","6.088838","5.662477","6.445642","4.489832","5.249676","5.430262","5.240930","5.372917","5.559847","5.835884","5.508228","5.353220","4.675279","4.935565","5.763349"
"8577","JAML","1.8695870","2.3801610","0.7525579","1.7255874","2.2401953","1.7643355","0.7525579","2.4058289","0.7525579","0.7525579","0.7525579","1.7296725","1.7554762","0.7525579","0.7525579","1.7171348","0.7525579","2.2053092","1.9074628","0.7525579"
"8578","MPZL3","1.8695870","1.9323123","1.7744229","1.7255874","2.2401953","2.1568344","0.7525579","2.7312468","0.7525579","1.8817882","0.7525579","2.1103054","2.1449566","1.7099105","1.8363052","1.7171348","1.8606836","0.7525579","0.7525579","1.7568953"
"8579","MPZL2","2.2971911","1.9323123","2.1703469","1.7255874","1.8267192","1.7643355","4.2850853","3.3917001","2.7093562","3.0813505","1.9069947","1.7296725","2.1449566","0.7525579","2.2529610","0.7525579","2.2853728","1.8005672","1.9074628","0.7525579"
"8580","FOLR1","0.7525579","0.7525579","2.1703469","1.7255874","1.8267192","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.9069947","0.7525579","2.4289389","0.7525579","1.8363052","1.7171348","2.2853728","1.8005672","0.7525579","0.7525579"
"8581","MTMR2","3.666683","4.881233","3.779997","4.960424","3.692563","4.866267","4.391307","6.048674","3.805370","4.763222","4.342946","3.478080","3.536047","4.092068","5.254164","4.110536","3.648166","3.521283","4.075871","3.829851"
"8582","PAFAH1B2","6.278663","7.144496","5.200732","6.650167","5.931218","6.567341","6.096243","6.618549","6.687525","6.834331","6.250543","5.616856","5.825597","6.433696","6.340626","6.429388","6.679526","5.581783","6.139639","6.349352"
"8583","SIDT2","3.666683","5.195147","4.254136","3.993254","3.898622","3.847338","4.582592","3.834426","4.833050","4.439643","3.862982","4.730349","4.708393","4.387690","3.713238","4.558927","4.390869","4.017744","3.863959","4.563748"
"8584","TAGLN","4.997320","5.241389","4.319743","3.238138","3.156853","4.088589","8.018306","7.039492","9.241641","7.792057","6.885598","6.453422","7.821787","4.217794","5.909526","4.352322","7.367564","4.447323","5.039392","4.338378"
"8585","RNF214","4.734191","4.993676","4.935139","5.429535","5.070415","4.866267","5.783766","4.356798","5.298102","5.120234","4.497156","4.385151","4.272423","5.057247","4.866674","5.110675","4.769401","4.871842","4.423188","5.346959"
"8586","CEP164","3.666683","4.129045","3.578171","3.358352","2.981825","3.185826","4.582592","2.731247","4.770680","3.919113","3.308684","2.967855","3.423937","3.433214","3.920034","3.735222","4.461344","3.839689","3.744682","3.427029"
"8587","PRR13P3","0.7525579","3.3557457","3.4650721","4.1966411","2.7798779","2.1568344","2.0592681","1.9517962","5.4646357","0.7525579","1.9069947","3.4780802","2.6575796","0.7525579","0.7525579","3.4496636","3.5201175","3.1065165","1.9074628","4.1423243"
"8588","OR5AK4P","0.7525579","3.5182232","0.7525579","2.3820176","0.7525579","0.7525579","2.0592681","5.1928155","0.7525579","4.3650894","2.9152593","2.6127831","1.7554762","0.7525579","0.7525579","0.7525579","0.7525579","1.8005672","0.7525579","0.7525579"
"8589","LRRC55","4.948417","1.932312","1.774423","2.382018","2.779878","2.867170","2.546511","1.951796","1.937353","3.261439","6.524668","6.385750","6.858775","3.879648","2.554647","3.646404","5.022757","4.098995","3.863959","3.829851"
"8590","TNKS1BP1","4.549449","3.171294","4.036877","2.794923","4.160243","3.185826","3.586007","2.405829","5.005360","3.810127","4.169966","3.928423","4.611240","3.879648","4.534339","3.818730","5.238018","4.675279","4.423188","3.994723"
"8591","SSRP1","6.816045","5.860422","6.171163","5.696644","7.219756","5.616451","7.474965","5.575568","5.683065","5.848471","6.739625","6.060707","6.252062","6.053695","7.669635","5.672187","6.765107","6.560184","7.081313","6.049350"
"8592","OSBPL5","5.090393","4.625812","4.757896","3.571117","3.450657","3.443213","3.908286","2.405829","4.892817","3.691945","4.822535","3.928423","4.506997","5.215357","5.215925","4.459364","5.948990","4.917040","5.992511","4.803126"
"8593","CARS1","1.8695870","1.9323123","1.7744229","1.7255874","2.2401953","0.7525579","4.2850853","0.7525579","2.7093562","0.7525579","1.9069947","1.7296725","1.7554762","2.0837121","1.8363052","1.7171348","2.2853728","1.8005672","0.7525579","2.4311608"
"8594","CPT1A","3.059435","3.171294","2.885848","3.666362","4.078303","3.555790","3.391679","2.989709","2.386807","3.810127","3.469418","3.580556","3.018700","3.879648","4.595372","3.735222","2.837470","2.735220","2.663877","3.739536"
"8595","MRPL21","6.760617","6.001280","5.592476","5.740300","6.185131","5.207736","6.719880","5.375593","6.876462","5.875432","5.642524","5.616856","5.666023","6.702498","6.975999","6.505854","6.524536","6.642989","6.395295","6.695476"
"8596","MRGPRD","0.7525579","0.7525579","0.7525579","0.7525579","1.8267192","1.7643355","2.5465114","0.7525579","3.3650697","2.3133702","0.7525579","2.3884445","3.5360468","2.7654660","2.5546474","2.0934393","2.8374695","3.3965276","4.9355649","0.7525579"
"8597","MRGPRF","2.2971911","1.9323123","1.7744229","2.3820176","3.1568528","2.4428016","0.7525579","1.9517962","2.3868065","1.8817882","0.7525579","3.7652778","4.9656237","2.3573135","2.5546474","1.7171348","1.8606836","2.2053092","2.6638765","1.7568953"
"8598","UBE4A","3.059435","3.915483","2.885848","4.064349","3.799378","4.012667","4.669411","4.066973","3.925866","4.439643","3.862982","2.967855","2.850722","2.578295","3.597105","2.942994","3.221581","2.499280","2.916041","2.431161"
"8599","IGHMBP2","1.8695870","1.9323123","2.1703469","1.7255874","1.8267192","1.7643355","2.5465114","0.7525579","2.7093562","2.3133702","1.9069947","1.7296725","2.1449566","2.0837121","2.2529610","1.7171348","2.2853728","2.4992798","2.3473526","2.4311608"
"8600","IGSF9B","4.482149","2.380161","2.170347","3.666362","3.311666","4.294618","2.059268","1.951796","4.235683","3.081351","2.663162","2.388444","2.657580","3.954067","6.554587","3.972171","4.654018","3.741413","3.863959","3.427029"
"8601","TTC12","0.7525579","4.0262974","2.6903021","3.4688396","2.9818250","3.7567554","4.4901535","3.5554806","4.3255381","3.5628089","2.6631623","3.4780802","3.1677194","3.4332142","0.7525579","3.4496636","3.6481656","2.2053092","2.9160413","3.5392145"
"8602","RAB6A","0.7525579","1.9323123","2.1703469","1.7255874","1.8267192","2.8671704","0.7525579","1.9517962","1.9373531","0.7525579","1.9069947","2.1103054","1.7554762","1.7099105","0.7525579","1.7171348","1.8606836","0.7525579","0.7525579","2.4311608"
"8603","MSANTD2","4.087618","4.759212","4.500163","4.628980","3.991322","3.932428","3.756412","4.983344","4.235683","4.577985","3.613334","3.928423","3.991292","3.801066","4.653905","3.818730","4.155714","3.521283","3.309557","3.170624"
"8604","KLC2","3.7843292","3.1712939","3.0557587","3.9183854","3.1568528","4.0885891","2.8923952","0.7525579","3.8053697","3.0813505","3.8629823","2.9678552","3.1677194","6.4717321","4.5343389","5.4318060","4.5284994","4.6216089","5.1362123","6.0493498"
"8605","TP53I11","0.7525579","1.9323123","1.7744229","1.7255874","2.2401953","1.7643355","2.0592681","0.7525579","1.9373531","1.8817882","2.3467337","1.7296725","1.7554762","2.3573135","2.2529610","2.0934393","1.8606836","1.8005672","1.9074628","1.7568953"
"8606","EHF","0.7525579","1.9323123","0.7525579","2.1048121","0.7525579","1.7643355","0.7525579","3.2056343","0.7525579","1.8817882","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.7171348","0.7525579","0.7525579","0.7525579","0.7525579"
"8607","LPXN","1.8695870","2.7017030","2.6903021","3.3583518","3.7993780","2.1568344","0.7525579","3.9554918","1.9373531","2.6246208","1.9069947","2.8025771","2.4289389","2.0837121","1.8363052","2.7790566","1.8606836","2.2053092","2.3473526","2.4311608"
"8608","SCN4B","0.7525579","1.9323123","2.6903021","3.6663618","3.4506570","3.3205892","0.7525579","0.7525579","1.9373531","1.8817882","2.3467337","2.3884445","2.8507220","5.7981910","1.8363052","4.2956240","3.5201175","2.7352200","3.4703246","5.3768283"
"8609","NNMT","4.0876177","2.3801610","5.2349609","1.7255874","7.6712176","2.1568344","6.4291916","4.8033597","8.0184516","3.0813505","5.4302619","7.9786256","9.3480860","2.5782952","3.7132378","2.0934393","5.9489900","4.5078143","2.6638765","0.7525579"
"8610","COPB1","4.175780","4.759212","5.424799","5.959281","5.810615","5.305624","5.575541","6.941595","5.206993","4.577985","4.987310","5.414189","5.312557","4.276711","4.100291","4.459364","4.876174","4.017744","3.614268","3.739536"
