"","SRR11862834","SRR11862836","SRR11862838","SRR11862840","SRR11862842","SRR11862846","SRR11862848","SRR11862850","SRR11862852","SRR11862856"
"ATF5"," 56","205","119","  7"," 70"," 45"," 62"," 40"," 84"," 41"
"PLEKHJ1","45","26","17"," 6","27","34","16","40","32","31"
"SF3A2"," 75","102"," 40"," 29"," 64"," 49"," 41"," 64"," 53"," 83"
"AMH"," 3","10"," 0"," 1","11"," 0"," 0","18"," 2","35"
"DYRK1B","17","18","23","11","30","16","24","21","15","14"
"FBL","348","165","256","355","750","260","254","299","322","276"
"MAU2","12","20","11","14","47","12","19","23","24","24"
"ZNF557","19","23","13","10","49","21","13"," 6","10"," 6"
"GNG8","15"," 1"," 0"," 0"," 4"," 5"," 1","37","10","13"
"ZNF429","19","19"," 7"," 7","20"," 6","16"," 6","14"," 8"
"ZNF208"," 0"," 0"," 0"," 1"," 0"," 5","97"," 0"," 0"," 1"
"ZNF345","13"," 5"," 5","12","13"," 8","13","18","11","16"
"USE1"," 61","223"," 62","122","159","116","166","122","260"," 97"
"STK11","43","22","10"," 9","44","25","16","20","56","38"
"SELENOW","28","25","50","30","25","85","37","36","58","65"
"CYTH2","36","26","25","18","47","26","31","50","52","33"
"ZNF793"," 5","10"," 3"," 4","12"," 5"," 6"," 7","10"," 5"
"HNRNPUL1","126","118","112"," 70","104","159","141","209","101","129"
"ZNF667"," 1"," 3"," 3"," 3","12"," 2"," 3"," 2"," 3"," 2"
"ZNF132","11","39","17"," 9","47","19","41","42","49","42"
"AURKC"," 0"," 3"," 5"," 2"," 5"," 2","15"," 3"," 3"," 0"
"PRR12","18","32","13"," 2","16","18","25","23","27","23"
"ZNF615"," 5"," 9"," 6","13","12","11"," 9","15"," 7"," 4"
"ZNF772","3","1","1","0","1","1","1","0","1","1"
"ZNF253","13","10","14"," 5","11","16","25","10","11"," 8"
"SIX5","8","9","4","0","3","3","3","2","5","1"
"ZNF382","1","3","1","1","3","2","2","2","2","2"
"ZNF100"," 1"," 6"," 2"," 1"," 3"," 2"," 5","12"," 6"," 4"
"MARK4","41","18","11","20","34","25","28","25","36","33"
"TNNT1"," 2"," 6"," 3"," 0"," 1"," 2"," 2"," 4"," 2","27"
"KANK3","1","1","0","1","1","1","0","2","1","1"
"MYH14"," 1"," 1"," 2"," 0"," 0"," 2"," 8","15"," 0","14"
"ZNF324"," 9","21"," 8"," 5","17","14","15","27","25","24"
"ZNF302","17","25"," 7"," 3","10","12","31","37","32","26"
"CLEC11A","5","0","4","1","9","0","3","2","2","0"
"SPTBN4"," 0"," 3"," 1"," 6"," 6"," 4"," 2"," 0","11","11"
"GPX4","448","315","245"," 76","392","327","329","494","303","443"
"SIRT2","116"," 56"," 26"," 29"," 23"," 73"," 58"," 97"," 27","136"
"ZNF419"," 4"," 0"," 3"," 2","15"," 6"," 0"," 2"," 6"," 2"
"KCNN4"," 9"," 1","17"," 2","12"," 1","33","10"," 9"," 5"
"ZNF568","15","10"," 6","23","14","11","13","18","16"," 6"
"ZNF99","5","0","0","0","0","0","7","2","0","0"
"ZNF461","10","16","11","10","32","14","18","14","21","12"
"BAX"," 57"," 29"," 94"," 34"," 58"," 96"," 39"," 60","123"," 69"
"IGFL4","0","1","1","0","0","0","0","0","0","0"
"RYR1","1","1","3","0","0","1","1","1","1","5"
"ADM5","0","3","0","0","2","1","5","8","1","8"
"FCGBP"," 24"," 14","273","  1"," 54"," 27"," 85"," 19"," 26"," 43"
"SHANK1"," 2"," 4"," 1"," 0"," 1"," 1"," 0"," 2"," 1","13"
"CEACAM19","0","3","2","1","9","1","8","5","5","5"
"IGFL2","0","5","1","0","0","1","4","0","0","1"
"VSTM2B","11"," 0"," 0"," 0"," 0"," 4"," 0","25"," 0","20"
"MISP3","15","16"," 7"," 2"," 7"," 6"," 9"," 6","15","10"
"GRIK5","  5"," 68"," 41"," 41"," 56"," 71"," 37","105"," 67"," 48"
"ADGRL1"," 8","15"," 4"," 3"," 6"," 8"," 7"," 8"," 8","10"
"DCAF15","23","36","11"," 9","29","33","35","31","33","19"
"ERVV-1","1","0","1","1","1","0","1","1","0","0"
"DPF1","70","10"," 4"," 6"," 7","15"," 8","73","34","57"
"NANOS3"," 0"," 0"," 0"," 0","20"," 0"," 1"," 1"," 6"," 1"
"BRME1","10"," 7"," 1"," 2"," 6"," 1"," 7","10"," 5"," 8"
"ATP8B3","1","0","5","2","2","1","2","1","2","2"
"C19orf12","0","0","0","0","1","1","0","0","0","1"
"TMEM38A"," 20"," 46","  4"," 17"," 38"," 62","136"," 30"," 71"," 76"
"HCN2","4","0","0","0","0","4","0","2","1","7"
"POLRMT","53","32","15"," 7","67","35","12","25","35","41"
"FGF22","0","6","0","0","0","1","1","0","1","2"
"RNF126","29","23"," 7"," 4","16","15","12","29","24","27"
"FSTL3","14"," 7"," 4"," 3"," 8"," 5","17"," 2","11"," 6"
"ANGPTL8","0","3","1","1","2","1","1","2","3","1"
"RAB3D","18","13","24"," 4","12","14","11"," 6","17","24"
"EBI3","18"," 3","20"," 0"," 2","10"," 9","16"," 0","13"
"ZSWIM4","10","12"," 6"," 8","41"," 6","16","36","25","23"
"ANKRD24"," 4","12"," 3","11","23"," 4"," 5","15","50","38"
"COLGALT1"," 97"," 81"," 89"," 23"," 63"," 69","112","119","119"," 69"
"PTPRS","69","72","17","11","26","41","34","75","44","67"
"PSPN","0","1","0","0","1","1","1","0","1","1"
"KHSRP","104","163"," 71"," 44"," 88"," 99"," 92","107"," 81"," 49"
"PLPPR2","19","34","12"," 5","18","22","23","26","25","20"
"TRIM28"," 82","260","116"," 47","111","199","136","171","229","168"
"UBE2M"," 78","137","107"," 60","131","118","126","150","145","135"
"CHMP2A","155","325","224","289","182","300","250","219","399","272"
"BICRA"," 8","12"," 5"," 1"," 9"," 5"," 9","12","10"," 7"
"LRFN3","10"," 4"," 2"," 1"," 4"," 7"," 7","10"," 3"," 5"
"SDHAF1","18","16","13","13","49","42","29","47","42","39"
"SYNE4","0","1","1","1","2","0","1","0","0","1"
"POU2F2","2","1","6","0","1","0","1","1","0","2"
"ECSIT","25","31"," 8"," 4","18","25","11","31","24","29"
"EXOSC5","25","14"," 7"," 4","26","16","16","22","13","29"
"MCEMP1"," 0"," 0","14"," 1"," 4"," 1"," 7"," 0"," 1"," 2"
"EVI5L"," 37"," 38","  9","  2"," 12"," 28"," 25"," 93"," 45","109"
"ELAVL1","26","16","18","14","22","14","13","23","16","16"
"UNC13A"," 3","12"," 0"," 1"," 0"," 6"," 2"," 3"," 9","16"
"MAP1S","32","21","28"," 3","20","19","23","19","16","25"
"GDF15"," 5"," 8","10","10","15","10","16","36","61"," 1"
"ELL"," 7"," 9","11"," 8","27","13","14"," 5","11"," 8"
"ZNF875"," 8"," 8"," 5"," 2"," 6"," 9","12"," 7"," 9"," 6"
"ZNF83","13","38"," 9","69","81","18","26","17","20"," 6"
"KCNN1","0","1","0","0","1","0","1","0","0","0"
"ZNF530"," 5","11"," 5"," 2"," 7"," 4"," 4"," 5"," 4"," 2"
"ZNF606"," 3","13"," 5"," 3"," 9"," 4"," 9"," 7"," 6"," 5"
"ZNF566"," 7"," 4"," 4"," 3"," 5"," 7"," 9","10"," 6"," 4"
"LYPD3","0","0","1","0","0","0","9","0","0","1"
"PHLDB3","0","2","3","1","5","3","5","3","2","2"
"ETHE1","0","2","3","1","1","1","0","0","0","1"
"DHX34","20"," 8"," 7"," 3","17","10","13","30","17","19"
"MEIS3","20","16"," 9"," 5","16","16"," 6","43","12","17"
"SLC8A2","0","0","0","0","0","1","0","0","0","2"
"KPTN","11","24","21","10","17","19","33"," 9","26","13"
"NAPA","136","111"," 71"," 92","127","111"," 99"," 96"," 90","123"
"GGN","1","0","1","0","2","1","2","0","4","0"
"SPRED3"," 3"," 4"," 5"," 2","15"," 3"," 3"," 7","18"," 2"
"ZNF600"," 0"," 2"," 4"," 4","14"," 3"," 5"," 2"," 2"," 1"
"ZNF320"," 3","10"," 4"," 2"," 8"," 1"," 7"," 3"," 3"," 2"
"KLK5","0","0","0","0","0","0","0","0","0","0"
"KLK6","0","0","0","0","0","1","1","0","0","2"
"KLK7","0","0","0","0","0","0","0","0","0","1"
"SAMD4B","39","26","18","13","39","37","55","48","32","40"
"GPR108","106","110"," 41"," 42"," 83"," 46"," 61"," 87"," 91"," 58"
"SIGLEC14"," 0"," 2","11"," 0"," 0"," 3"," 7"," 2"," 1"," 1"
"CBARP","12","10"," 2"," 1"," 2"," 6"," 1","16"," 9"," 7"
"ZNF888","2","3","3","1","1","0","1","2","1","1"
"OSCAR","0","1","5","0","2","0","1","1","0","0"
"FAM98C","23","14","10"," 7","16","21","14","20","30","17"
"SPC24","23","50","13","10"," 1","19","22","55","13","25"
"SCGB1B2P"," 7","12"," 6"," 3","18"," 2","12","10"," 6"," 5"
"PAK4","50","41","20"," 9","27","32","42","91","34","45"
"LILRA2","3","1","7","0","0","6","3","0","0","2"
"LILRA1"," 0"," 0","10"," 0"," 1"," 2"," 1"," 2"," 0"," 1"
"LILRB1"," 6"," 1","35"," 0"," 2"," 3"," 8"," 3"," 1"," 2"
"FCAR","1","0","9","2","3","1","4","0","1","1"
"LILRB4","14"," 5","20"," 1"," 3","11"," 5"," 8"," 3","15"
"PDCD5"," 44","113"," 83"," 43"," 76"," 76","110"," 66"," 67"," 44"
"ANKRD27","3","2","2","2","3","2","2","2","2","2"
"SNORA68B"," 0"," 5"," 0","33"," 7"," 9","23"," 0"," 0"," 8"
"NUDT19","10","14"," 6"," 2","10"," 6","15"," 3"," 4"," 4"
"SLC7A9","0","0","1","0","3","0","2","0","0","0"
"C3"," 66"," 33","146","  8","132"," 56"," 61"," 31"," 28"," 41"
"HAUS5","16","21"," 8"," 6","20","15","25","53","43","37"
"RBM42","295"," 93"," 69"," 49","233","229","147","304","150","221"
"COX6B1","1849","1484","1722"," 845","1053","1655","1691","2147","1345","1734"
"MED16","66","63","38","11","31","40","29","34","45","38"
"PRTN3"," 0"," 2"," 0"," 0"," 1","10"," 4"," 3"," 8"," 2"
"SIGLEC5","5","0","3","0","2","1","2","1","1","1"
"PROSER3","2","2","3","1","4","2","2","2","2","2"
"SHD","21"," 2"," 1"," 1"," 0"," 2"," 0","44"," 1","42"
"TMIGD2"," 0"," 1"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"
"FSD1"," 20"," 40"," 13","  8"," 29"," 32"," 12","101"," 67","104"
"PLPPR3"," 7"," 1"," 2"," 0"," 0"," 1"," 0"," 4"," 0","20"
"R3HDM4","98","55","25"," 9","46","71","33","45","83","69"
"KISS1R","0","3","0","0","4","3","1","0","6","0"
"ELANE","10"," 0"," 3"," 0"," 8"," 1"," 0"," 0"," 1"," 1"
"GMIP","14"," 8","44"," 3","10"," 7","19","22"," 8","14"
"ATP13A1"," 5","21"," 7"," 2"," 7"," 6","11"," 9"," 9"," 6"
"ZNF101","4","5","5","6","7","4","6","5","6","5"
"ZNF14","26","19","13","24","48","31","35","38","58","37"
"LPAR2"," 3"," 5","11"," 3"," 4"," 3"," 6"," 7"," 4","11"
"RTN2","2","2","2","0","1","4","1","1","1","3"
"PPM1N"," 3"," 2","17"," 1"," 2"," 1"," 2"," 1"," 0"," 2"
"VASP","14"," 6","12"," 3"," 9"," 6","11","12","15"," 8"
"OPA3","2","1","1","1","1","2","2","1","1","1"
"ZNF582","13","48"," 9"," 6","13","17","18","25","27","13"
"ZNF846","11","30","10","11"," 7","11"," 9"," 8","13","15"
"CFD","28"," 1","32"," 1"," 5"," 6"," 7","13"," 2"," 5"
"JAK3"," 1"," 0","10"," 0"," 1"," 1"," 4"," 1"," 1"," 2"
"RPL18A","346","393","528","289","657","571","576","453","576","460"
"ZNF44"," 5"," 6"," 3"," 6"," 9"," 4"," 4"," 9","16"," 7"
"NLRP2","2","0","3","0","0","1","0","0","0","0"
"MAST3"," 3"," 8"," 6"," 0"," 3"," 9"," 4"," 2"," 4","22"
"ACTN4","107","107","172"," 97"," 77","114","116","155","113"," 74"
"HIF3A"," 2","13"," 1"," 1","21"," 7"," 5","11"," 4"," 8"
"PPP5C","36","38","31","20","17","48","41","39","18","18"
"CCDC8","32"," 3"," 9"," 5","17","20","38"," 1","22","14"
"PLIN3","40","28","21","13","18","50","30","25","46","42"
"UHRF1","36","25","19"," 2","10","38","15","64","29","23"
"UQCR11","2","3","3","1","2","4","1","3","1","1"
"TCF3","75","59","28","14","44","39","24","46","57","41"
"LRP3","37","22"," 8"," 1"," 6","29","19","34","13","30"
"SLC7A10","0","0","0","0","0","0","2","0","0","1"
"CEBPA-DT"," 8"," 1","13"," 3"," 9"," 5"," 7"," 8"," 6","10"
"CEBPG"," 2"," 4"," 3"," 5","14"," 3"," 3","11"," 9"," 3"
"OAZ1","6","0","4","0","2","3","0","2","1","3"
"PEPD"," 97"," 88"," 34"," 22"," 68"," 72"," 70","109"," 80","105"
"USF2","266","142"," 96"," 48"," 94","161","170","207","134","235"
"HAMP"," 45"," 13","461","  1","  8"," 23"," 13"," 23","  4"," 65"
"MAG"," 27","  1","  1","  0","  0","144","  0"," 24","  3","215"
"LSR"," 0"," 1"," 0"," 2"," 1"," 1"," 0","29"," 0"," 4"
"TPM3P5","115"," 38","254"," 35"," 31"," 54"," 83","136"," 38"," 65"
"PLEKHA3P1"," 0"," 5","16"," 2"," 2"," 6"," 6"," 5"," 4"," 6"
"CEACAM21"," 1"," 3","14"," 0"," 0"," 1"," 4"," 2"," 1"," 1"
"CEACAM4","0","1","5","0","0","1","3","0","2","2"
"CEACAM3","0","0","2","1","1","0","2","0","1","0"
"RPS19","1981"," 892","3292","1954"," 872","2272","1321","1633","1565","1412"
"CD79A","0","0","0","0","0","0","2","0","1","1"
"BCL2L12","11","32","20"," 1"," 9","18","36","41","39","22"
"DNASE2"," 71","112"," 75"," 16"," 47"," 77"," 67","102"," 95"," 56"
"ELOF1","43","67","46","20","50","56","50","33","41","31"
"ARHGEF1","14","19","22"," 5","32","13","15","20","19","34"
"FCHO1","1","1","2","0","1","1","1","1","1","4"
"PRKACA"," 6"," 8","12"," 2"," 9"," 8","14","12","15","10"
"ILF3"," 55"," 37"," 31"," 24"," 84"," 39"," 41","170","100"," 96"
"FPR1","  8","  6","206","  9"," 13"," 20"," 40","  5","  4","  5"
"TYK2","15","25","15","10","45","14","16","23","35","26"
"ZNF550","1","1","0","1","1","1","1","0","1","0"
"C19orf54","11"," 5"," 5"," 3","13"," 4"," 8"," 7"," 9"," 4"
"SNRPA","137","173","108"," 57","166","118","149","290","172","170"
"ITPKC","55","12","18"," 5","81","43","36","53","92","32"
"MAST1"," 3"," 5"," 0"," 0"," 1"," 2"," 1"," 3"," 3","10"
"PLA2G4C"," 5"," 7"," 6"," 4","24"," 8"," 9"," 3","12","12"
"CARD8"," 9"," 7","15"," 5","12"," 7","15","14","14"," 9"
"ZNF114","2","5","4","2","1","3","4","1","4","1"
"EMP3","457","354","747","514","457","420","785","372","570","100"
"LIG1","20","41","10","17","26","14","23","67","55","32"
"MOB3A","20","13","22"," 6","15","17","14"," 9","14","13"
"IZUMO4"," 3","48"," 3"," 6"," 4","12"," 5"," 4","37","39"
"FAAP24","2","3","5","1","1","2","3","2","1","1"
"PCSK4","0","3","0","1","5","1","2","1","4","1"
"PINLYP"," 2","13","17","12"," 9","16","13"," 1","11"," 8"
"ARHGAP35","28","30","12"," 5","17","16","21","17","12","18"
"NPAS1","2","0","0","0","0","1","1","0","0","0"
"TMEM160","309","170"," 61"," 10"," 59","132","196","370","212","356"
"ZC3H4","17","25","11"," 3","12","10","22","20","11","17"
"SAE1","100"," 99"," 62"," 46"," 33","113"," 91","140","104"," 57"
"BBC3","3","2","3","2","3","2","1","1","4","2"
"CCDC9"," 71"," 32"," 24"," 52"," 84"," 43"," 39"," 55","142"," 58"
"INAFM1"," 75"," 51"," 73"," 37","126","108","164"," 43","104"," 48"
"NACC1","32","30","35"," 5","27","44","60","44","42","41"
"PSMD8","190","167","174","142","189","256","181","344","326","158"
"AP3D1","16","19","14"," 4"," 9","14"," 9","13","14","11"
"ANGPTL6","0","3","9","1","1","1","1","1","1","2"
"RELB","41","10","45","20","34","22","49","17","30","16"
"CLASRP","17","20","20","19","41","13","22","26","25","29"
"ZNF296","2","8","7","0","6","6","9","5","4","9"
"EIF5AP3","0","1","0","1","0","1","1","3","0","1"
"TBC1D17"," 7","60","10","33","35","22","37","33","49","32"
"U2AF2","249","212","107","102","252","160","161","245","183","183"
"MAP3K10","10","10"," 7"," 4"," 6","15","12","23","17","24"
"TTC9B","13"," 0"," 1"," 0"," 0"," 3"," 1"," 1"," 3","15"
"CCNP","0","1","0","0","2","1","1","0","2","1"
"AKT2","20","23","18"," 6","18","23","26","34","25","16"
"BLVRB"," 28"," 72","186"," 50"," 95"," 85","180"," 83","111"," 67"
"PLD3","43","59","36","14","60","90","64","49","67","60"
"CNOT3","17","19","14"," 6","17","13","12","30","26","17"
"LINC01530"," 5","11"," 4"," 2","13"," 6"," 1","12"," 2","18"
"CYP2B7P","0","1","0","0","1","0","0","0","0","1"
"NAPSB","27","11","16"," 1"," 2","20"," 3"," 9"," 3","15"
"TMEM147-AS1","2","2","1","0","1","0","1","1","2","2"
"APOC1P1"," 5"," 3","15"," 0"," 1"," 3"," 0"," 7"," 1"," 3"
"ZNF826P","0","1","1","0","0","2","2","0","1","1"
"ZNF818P"," 2"," 1"," 6"," 7"," 6"," 4","15"," 3"," 6"," 7"
"ZNF667-AS1","0","1","0","1","0","1","1","0","0","1"
"MIR7-3HG","1","0","0","1","0","0","0","1","0","5"
"LINC00665","11"," 9"," 6"," 8","20"," 9"," 7","11"," 9"," 9"
"POU2F2-AS1"," 0"," 1","18"," 0"," 3"," 3","16","10"," 1","20"
"ZNF790-AS1"," 4"," 8"," 2"," 2"," 2"," 3"," 6","16"," 2"," 6"
"ZNF561-AS1","0","1","1","0","1","1","0","0","1","1"
"PPP5D1P","2","2","1","0","1","2","1","3","3","3"
"DNMT1","36","33","24"," 2"," 7","18","25","87","27","31"
"DOCK6"," 5","10"," 3","16"," 9"," 6"," 5","10","17"," 7"
"DPP9"," 4"," 8"," 8"," 4","16"," 7"," 7"," 8"," 8"," 5"
"EFNA2","40","11"," 1"," 0"," 1"," 6"," 1","12"," 9","20"
"USP9Y","0","0","0","1","3","1","0","1","0","2"
"EIF1AY"," 0"," 0"," 0","30","14","23"," 0","12"," 0","24"
"RNA5-8SP6"," 0"," 0"," 0","25"," 6"," 1"," 0"," 0"," 0"," 2"
"TTTY14","0","0","0","0","2","1","0","1","0","1"
"KDM5D"," 0"," 0"," 0","45","43","19"," 0","16"," 0","19"
"PRKY"," 0"," 0"," 0"," 2"," 2"," 0"," 0","15"," 0"," 3"
"RPS4Y1","  0","  0","  0","944","525","845","  0","902","  4","266"
"ZFY"," 0"," 0"," 0","15","18"," 8"," 0"," 8"," 0"," 4"
"DDX3Y"," 0"," 0"," 0","50","36","19"," 0"," 9"," 0"," 7"
"REREP1Y","0","0","0","5","3","4","0","0","1","0"
"REREP2Y","0","0","0","0","3","0","0","0","0","0"
"EIF4A1P2","10"," 2","10","11"," 2"," 5"," 3","10"," 5"," 7"
"PCDH11Y","0","0","0","0","0","0","0","0","0","3"
"TOMM40P2","0","3","0","0","0","0","0","0","0","1"
"FABP5P11","0","0","0","0","0","0","0","0","0","0"
"CLTCL1","2","0","1","2","0","2","4","3","3","1"
"PI4KAP1","24","49","13","55","27","14"," 2","29","63","92"
"MED15","11","18"," 9","13"," 9","12","19","12","16","13"
"FRG1FP","0","0","0","0","0","0","0","0","0","0"
"OSBP2"," 8"," 4"," 2","22"," 8","15"," 2","19","25","20"
"VPREB3","13"," 0"," 0"," 0"," 1"," 1"," 2"," 0"," 0"," 0"
"SYN3","2","0","0","0","0","0","0","2","1","2"
"OSM"," 5","15"," 9"," 1"," 7"," 6"," 4","11"," 4"," 3"
"DRG1"," 63"," 51"," 85","230"," 64"," 96"," 54"," 64","103"," 57"
"FBXO7","23","21","45","55","18","37","26","61","20","20"
"NCF4"," 34","  7","163","  4"," 15"," 18"," 45"," 26"," 19"," 33"
"ZNF70","3","3","1","3","4","2","4","3","4","3"
"CACNA1I","0","0","0","0","0","0","1","0","0","0"
"TNRC6B","0","0","0","0","0","0","0","0","0","1"
"PIK3IP1","13"," 7","12"," 7","10","18","10","10"," 5","14"
"MCAT"," 4","15"," 7"," 1"," 3"," 5"," 6"," 3"," 5"," 3"
"LIMK2"," 3"," 4","12","17"," 6"," 4","10"," 3"," 8"," 4"
"LIF"," 3"," 0","12"," 9","13"," 6"," 6"," 0"," 9"," 0"
"FBLN1","0","0","2","0","1","1","4","0","0","0"
"PNPLA3","2","2","0","3","0","1","3","1","6","2"
"EFCAB6","0","4","1","1","1","0","3","1","2","3"
"TBC1D22A","20","11","19"," 3"," 9","13","11"," 8","12","14"
"ZBED4","2","1","0","0","1","2","1","1","1","1"
"PHF21B","1","6","1","5","3","1","1","1","3","3"
"RPL3","1282"," 464","1015","1804","1823","1226"," 558","1013","1697","1486"
"GTSE1","32","24","20"," 2"," 3","15","15","23"," 8","13"
"EIF4ENIF1","29","11","10","23","14","19","15","33","39","20"
"SAMM50","10","12","11"," 7"," 3"," 9"," 7"," 7"," 8"," 6"
"TTC38","14","35","24","13","16","21","13"," 8","15"," 9"
"SLC25A17","15","13","14"," 9"," 7","15","10","15","14"," 5"
"TRIOBP","16","16","11"," 6"," 9","11"," 7","10","16"," 7"
"TTLL12","38","24","14","11","12","17","21","15","23","24"
"DEPDC5","1","1","1","1","2","1","1","2","2","1"
"PIM3","73","39","19"," 6","23","57","29","45","74","53"
"NUP50","30","22","27"," 7"," 5","16","19","12","22","15"
"GTSE1-DT","0","1","1","0","1","1","1","1","1","2"
"ATXN10"," 49","125"," 62"," 89"," 39"," 80"," 33"," 17"," 47"," 39"
"FAM118A","3","4","4","2","3","1","3","2","4","3"
"CERK","147"," 58"," 60"," 24"," 29"," 68"," 73","122","116","126"
"PPP6R2","20","21"," 8"," 5","10","11"," 7"," 9","29","25"
"PRR14L","14"," 5","12","13","12"," 8"," 9","15","15"," 9"
"RTL6","12"," 7"," 1"," 1"," 4"," 5"," 2"," 1"," 4"," 5"
"PRR34-AS1","35","43","31"," 9","26","18","18"," 7","20","24"
"PVALB"," 5"," 0"," 8"," 1"," 0"," 2"," 0"," 0"," 0","14"
"ALG12"," 9","23"," 7"," 7","10","10"," 9"," 6","15"," 7"
"SYNGR1","11"," 5"," 1"," 1"," 2"," 6"," 2"," 9"," 8","11"
"SEZ6L","12","88"," 0"," 3"," 0","15"," 6","29","22","20"
"PDGFB","19","10"," 3"," 1"," 5","13","14","39","18","28"
"MPPED1","0","0","0","0","0","1","0","0","0","3"
"CCDC117","12"," 9","10","10"," 8"," 6"," 6"," 9","11"," 7"
"PARVG","12"," 5","34"," 1"," 7"," 9","21","19"," 6","19"
"BIK","0","3","3","0","0","2","1","0","0","0"
"TTLL1","34","41"," 9","13","11","22","21"," 9","30","20"
"RIBC2","0","0","4","0","0","0","5","0","0","1"
"PKDREJ","0","1","0","0","1","0","1","0","0","1"
"ANKRD54","58","38","17"," 9"," 9","30","23","75","50","40"
"TSPO","27","20","62"," 6","34","27","26","10","19","21"
"INPP5J","0","0","0","0","2","0","1","0","2","3"
"EP300","4","6","3","5","3","3","3","3","9","4"
"RBX1"," 97","105","175","106"," 29","107"," 57","104"," 84"," 66"
"PATZ1","20"," 5"," 4"," 5"," 8"," 8"," 3","23","12"," 9"
"SHISAL1","1","0","0","0","0","0","0","0","0","2"
"XPNPEP3"," 8","16"," 4"," 6"," 5"," 7"," 6"," 9"," 8"," 5"
"ZNRF3"," 9","11"," 2"," 2"," 3","14"," 7","11"," 8"," 6"
"PACSIN2","71","22","40","26","23","39","40","41","69","32"
"SNORD83A"," 0"," 0"," 0","30"," 0"," 1"," 0"," 0"," 0"," 0"
"MIR1249","0","0","0","0","0","0","0","0","0","0"
"RTCB","183"," 73","216","120"," 85","114"," 94","169","218","145"
"YWHAH","0","0","1","0","0","1","0","1","0","0"
"ASPHD2"," 5","13"," 7"," 5"," 3"," 7"," 6"," 7","14"," 9"
"SRRD","26","23","17","20","11","17","15","19","10"," 3"
"TPST2"," 1"," 6","15"," 3"," 1"," 4"," 7"," 6"," 3"," 2"
"SSTR3","0","0","0","0","0","0","0","0","0","0"
"GGTLC4P","0","0","0","0","0","0","1","0","4","0"
"LRRC75B","10"," 6"," 3"," 3"," 2"," 5"," 5","26"," 7"," 9"
"TAFA5","93","33"," 6"," 0"," 8","57","18","20","26","81"
"MAPK1","52","67","41","66","30","64","68","54","67","49"
"SMARCB1","11","10"," 6"," 3"," 2"," 5"," 3"," 6"," 4"," 4"
"RPL7P52","3","4","0","4","5","2","1","0","2","4"
"MORC2","37","20","12","21","37","17","27","52","76","45"
"DGCR5"," 1"," 1"," 0"," 0"," 1"," 1"," 5"," 2"," 4","18"
"DGCR11"," 1"," 7"," 3"," 2"," 4"," 1"," 5"," 8","10"," 9"
"NDUFA6","405","263","408","389","100","294","144","103","273","121"
"OLA1P1"," 9","18","43","13"," 9","17","16","27"," 9","12"
"RRP7A","52","45","26","13","21","41","33"," 6"," 6"," 6"
"DNAL4","33","55","15","18","18","33","20","39","32","22"
"NPTXR","14","14"," 0"," 1"," 1"," 7"," 3"," 9"," 8"," 5"
"CBX6","4","2","1","1","1","4","5","5","4","7"
"APOBEC3A","0","0","2","0","0","0","1","0","0","0"
"APOBEC3B"," 0"," 2","16"," 0"," 0"," 1"," 3"," 2"," 1"," 1"
"APOBEC3C"," 2"," 2","10"," 0"," 1"," 2"," 3"," 1"," 0"," 1"
"APOBEC3G"," 5","11","21"," 3"," 2"," 4"," 3"," 6"," 7"," 3"
"TAB1","29","39","15","29","20","25","20","42","47","32"
"MGAT3","0","1","1","0","1","0","1","1","1","1"
"MIEF1","14"," 7"," 4"," 3"," 7"," 8"," 4"," 9"," 6"," 5"
"RPS19BP1","106"," 37"," 29"," 19"," 31"," 43"," 19"," 42"," 40"," 48"
"SLC25A18"," 3"," 4"," 1"," 4"," 4","10"," 6"," 0"," 7"," 6"
"ATP6V1E1"," 87"," 58","141","164"," 73","134","107","113","124","129"
"BCL2L13"," 4"," 2"," 7","12"," 4"," 6"," 6"," 4"," 4"," 4"
"MICAL3","3","1","1","1","0","1","1","2","2","5"
"ACR","1","0","0","0","0","0","0","0","0","3"
"TRMU","5","6","5","3","3","5","4","3","7","3"
"FAM136EP","0","2","3","0","3","1","4","0","4","0"
"GRAMD4","2","2","0","0","0","2","2","2","3","2"
"CELSR1","0","1","3","1","0","5","2","1","6","0"
"RANGAP1","21"," 7","10"," 4"," 6"," 9"," 8","19","12","15"
"BID","11"," 2","23"," 3"," 2","14"," 4"," 4"," 4"," 5"
"TIMP3","187","128"," 19","150"," 58","123"," 52"," 64","291"," 69"
"CRELD2","64","61","35","30","41","47","47","28","86","37"
"PARVB"," 8"," 6","12"," 7","22","12","11"," 3","17"," 9"
"PI4KAP2"," 0"," 1"," 0","15"," 3"," 5","13","23"," 1"," 1"
"ZC3H7B","47","25","13","15","16","31","13","35","37","56"
"TEF","6","5","2","3","2","5","1","6","5","8"
"TOB2","19"," 4"," 4"," 1"," 4","12","10"," 8"," 8"," 6"
"PHF5A","116"," 78"," 67"," 77"," 42"," 99"," 52","101"," 94"," 51"
"POLR3H","34","43","16"," 9"," 5","28","20","26","21","28"
"CSDC2","10"," 4"," 2"," 1"," 0"," 8"," 8"," 6"," 4","15"
"DESI1","11"," 9"," 6"," 3"," 3","10"," 7"," 1"," 5"," 6"
"XRCC6","438","456","336","575","140","511","311","218","579","302"
"SNU13","118","147","119","225"," 98","146"," 72"," 91","164","117"
