"","SRR11862835","SRR11862837","SRR11862839","SRR11862841","SRR11862845","SRR11862847","SRR11862849","SRR11862851","SRR11862855","SRR11862857"
"CST6","0","0","0","1","0","1","4","0","1","0"
"GAL3ST3"," 1"," 3"," 2"," 0"," 1"," 9","10"," 9","14","11"
"SF3B2","40","35","16","10","45","45","63","57","91","57"
"RAB1B","2","1","4","1","3","2","6","3","6","3"
"CNIH2"," 10"," 88","188","  5"," 32","208","171","517","209","334"
"YIF1A","23","34","14","17","28","56","39","37","38","39"
"CD248"," 3"," 6"," 3"," 7","14","27"," 9"," 5","14"," 5"
"RIN1"," 0"," 2"," 2"," 0"," 1"," 4","11"," 7"," 2"," 5"
"BRMS1","29","13"," 8"," 9","45","32","46","30","76","41"
"B4GAT1"," 31"," 65","142","  4"," 26"," 54","334","266"," 53","243"
"SLC29A2"," 1"," 2"," 1"," 0"," 2"," 1","12"," 6"," 1"," 6"
"NPAS4"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1","28"
"PACS1"," 7","17","22","11","13","20","23","32","16","25"
"DAGLA"," 2"," 7"," 7"," 1"," 5"," 2","18","14"," 8","14"
"TMEM258"," 75","200","148","267","112","100"," 81","104"," 57"," 72"
"FADS1","55","57","41","24","22","23","37","53","27","34"
"FADS3"," 4"," 6"," 6"," 2"," 6"," 9"," 8","18","10","12"
"RAB3IL1","10"," 5"," 1"," 3","15"," 9","10"," 7","22","20"
"MYRF","35","19"," 5"," 3","25"," 1","21","28","11","40"
"KCNC1","0","1","2","0","0","0","6","1","0","3"
"ACAT1","42","59","75","68","32","43","57","54","24","60"
"JAML","2","1","1","2","0","1","0","1","2","0"
"MPZL3","1","1","2","3","1","2","1","1","0","1"
"MPZL2","1","1","1","6","5","1","0","0","1","0"
"FOLR1","0","1","0","0","0","0","0","1","1","0"
"MTMR2","22","35","30","51","22","10","18","18"," 9","13"
"PAFAH1B2","116","122","106"," 77","102"," 57","108","106"," 48"," 92"
"SIDT2","28","16","13"," 9","17","29","23","26","14","24"
"TAGLN"," 29","  8"," 16","104","201","105"," 20"," 22"," 20"," 20"
"RNF214","24","50","30","14","29","22","39","40","28","44"
"CEP164","12"," 9"," 7"," 3","11"," 6","10","13","12"," 9"
"PRR13P3"," 6","19"," 2"," 1"," 0","10"," 0","10"," 6","17"
"OR5AK4P"," 7"," 3"," 0","27","16"," 4"," 0"," 0"," 1"," 0"
"LRRC55","  1","  3","  5","  1","  6","100"," 15"," 12"," 15"," 13"
"TNKS1BP1"," 5"," 5"," 7"," 2","10","15","15","14","24","15"
"SSRP1","46","61","53","36","50","79","82","61","98","74"
"OSBPL5","18","11"," 9"," 2"," 9","15","44","24","29","29"
"CARS1","1","1","0","0","0","1","2","1","1","3"
"CPT1A"," 5","12","10"," 4","10","11","15","13"," 4","12"
"MRPL21"," 51"," 63"," 39"," 31"," 51"," 57","131","112","104","118"
"MRGPRD","0","0","1","0","2","3","5","2","8","0"
"MRGPRF"," 1"," 3"," 3"," 1"," 1","13"," 3"," 1"," 2"," 1"
"UBE4A","10","17","15","11","17"," 6"," 4"," 6"," 3"," 3"
"IGHMBP2","1","1","1","0","2","1","2","1","3","3"
"IGSF9B"," 2","12","19"," 1"," 5"," 3","16","16","11"," 9"
"TTC12","11","10","12"," 7"," 8","10","10","10"," 2","10"
"RAB6A","1","1","5","1","0","2","1","1","0","3"
"MSANTD2","20","27","14","23","19","15","14","14"," 9"," 7"
"KLC2","  5"," 15"," 16","  0","  5","  6","111"," 51"," 23"," 74"
"TP53I11","1","1","1","0","1","1","3","2","1","1"
"EHF","1","2","1","5","1","0","0","1","0","0"
"LPXN"," 3"," 9"," 2","10"," 3"," 5"," 2"," 5"," 2"," 3"
"SCN4B"," 1","12"," 8"," 0"," 1"," 3","68","21"," 4","45"
"NNMT","  2","  1","  2"," 20","  5","310","  4","  2"," 21","  0"
"COPB1","20","74","42","97","19","49","21","24","14","12"
"QSER1","28","42","47","28","18","28","30","40","13","20"
"PLCB3","2","2","1","1","3","3","0","4","4","5"
"EED","14","27","25","26","11","18","25","20"," 7","17"
"CCDC81","3","0","0","2","2","9","1","1","7","4"
"ALG9","1","2","2","1","2","1","1","2","1","2"
"C11orf1"," 5","13","11"," 7"," 5","10","10","11"," 4"," 6"
"RPL37AP8","0","0","0","0","0","0","0","0","0","0"
"PLAAT4"," 244"," 350"," 149"," 423"," 715","1113"," 154"," 166"," 100"," 311"
"PLAAT2","5","4","1","1","0","7","0","7","4","4"
"ATL3","23","47","32","81","32","33"," 9","21"," 9","11"
"RTN3"," 1"," 3","18"," 0"," 0"," 0","12"," 8"," 1"," 4"
"SPINDOC"," 6","10"," 6"," 0"," 8","12","41","35","39","46"
"SRP14P2"," 74","493","177"," 70","512"," 47","639"," 93","512","426"
"SAAL1","24","20","23","21","30","34","27","36","63","37"
"ST13P5","11","15"," 5"," 7","21"," 3","10","14","42"," 6"
"OR5J2","13","26","22","11","45"," 7","34"," 3","10"," 7"
"RASSF7"," 1"," 2"," 3"," 1"," 2"," 3","20"," 8"," 7","13"
"PHRF1","10","11"," 5"," 1"," 9"," 7","18","12","30","10"
"CDHR5","1","1","1","0","0","0","2","0","1","0"
"DRD4","0","0","0","0","0","5","0","0","1","0"
"PARVA"," 1","14","11"," 6"," 5","10","12"," 8"," 6"," 8"
"TTC9C","0","0","1","0","1","0","0","0","1","1"
"POLR2G","138","234","156","230","198","145","110","133","113","153"
"TAF6L"," 9"," 4"," 5"," 2"," 8","15","18","14","16","18"
"TMEM223"," 4","11"," 3"," 4"," 8","15","31","20","25","21"
"TMEM179B"," 62"," 73"," 31"," 42"," 61","104"," 86"," 59","108"," 82"
"NXF1","41","40","26","12","74","43","57","45","54","65"
"YPEL4","12","14"," 9"," 0"," 1"," 2","33","43","13","35"
"ZDHHC5","12","19","12","10","12","21","22","25","13","15"
"MRPL48","14","17","14","13","12"," 5","11"," 8"," 5"," 4"
"COA4","42","52","18","17","33","38","19","28","46","22"
"PAAF1","64","62","33","20","40","20","36","44","21","32"
"ARPC3P4","1","0","2","1","6","0","0","0","1","0"
"UCP3","2","2","3","2","3","5","4","3","2","2"
"PPME1","3","3","4","2","2","3","2","9","3","3"
"CLCF1","1","0","0","1","2","8","0","2","2","0"
"PPP1CA","42","32","30","30","56","66","42","75","52","65"
"TBC1D10C","1","1","1","0","1","2","0","1","1","0"
"CORO1B","35","15","10","12","38","48","43","34","49","45"
"TMEM134","15"," 8"," 7"," 3","11","15","23","29","17","33"
"STX5","29","44","33","22","30","66","55","54","33","24"
"TUB"," 4","25","20"," 2"," 6"," 2","35","34","15","20"
"SRPRA","43","41","28","29","56","60","65","52","50","65"
"DCPS"," 7"," 5","10"," 3"," 6","16","14","15","13","16"
"ST3GAL4","16"," 9"," 3"," 6"," 7"," 6"," 9"," 8"," 4","12"
"LYVE1","12","32","31","95","13"," 7","15","24"," 4","19"
"CTR9","14","58","40","37","17","37","23","26","11","14"
"EIF4G2","153","354","273","279","164","270","219","237","146","158"
"ZBED5"," 4","14","17","15"," 5","11","10"," 9"," 4"," 5"
"EIF3F","26","21","24","13","25","39","31","41","46","43"
"KCNA4","0","3","9","0","0","0","2","4","0","1"
"TRPT1","17","22","14","20","15","12","27","20","18","19"
"POGLUT3"," 4"," 4"," 3"," 8"," 3","27"," 3"," 3"," 3"," 1"
"ESRRA"," 7"," 6"," 4"," 1"," 3"," 5","37","15","14","17"
"CTSC"," 3"," 3"," 2","20"," 2"," 9"," 1"," 2"," 1"," 1"
"DUSP8","  8"," 24"," 25","  0","  4","  1","114"," 94"," 26"," 93"
"KRTAP5-1"," 3","16","13"," 1"," 2"," 3","58","57","53","34"
"KRTAP5-6"," 7"," 0"," 0"," 0","10"," 2"," 4"," 7","28"," 0"
"MRPL11","20","22","16","16","20","33","27","21","22","24"
"PELI3","11","18","21"," 2"," 3","14","70","76","19","49"
"ZDHHC24"," 7"," 5"," 5"," 2"," 8"," 9","20","21","14","19"
"SPI1","27"," 8"," 6","10","29","78"," 7","18","22","16"
"SLC39A13"," 5"," 8"," 1"," 1"," 5"," 5","12"," 9","10"," 8"
"NDUFS3","179","267","251","140","258","172","534","326","238","500"
"KBTBD4","24","46","22","14","27","20","55","28","39","36"
"FAM180B"," 0"," 1"," 0"," 0"," 1"," 4"," 5"," 0","11"," 0"
"MTCH2"," 59","113","113"," 90"," 63"," 87"," 59"," 92"," 36"," 63"
"FNBP4"," 8","12"," 7"," 7"," 7","18","10","11","10"," 8"
"PGM2L1"," 2","24","96"," 7"," 6","17","39","68","12","38"
"LIPT2","3","4","1","2","2","3","2","3","2","4"
"KCNE3"," 3"," 9"," 3","16"," 9"," 5"," 7"," 3"," 3"," 7"
"CTSF"," 81"," 58"," 55"," 10"," 59"," 91","119","131"," 93"," 91"
"RTN4RL2"," 0"," 5","17"," 0"," 2"," 3","43","77"," 4","62"
"SLC43A1"," 4"," 6"," 3"," 2"," 3","16"," 6"," 5"," 9"," 7"
"TIMM10","294","323","566","180","415","493","452","647","488","470"
"UBE2L6"," 35"," 55"," 47"," 24"," 53","145"," 87"," 35"," 43"," 44"
"TMX2","256","367","323","199","215","171","313","321","227","271"
"PPIAP42"," 3"," 3","11"," 1","15"," 1"," 0"," 2"," 2","20"
"SERPING1","  8"," 10"," 10"," 18"," 23","291"," 23"," 16","  8"," 15"
"SCN2B"," 15"," 31"," 65","  3","  4","  1","132","156","  2"," 95"
"HTATIP2","5","2","1","1","3","2","1","2","2","1"
"PLAAT5"," 4"," 5"," 6"," 1"," 3","13"," 3"," 6"," 0"," 6"
"PPP6R3","45","80","67","71","61","32","34","38","34","39"
"ARNTL"," 8","12","25"," 6","11","25","36","27"," 9","23"
"CADM1"," 56","114"," 94"," 29"," 35"," 65"," 69"," 82"," 47"," 55"
"UCP2","42","26"," 6","88","40","70","15","35","60","41"
"TECTA","2","2","2","1","1","1","2","2","1","3"
"KIAA1549L"," 1","11","21"," 0"," 1"," 5","33","31"," 6","18"
"SNX19","1","3","3","1","2","1","2","1","1","1"
"FAM168A","14","30","39","10","20","27","70","62","43","71"
"CYP2R1","1","3","3","4","0","3","1","1","0","2"
"CABP4","0","0","0","0","0","2","0","1","1","1"
"VEGFB"," 39"," 62"," 24","  7"," 48","106","156"," 84"," 73","113"
"MS4A4A","  4","  7","  7","128"," 11"," 33","  1","  5","  5","  5"
"KAT5","39","32","27","11","19","43","63","66","63","44"
"RNASEH2C","23","17","15"," 8","24","29","44","32","49","53"
"AP5B1","3","2","1","0","1","3","7","4","8","4"
"CFL1","207","131","171","128","228","432","344","575","368","450"
"SNX32"," 4","13","16"," 0"," 2","11","24","35","14","31"
"MUS81"," 28"," 16","  9","  3"," 24"," 19"," 45"," 38","105"," 57"
"CTSW","3","3","1","2","2","4","0","3","6","0"
"NDUFB11P1"," 0"," 3"," 8"," 1"," 0","11","15"," 6"," 3"," 7"
"SLC36A4","14","24","34","15"," 7","19","14","22","20","18"
"FAT3"," 1"," 5"," 9"," 1"," 2","14","13"," 9"," 1"," 5"
"MPPED2"," 1"," 6","15"," 3"," 3"," 1"," 7","11"," 1"," 2"
"HYLS1","0","0","1","0","0","3","0","2","0","0"
"PUS3"," 3","16","10","12"," 4","12"," 7"," 8"," 4"," 3"
"DDX25","1","2","9","0","1","2","5","6","2","4"
"NAP1L1P1","4","9","7","5","7","6","4","3","1","9"
"RPUSD4","16","16","24"," 9","23","14","36","26","18","20"
"WEE1"," 2"," 2"," 2"," 6"," 6","33"," 2"," 1","14"," 2"
"TMEM109","23","25","17","25","34","43","39","36","22","30"
"TMEM132A","11","13","14"," 1"," 7","40","69","53","26","48"
"SLC15A3"," 6"," 2"," 4"," 6"," 9","13"," 5"," 4"," 6"," 8"
"RHOG","20","11"," 5"," 4","21","10","13","21"," 9","24"
"HNRNPA1P76"," 5","12","13"," 9"," 2","30","24","22"," 5"," 0"
"RRM1","14","29","35","31","26","33","13","15","16"," 9"
"TEAD1"," 4"," 9","10","10"," 5","35"," 6"," 4"," 6"," 5"
"CTTN","50","59","24","39","77","30","56","36","45","52"
"RPS28P7"," 1410"," 2081"," 2296"," 1670"," 3861"," 1202"," 2103"," 1326"," 3907","10600"
"FAM181B","3","6","1","2","1","4","5","1","2","2"
"PRCP"," 8","22","19","26","16","30","11"," 9"," 5"," 8"
"EIF2S2P6","0","0","0","0","0","2","2","0","1","0"
"DDIAS","0","1","0","1","1","2","0","0","0","1"
"RAB30","12","26","25","15","14","15","15","18"," 6"," 9"
"SNORA70E","162","292"," 63","150"," 87"," 91"," 67","147"," 44","120"
"OR4F2P"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"," 0"," 0"
"SIRT3"," 4","10","10"," 2"," 3"," 8","20","14"," 6","11"
"PGGHG","14"," 6"," 5"," 1"," 6","17"," 3"," 9"," 9","12"
"B4GALNT4","20","36","19"," 1","15"," 9","85","54","55","60"
"SIGIRR","3","2","2","3","4","2","4","2","0","4"
"SCN3B"," 0","18","51"," 0"," 1"," 3","10","66"," 3","25"
"ZNF202","3","6","3","3","4","4","9","4","4","7"
"TMEM126B","28","65","51","53","31","29","51","40"," 7","24"
"TMEM126A","104","144","276","206"," 83"," 83","129","135"," 84"," 80"
"CCDC89"," 4"," 9"," 3"," 2"," 4","20","12"," 8","27"," 6"
"DLG2","1","2","4","2","1","2","4","4","1","1"
"IFITM3","14","38","22","24","67","61","22","15","17","14"
"RRP8"," 2"," 6"," 7"," 3"," 5"," 3"," 8","10"," 9"," 8"
"MRPL17","29","47","37","15","31","60","57","39","31","30"
"DCHS1"," 4"," 5"," 3"," 1"," 8","15","14"," 9","32","14"
"ALG8"," 4","10"," 9"," 8"," 6"," 5"," 5"," 4"," 2"," 2"
"LRRC32","0","0","1","1","2","1","0","1","0","0"
"ACER3","3","8","3","6","2","2","3","3","1","2"
"CAPN5"," 1"," 1"," 2"," 1"," 5","14"," 5"," 6"," 3"," 5"
"OMP"," 5","11"," 7"," 2"," 6","31"," 5","13","41","20"
"C2CD3","5","8","6","4","5","4","5","5","4","4"
"CCDC82"," 9"," 8"," 9","11"," 6"," 4"," 5"," 6"," 4"," 8"
"JRKL","13","27","15","12","24","11","15","14","21"," 8"
"TMEM45B","1","7","5","1","1","2","2","5","0","6"
"PRDM10","1","1","3","1","1","2","3","2","2","1"
"PRDM10-DT","1","2","3","2","1","3","2","4","9","2"
"ELOBP2","2","0","2","0","0","1","0","0","0","0"
"ST14"," 1"," 0"," 0"," 5"," 3","10"," 1"," 1","10"," 2"
"CLP1"," 7","14","10","15"," 7","22","14","11"," 4"," 9"
"SF1","176","123","127"," 67","177","236","218","205","282","218"
"AKIP1"," 8"," 9"," 7","11"," 6","23"," 8","13"," 9","21"
"TMEM9B","171","209","214","201","286","144","207","140","104","160"
"SCUBE2","1","2","1","0","1","4","1","1","8","2"
"KRT8P41","2","0","1","1","3","2","0","0","5","0"
"DENND5A","51","37","29","20","52","15","22","45","27","35"
"TMEM41B","11","19","15","12"," 3"," 8"," 6","10"," 2"," 4"
"IPO7","47","74","73","68","46","26","46","42","37","45"
"SNORA23"," 5952"," 6165"," 7203","24938"," 5709"," 5397"," 3002"," 2734"," 3136"," 1864"
"VPS37C","17","12","10"," 3","18","13","36","28","61","39"
"PGA5","0","1","1","0","0","1","0","0","1","0"
"DDB1"," 55"," 92"," 72"," 35"," 76"," 95","104","108"," 82","121"
"TKFC","10"," 6"," 6"," 2"," 8","12","17","17","24","16"
"CYB561A3","1","1","1","0","0","1","1","1","1","0"
"CPSF7","18","23","20"," 7","17","32","31","35","31","33"
"PPP1R32"," 3"," 6"," 4"," 0","11"," 6"," 6","10","11"," 5"
"LRRC10B"," 0"," 4"," 9"," 0"," 0"," 3"," 1"," 9"," 0","24"
"MTA2","53","32","23","23","58","42","42","45","80","77"
"EML3","12"," 8"," 6"," 4","17","14","12","10","16","15"
"ROM1"," 35"," 28"," 14"," 16"," 50"," 27"," 46"," 41"," 61","105"
"B3GAT3","16","15"," 8"," 2","12","16","53","37","26","51"
"GANAB"," 9","13"," 7"," 9","10","14"," 7","11","20","12"
"UBXN1","221","135"," 87"," 63","184","167","292","247","513","369"
"GNG3"," 0"," 3"," 7"," 0"," 2"," 0","11"," 3"," 0"," 4"
"DLAT"," 7","14","27","13"," 4","13","15","16"," 4"," 9"
"CHRM1"," 0"," 2"," 4"," 0"," 0"," 0","24","12"," 1","10"
"IFTAP","4","5","8","7","6","5","7","6","4","7"
"PIH1D2"," 4"," 4"," 9"," 9"," 7","28","10","10","12","11"
"ARAP1","30","18"," 8"," 8","29","18","29","21","34","36"
"PLAAT3","2632","1215"," 407"," 447","1406"," 363"," 492","1023"," 272","1114"
"WDR74"," 6"," 8"," 7"," 2"," 4","12","16","20","23","11"
"MARK2","11"," 6"," 5"," 2"," 7","15","25","24","20","36"
"OR4C6","0","1","1","0","3","0","0","0","2","0"
"PSMC3","216","372","221"," 93","263","179","588","489","449","700"
"MAP6"," 6","14","19"," 4"," 5","20","38","39","20","39"
"STARD10","13","21","11"," 1"," 9","14","60","38","23","36"
"CASP4","13","13","18","97","17","38"," 6"," 8"," 8"," 5"
"CENATAC"," 63"," 57"," 43"," 15"," 52"," 50","105"," 96"," 59"," 82"
"RPL23AP64","11","16","29"," 4","20","25","42","25"," 5"," 0"
"RPS25","2980","3573","3706","4977","2353","1832","2392","2120","2087","2227"
"TRAPPC4","58","57","90","64","66","30","58","81","41","54"
"C2CD2L","2","2","2","0","1","1","7","7","2","7"
"HINFP"," 5"," 9"," 8"," 4"," 6"," 5","14"," 9"," 5"," 9"
"ABCG4"," 0"," 2"," 5"," 0"," 0"," 1","10"," 8"," 0"," 4"
"NLRX1","2","4","1","1","3","5","5","3","1","2"
"MCAM","57","61","24","26","59","54","50","83","87","73"
"GRK2"," 22"," 24"," 22","  4"," 17"," 19"," 88"," 74"," 31","107"
"ANKRD13D"," 2"," 6"," 3"," 1"," 2"," 2"," 9"," 7"," 7","12"
"SSH3","13"," 4"," 3"," 1"," 9"," 3"," 9"," 9","13"," 9"
"RAD9A"," 7"," 8","10"," 2"," 7","20","26","22","29","25"
"PITPNM1"," 3","20","15"," 1"," 3"," 8","43","30","11","30"
"CDK2AP2"," 77"," 47"," 26"," 16"," 57"," 82","132","123","142","136"
"GSTP1","236","344","185","165","290","589","474","412","460","489"
"NDUFV1","114","108","114"," 32","125"," 94","362","267","252","305"
"NUDT8","1","0","0","0","1","0","0","3","1","2"
"ACY3"," 5","14"," 2"," 0"," 2"," 5","15","12"," 0","14"
"SLC22A6"," 1"," 1"," 1"," 0"," 8"," 0","10"," 2"," 0"," 4"
"RPL29P22"," 0","15","17"," 1"," 3"," 0","10"," 8"," 0"," 7"
"SLC22A9"," 0","17","24"," 0"," 0"," 0","10","25"," 0"," 8"
"TRIM5"," 6"," 5"," 6","19"," 8","48"," 4"," 4"," 9"," 7"
"ARFIP2","18","15","18"," 7","14","21","43","32","34","31"
"TPP1","2","4","3","2","5","3","2","2","3","3"
"OR10A4"," 0"," 6"," 6"," 1"," 1"," 1","21","14"," 0"," 0"
"FADS2"," 65"," 63"," 50"," 21"," 70"," 61"," 59"," 83","114","126"
"TRMT112","345","539","372","252","664","401","580","488","810","908"
"CREBZF","20","31","24","22","21","28","54","29","41","40"
"NCR3LG1"," 1"," 9","11"," 2"," 1"," 3","15","12"," 1"," 4"
"SDHCP4","11","17","15"," 6","17"," 5","22","33","18"," 6"
"ZBTB16","22","11","18"," 7","21"," 8","62","36","11","54"
"OLFML1"," 3"," 2"," 2","11"," 1"," 3"," 1"," 2"," 0"," 1"
"PPFIBP2","15","17"," 5"," 9","10"," 3","11"," 6"," 5"," 6"
"CYB5R2"," 7","12"," 2"," 3"," 4"," 1"," 3"," 9"," 1"," 4"
"BUD13"," 7","14"," 8","15"," 9","12","17"," 9"," 8"," 6"
"ZPR1","1","2","1","0","0","1","1","1","1","0"
"APOA1","1","3","0","0","0","0","0","1","2","0"
"SIK3","38","52","27","13","33","15","59","62","20","71"
"OR51M1","0","1","1","0","1","2","0","0","4","0"
"OR51I2","0","0","0","1","0","1","0","1","2","2"
"OR52K2"," 0"," 5"," 6","16"," 1","24"," 0"," 2"," 1"," 0"
"CCDC87","0","0","0","0","0","1","1","0","3","0"
"CCS"," 6","10"," 8"," 1","12","18","12","14","15","21"
"RBM14"," 4"," 6"," 2"," 1"," 2"," 6"," 8"," 9","11"," 8"
"RBM4B","33","38","14","13","36","19","19","15","21","15"
"C1QBPP2","0","0","1","0","2","0","0","0","0","0"
"ARHGAP32","11","70","86","13","17"," 8","30","30"," 6","22"
"ANO5"," 6","27","46"," 5"," 7"," 0","20","19"," 2","19"
"OR10A2","0","3","3","0","0","0","2","2","0","0"
"KCNJ11","1","3","1","0","1","0","4","4","1","4"
"AIP","30","32","14","10","13","22","69","55","41","55"
"NADSYN1","10"," 5"," 2"," 3"," 5"," 6"," 5"," 9"," 5"," 4"
"KRTAP5-7"," 6","15"," 5"," 2"," 2","11","13"," 9"," 2"," 7"
"KRTAP5-8"," 5"," 4"," 3"," 3"," 1","12"," 6"," 6"," 1"," 3"
"KRTAP5-9"," 2"," 7"," 9"," 2"," 1"," 9"," 6","10"," 0"," 0"
"KRTAP5-10","0","0","2","0","0","2","2","1","0","0"
"LRRC56","1","1","3","0","0","1","3","5","6","4"
"THAP12","4","7","6","4","1","5","6","4","4","4"
"OR52I2","0","1","0","1","1","1","1","0","1","0"
"TSG101"," 88"," 91","114"," 98","112"," 92","108","131","158","139"
"UEVLD"," 5","15","15","21"," 7"," 7"," 4"," 5"," 1"," 4"
"SPTY2D1","11","13","14","14"," 9","14","10","15","16","12"
"SRSF3P1","0","0","0","3","0","0","0","1","0","0"
"CDKN1C","67","13"," 5"," 4","31"," 3","20","23","12","44"
"ALKBH3","32","28","16","22","44","26","32","46","50","26"
"SEC14L1P1"," 6","25","11","13"," 7","13"," 3","17"," 4","10"
"ACCS"," 3"," 1"," 3"," 4"," 5","10"," 4"," 9"," 4"," 4"
"FAM111A"," 5"," 8"," 8","35","13","32"," 3"," 4"," 6"," 5"
"SPTBN2"," 3","31","39"," 3"," 3"," 4","94","55","23","62"
"RPL27A","418","415","482","326","543","484","313","409","450","348"
"SNORA3B","0","0","0","0","0","0","0","0","6","0"
"DCUN1D5"," 8","17","22"," 5"," 6"," 8"," 6","10"," 3"," 5"
"DYNC2H1"," 3"," 9","11"," 9"," 5"," 6"," 7"," 5"," 3"," 5"
"PTDSS2","17","15"," 9"," 6","11","11","33","23","13","23"
"APIP","40","49","36","45","68","17","29","29","27","33"
"PDHX"," 33","113","161"," 36"," 31"," 32"," 65"," 61"," 18"," 41"
"SYT13"," 0","14","33"," 0"," 1"," 0","47","34"," 7","30"
"PIDD1","19"," 9"," 5"," 1"," 5"," 9","27","19","28","28"
"OPCML"," 3","30","66"," 3"," 7"," 2","54","65"," 5","48"
"TRIM66","4","6","4","3","5","5","5","6","4","8"
"BACE1","3","6","2","2","6","1","5","4","2","5"
"RSF1","10","15","16","11","14"," 8","14","15","20","19"
"MS4A6A"," 20"," 30"," 15","494"," 61","110","  5"," 13"," 16"," 11"
"ADAMTS15"," 0"," 0"," 1"," 2"," 1","32"," 1"," 1","10"," 3"
"TMEM80"," 4"," 6"," 5"," 5"," 2","11"," 7"," 6"," 6"," 5"
"OR10A5"," 1"," 6"," 8"," 0"," 0"," 0","10"," 8"," 2"," 3"
"OR2D3"," 0"," 3","19"," 1"," 0"," 2"," 2"," 9"," 2"," 3"
"OR52W1"," 3","18"," 6"," 1"," 2"," 3"," 7"," 7"," 4"," 7"
"OR52N4","0","3","0","3","0","6","0","3","1","2"
"CHEK1","0","0","0","1","0","4","1","1","1","0"
"OR2D2"," 0"," 8","15"," 2"," 0"," 2"," 5"," 7"," 0"," 7"
"OR52B2","1","6","3","0","0","3","7","0","2","3"
"OR6T1","0","0","5","0","0","0","0","2","2","0"
"OR6X1"," 0","23","41"," 1"," 0"," 2","19","20","10","24"
"IRAG1","13","17","21"," 3","17"," 5","22","23"," 1","18"
"OR5B21","1","0","5","1","1","0","0","0","1","0"
"OR51I1"," 3"," 6"," 1"," 1"," 8","18"," 0"," 9","11"," 7"
"OR51B2","1","0","1","2","2","1","2","0","2","3"
"OR52H1"," 3"," 6"," 2"," 5"," 3","14"," 0"," 1","12"," 6"
"RIC8A","10","12","12"," 5","16","17","21","25","29","30"
"DPAGT1"," 4","10"," 6"," 8"," 5","12"," 5"," 5"," 3"," 6"
"CYCSP29","1","0","2","1","0","1","0","0","0","0"
"CHRM4"," 1"," 6"," 5"," 0"," 1"," 3","12","13"," 2","11"
"ARHGAP20"," 3"," 9","17"," 6"," 3"," 9","17","28"," 1","18"
"NTM","50","70","46","25","50","15","86","68"," 7","65"
"NFRKB"," 5","11","10"," 3"," 6","15","10","15"," 6"," 7"
"AMBRA1"," 8","14"," 8"," 6"," 7","12","15","12"," 9"," 8"
"DKK3"," 39"," 57"," 93"," 14"," 65"," 33","128","134"," 21","140"
"XRRA1","21","16"," 5"," 3"," 5","13"," 5","12"," 6"," 6"
"GRM5"," 0"," 2"," 6"," 0"," 0"," 0","12","13"," 0"," 9"
"ATG13"," 2"," 8"," 9"," 1"," 2"," 0","11"," 9"," 0"," 8"
"MICAL2"," 5","20","26"," 3"," 2"," 2","36","35"," 1","14"
"MS4A6E","0","0","0","1","0","0","0","0","0","0"
"SOX6","2","3","3","2","3","6","2","3","8","5"
"SLCO2B1"," 39"," 43"," 27"," 37"," 89"," 79"," 56"," 47"," 26","114"
"ARRB1"," 8","20","27"," 3"," 6"," 1","27","31"," 6","28"
"KLHL35"," 1"," 1"," 2"," 1"," 2"," 3"," 9","11","26"," 4"
"CDON","0","1","1","0","0","1","1","1","3","0"
"RPS13","1020","1157","1289","2692","1131","1005"," 878"," 739"," 619"," 605"
"SNORD14A"," 0"," 0"," 0"," 0"," 0"," 0","25"," 0"," 0"," 0"
"PIK3C2A"," 5","13"," 9"," 7"," 5"," 7"," 5"," 6"," 1"," 3"
"DNAJC4"," 9"," 7"," 7"," 5"," 6","20","24","15","26","15"
"MED19"," 66"," 85"," 88"," 50"," 80","116","203","164","188","178"
"TMEM25"," 3"," 5"," 6"," 0"," 4"," 5","17","14"," 4","17"
"IFT46","33","64","85","31","32","79","69","64","20","69"
"CD3E","3","2","0","2","2","4","2","1","1","1"
"PHF21A","4","6","3","2","6","5","5","4","5","5"
"OR52I1","2","5","2","2","4","2","4","2","0","0"
"OR51S1"," 0"," 0"," 1"," 0"," 0"," 0","14"," 0"," 0"," 0"
"NRXN2","17","11","15"," 4","19"," 7","30","30","15","24"
"MEN1","14","13"," 9"," 4","19","38","50","43","63","66"
"GLYATL2"," 3","25","33"," 6"," 3","19","14"," 8"," 0"," 9"
"ZNRD2"," 5"," 8"," 7"," 2"," 4"," 9","33","26","20","20"
"EHBP1L1","17"," 7"," 6"," 4","20","23"," 9","14","39","34"
"KCNK7","1","2","0","0","0","3","4","2","4","4"
"MAP3K11","19","13"," 5"," 1","13"," 6","30","15","22","31"
"PCNX3","11"," 9"," 7"," 1"," 8","16","17","21","30","24"
"SIPA1"," 8"," 6"," 3"," 3"," 9","20","10","10"," 8","15"
"LTBP3"," 46"," 35"," 23"," 10"," 54","135"," 79"," 64","134"," 86"
"FADD","10","11"," 7"," 5","15","24","21","14","49"," 9"
"ANO1","1","2","3","0","3","2","2","3","1","1"
"SPCS2","1","1","1","1","0","1","2","1","1","0"
"PCSK7","1","2","3","1","2","2","3","3","1","1"
"DDX6"," 35","103","133"," 74"," 56"," 50"," 74"," 75"," 52"," 74"
"ARCN1","226","240","185","123","318","181","315","233","158","324"
"HIKESHI","17","34","33","39","21","31","20","28"," 9","26"
