"","SRR11862835","SRR11862837","SRR11862839","SRR11862841","SRR11862845","SRR11862847","SRR11862849","SRR11862851","SRR11862855","SRR11862857"
"DNASE2"," 31"," 35"," 17"," 45"," 42","103"," 48"," 46"," 99"," 67"
"ELOF1","16","25","16","13","19","55","62","40","51","47"
"ARHGEF1","31","13"," 8"," 3","22","16","11","13","34","15"
"FCHO1"," 8"," 4"," 2"," 1"," 5"," 1"," 8","10"," 2","10"
"PRKACA"," 4"," 5"," 5"," 2"," 5","17","20","11"," 7","11"
"ILF3"," 28"," 21"," 15","  4"," 25"," 33"," 51"," 47","140"," 72"
"FPR1","16","31","20","71","19","54"," 4","10"," 7","11"
"TYK2","14","11","10"," 3","20","16","18","16","37","16"
"ZNF550","0","0","1","0","0","1","1","0","1","0"
"C19orf54"," 4"," 2"," 1"," 2"," 4","19"," 9"," 3","16","10"
"SNRPA"," 50"," 41"," 33"," 33"," 42","149","112"," 74","200","111"
"ITPKC","13"," 4"," 7"," 4","16","36","25","11","39","33"
"MAST1"," 1","18","20"," 0"," 1"," 2","65","37","24","39"
"PLA2G4C","30","21","13"," 7","16","12","12","20","13","21"
"CARD8"," 9"," 8"," 8","12","10","17"," 5"," 6"," 6"," 8"
"ZNF114","2","3","1","0","5","6","3","1","1","3"
"EMP3"," 49"," 48"," 39","141","149","397"," 30"," 55","164"," 77"
"LIG1","11"," 5"," 8"," 2"," 7","17","11","13","19","13"
"MOB3A"," 6"," 5"," 4"," 2"," 7","12"," 7"," 9","21","15"
"IZUMO4","71","30","19"," 4","23"," 8","31","29","32","42"
"FAAP24","0","1","1","1","3","6","0","1","2","0"
"PCSK4","1","1","1","0","1","5","5","3","7","4"
"PINLYP"," 2"," 6"," 7"," 3"," 5","15","10"," 7","24"," 8"
"ARHGAP35","11","26","32"," 6","11","19","35","50","19","40"
"NPAS1","0","4","2","0","0","1","4","7","3","1"
"TMEM160"," 64","108"," 72"," 14"," 63"," 98","671","562","163","705"
"ZC3H4","10","10"," 7"," 4"," 6","24","29","19","18","15"
"SAE1","35","75","92","30","46","75","87","87","45","79"
"BBC3","0","0","1","0","1","2","1","6","1","0"
"CCDC9","22","18","11"," 3","17","27","43","29","48","31"
"INAFM1"," 12"," 22"," 32"," 12"," 17"," 58","117"," 49"," 76"," 69"
"NACC1","16","23","22"," 3","21","55","56","52","48","52"
"PSMD8","113"," 99","128"," 79","122","195","201","210","146","157"
"AP3D1"," 4"," 8"," 7"," 1"," 6"," 9","19","17","27","16"
"ANGPTL6","1","1","1","0","1","3","3","1","3","3"
"RELB"," 10","  8"," 12"," 12"," 18"," 17","  7"," 11","223"," 16"
"CLASRP","33","35","14"," 8","38","20","40","37","33","33"
"ZNF296"," 2"," 3"," 2"," 0"," 1","12"," 4"," 5","24"," 2"
"EIF5AP3","0","0","0","0","0","2","0","0","0","0"
"TBC1D17","25","30","20"," 6","19","32","46","69","59","68"
"U2AF2"," 75"," 59"," 45"," 18"," 89","130","152","114","313","157"
"MAP3K10","  9"," 55"," 42","  1"," 12"," 11","108","124"," 23"," 78"
"TTC9B","  2"," 19"," 31","  1","  8","  1","138","101"," 29"," 57"
"CCNP","0","0","1","0","0","0","1","1","3","0"
"AKT2","10","12"," 6"," 3","12","33","24","15","24","18"
"BLVRB"," 51"," 59"," 27"," 33"," 43","270","113"," 68"," 35"," 84"
"PLD3"," 30"," 39"," 85"," 11"," 21"," 92","137","191"," 88","138"
"CNOT3"," 7"," 7"," 3"," 1"," 7","12","20","13","25","12"
"LINC01530","10","31"," 8"," 5","10"," 9","30","23","60"," 6"
"CYP2B7P","0","1","2","0","0","0","2","3","3","0"
"NAPSB"," 1"," 1"," 3","26","16","32"," 8","12","12"," 3"
"TMEM147-AS1","1","1","1","1","3","3","2","2","4","3"
"APOC1P1"," 1"," 0"," 0"," 2"," 1","12"," 0"," 1"," 3"," 0"
"ZNF826P","1","2","3","4","2","2","2","1","0","1"
"ZNF818P","15"," 7"," 7"," 9","14","14"," 2","10","12"," 9"
"ZNF667-AS1","0","1","2","0","0","0","1","0","1","2"
"MIR7-3HG"," 1","18","30"," 0"," 1"," 0","16","31","94","17"
"LINC00665"," 3"," 6"," 4"," 1"," 5","10","10"," 7","17"," 7"
"POU2F2-AS1"," 6"," 5"," 1"," 7"," 7","11"," 2"," 4"," 9"," 5"
"ZNF790-AS1"," 1"," 3"," 4"," 1"," 2"," 7"," 3"," 4","20"," 3"
"ZNF561-AS1","1","2","1","1","1","1","1","1","2","0"
"PPP5D1P","1","2","2","0","1","1","3","2","4","4"
"DNMT1"," 8"," 9"," 5"," 2"," 8","20","24","11","41","23"
"DOCK6","3","4","3","2","6","5","8","5","7","6"
"DPP9","4","5","2","2","5","5","7","4","9","7"
"EFNA2"," 0"," 1"," 0"," 0"," 0"," 1","10"," 6","33"," 4"
"USP9Y","0","0","9","7","2","0","7","0","1","0"
"EIF1AY"," 0"," 1","49","65","21"," 0","21"," 0","24"," 0"
"RNA5-8SP6","4","0","9","2","0","0","0","5","0","0"
"TTTY14","0","0","3","1","2","0","3","0","1","0"
"KDM5D"," 0"," 0","39","27","41"," 0","29"," 0","17"," 0"
"PRKY","0","0","5","5","5","0","4","0","1","0"
"RPS4Y1","  0","  1","679","943","728","  1","532","  0"," 73","  0"
"ZFY"," 0"," 0","59","27","10"," 0","15"," 0"," 8"," 0"
"DDX3Y"," 0"," 0","29","31","17"," 0","18"," 0","14"," 0"
"REREP1Y"," 3"," 0"," 3"," 2"," 0"," 6","11"," 4"," 4"," 0"
"REREP2Y"," 3"," 0"," 3"," 3"," 0"," 2","11"," 4"," 0"," 0"
"EIF4A1P2","1","0","3","3","6","4","4","1","5","3"
"PCDH11Y"," 0"," 0","13"," 0"," 0"," 0","14"," 0"," 7"," 0"
"TOMM40P2"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0","13"," 0"
"FABP5P11"," 3"," 7"," 0"," 1"," 0"," 0","11"," 0"," 0"," 0"
"CLTCL1","3","2","1","0","2","4","2","2","2","1"
"PI4KAP1"," 48"," 41"," 34","  3"," 25","  4"," 28"," 94","115"," 77"
"MED15"," 6"," 8"," 7"," 2"," 5","24","17","17","20","14"
"FRG1FP","0","2","1","0","0","1","0","2","6","0"
"OSBP2","27","23","12"," 2","28"," 1","46","19","17","31"
"VPREB3","0","0","0","0","0","0","0","3","0","0"
"SYN3"," 1"," 5","16"," 0"," 1"," 0","28","18"," 1","10"
"OSM","23"," 0"," 0"," 3"," 0"," 5"," 0"," 0","10"," 0"
"DRG1"," 69","132","175"," 90"," 77"," 49","112","124","127"," 87"
"FBXO7"," 82","140"," 73"," 68"," 68"," 32"," 62"," 63"," 28"," 56"
"NCF4","18","13"," 6","21","20","43","15","18","31","30"
"ZNF70"," 2"," 0"," 0"," 1"," 1"," 2"," 0"," 1","11"," 2"
"CACNA1I"," 0"," 4"," 4"," 0"," 0"," 0","14","11"," 1","10"
"TNRC6B","1","5","6","0","1","0","6","6","1","3"
"PIK3IP1","30","28","15","25","27","27","42","33","12","37"
"MCAT"," 2"," 2"," 7"," 3"," 1"," 4","11","10"," 8"," 8"
"LIMK2"," 6"," 4"," 3"," 3"," 8","11"," 3"," 4","10"," 4"
"LIF","0","0","0","0","1","1","0","0","0","0"
"FBLN1","1","3","1","2","3","5","1","1","1","1"
"PNPLA3"," 3","11"," 4"," 1"," 1"," 1"," 3"," 7"," 3","10"
"EFCAB6","2","6","9","2","1","4","5","5","8","5"
"TBC1D22A","15","13"," 9"," 8","17","13","23","27","28","33"
"ZBED4","1","0","0","0","0","0","2","1","3","0"
"PHF21B","1","2","1","0","1","1","3","3","7","6"
"RPL3"," 859"," 847"," 429"," 372"," 980"," 429","1194","1047","2323","1588"
"GTSE1"," 0"," 0"," 0"," 3"," 5"," 6"," 2"," 0","32"," 5"
"EIF4ENIF1","25","44","36","18","26","16","49","46","39","34"
"SAMM50"," 8","12","14","11","13"," 6","17","12","14","15"
"TTC38","17","11"," 6","12","19","18","17","11","12","12"
"SLC25A17","16","28","23","25","13"," 9","15","10"," 9","12"
"TRIOBP"," 4"," 4"," 3"," 3"," 5"," 8"," 7"," 5","18"," 9"
"TTLL12","12","26","15"," 2"," 6","17","50","38","38","59"
"DEPDC5","2","4","2","1","2","2","3","5","4","3"
"PIM3","61","24","10","10","32","23","87","71","92","93"
"NUP50","10","17","22","17","12","17","28","30","28","26"
"GTSE1-DT"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 1","12"," 2"
"ATXN10"," 74","376","512","151"," 56"," 41"," 96","133"," 63","106"
"FAM118A"," 3"," 2"," 3"," 2"," 3"," 3"," 5"," 5"," 4","14"
"CERK"," 43"," 67"," 93"," 24"," 43"," 44","256","127","223","180"
"PPP6R2","15","12","12"," 5","11","11","32","31","39","31"
"PRR14L","13","21","25","16","13"," 8","22","19","32","25"
"RTL6"," 2"," 1"," 1"," 0"," 2"," 1"," 5"," 4","14"," 6"
"PRR34-AS1","52","48","59","44","56","26","37","29","75","41"
"PVALB","   3"," 232"," 234","   1","   1","   2","1858"," 132","  17"," 548"
"ALG12","14","11"," 7"," 3","10"," 9","18","15","19","15"
"SYNGR1","  3"," 20"," 31","  0","  1","  2","107","106"," 14"," 94"
"SEZ6L"," 6","24","50"," 7","15"," 7","67","67","15","37"
"PDGFB","21","12","13"," 3","14","18","17","20"," 9","29"
"MPPED1"," 2","33","25"," 0"," 2"," 0","47","49"," 1","43"
"CCDC117"," 8","17","13","11","10"," 8","10","14","10"," 9"
"PARVG","18"," 4"," 4","12","17","32"," 6"," 8","12"," 4"
"BIK","2","0","0","0","6","0","0","0","0","0"
"TTLL1","23","28","59","17","25","23","52","53","37","45"
"RIBC2","0","2","1","0","0","6","1","1","1","0"
"PKDREJ","1","1","1","1","1","1","0","1","1","0"
"ANKRD54","18","15","17"," 3","18","20","44","43","85","57"
"TSPO","18","19"," 2","14","20","10"," 6","16","29"," 7"
"INPP5J"," 0"," 7"," 8"," 0"," 0"," 0","31","16"," 3","14"
"EP300","5","6","6","9","4","4","3","8","8","5"
"RBX1","110","260","330","314","194"," 69","182","154"," 95","123"
"PATZ1"," 6"," 5"," 3"," 2","11"," 4"," 7"," 6","24","15"
"SHISAL1"," 0","16","30"," 0"," 0"," 0"," 8","46"," 1","27"
"XPNPEP3"," 8"," 9"," 5"," 5","17"," 6"," 7","12","18","12"
"ZNRF3"," 4","16"," 8"," 1"," 6"," 8","33","14"," 6","18"
"PACSIN2","32","15","16","23","40","43","28","22","38","35"
"SNORD83A","0","0","0","0","0","0","0","0","0","0"
"MIR1249"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"
"RTCB","188","154","144","147","171","119","163","164","229","168"
"YWHAH","0","1","3","0","0","0","3","0","0","1"
"ASPHD2"," 2","13","17"," 2"," 3"," 6","51","28"," 4","26"
"SRRD","19","25","25","16","19","15","34","14"," 1","27"
"TPST2"," 3"," 7","10","12"," 6"," 8"," 9","10"," 1","11"
"SSTR3"," 0"," 2"," 1"," 0"," 0"," 0","15"," 3"," 0"," 6"
"GGTLC4P","1","0","0","0","0","0","3","1","0","0"
"LRRC75B"," 5"," 1"," 1"," 1"," 4"," 1"," 4"," 6"," 4","14"
"TAFA5"," 66"," 42"," 42","  5"," 28"," 32","115"," 63"," 93","119"
"MAPK1"," 45","144","240"," 68"," 82","108","111","165"," 42","105"
"SMARCB1"," 4"," 7"," 4"," 2"," 3"," 3","11"," 8"," 5"," 5"
"RPL7P52","4","6","9","4","4","3","6","7","5","0"
"MORC2","15","16","13"," 7","18","23","35","28","90","40"
"DGCR5"," 0"," 5"," 9"," 0"," 0"," 6","20","19","24","12"
"DGCR11"," 5"," 6"," 7"," 2"," 5","15"," 7"," 9"," 6"," 4"
"NDUFA6","148","555","518","254","345","130","435","406","279","315"
"OLA1P1"," 9","34","51","23","22","20","27","20","13","16"
"RRP7A","30","22","22"," 6","21","22","37","47","53","44"
"DNAL4","18","23","42","16","19","16","70","91","70","76"
"NPTXR"," 2"," 8","39"," 0"," 1"," 5","43","66"," 9","37"
"CBX6"," 4","23","24"," 0"," 4"," 3","37","58"," 8","43"
"APOBEC3A","1","4","2","1","1","1","0","1","0","0"
"APOBEC3B","0","0","0","1","1","2","0","0","3","0"
"APOBEC3C","1","1","0","2","1","3","0","0","1","1"
"APOBEC3G"," 6"," 3"," 4"," 9"," 8","16"," 3"," 3"," 1"," 2"
"TAB1","34","38","24"," 9","24","21","57","58","51","50"
"MGAT3","1","2","3","0","1","0","6","5","3","2"
"MIEF1"," 4"," 5"," 6"," 2"," 8"," 4"," 7","10","13","14"
"RPS19BP1"," 25"," 28"," 13"," 12"," 16"," 18"," 66"," 55","107"," 87"
"SLC25A18","12","33","36"," 1","17","16","45","41"," 3","25"
"ATP6V1E1","262","395","558","278","238","153","354","397","119","320"
"BCL2L13"," 7","18","14"," 5"," 9"," 8","10","12"," 8"," 9"
"MICAL3","2","3","3","0","2","3","5","5","7","4"
"ACR","1","3","0","0","0","0","0","3","4","0"
"TRMU","4","7","4","1","4","3","9","7","9","7"
"FAM136EP","0","0","0","0","0","1","0","0","0","0"
"GRAMD4","1","3","1","0","2","2","3","3","6","1"
"CELSR1","0","0","0","0","1","1","0","0","2","0"
"RANGAP1","15","19","12"," 1"," 8"," 6","38","27","21","38"
"BID"," 2"," 6"," 2"," 1"," 8"," 7","10"," 5"," 6"," 4"
"TIMP3"," 41"," 68"," 43"," 73"," 96"," 88","144"," 89"," 59"," 98"
"CRELD2","38","31","25","34","42","22","50","44","47","53"
"PARVB"," 6","16","11"," 4"," 6"," 4","20","33"," 8","21"
"PI4KAP2"," 1"," 1"," 9"," 2"," 5","13","25"," 2"," 2"," 2"
"ZC3H7B"," 31"," 45"," 30","  6"," 30","  9","103"," 49"," 77"," 70"
"TEF","12","22","28"," 3","10"," 2","61","44"," 8","47"
"TOB2","11","11"," 1"," 1"," 4"," 3","12"," 7"," 8","23"
"PHF5A"," 68"," 68"," 65"," 67"," 50"," 46"," 61"," 75","119","132"
"POLR3H","15","23","25"," 5","14","20","43","40","52","56"
"CSDC2"," 2"," 6"," 6"," 1"," 6","27","26","16","21"," 9"
"DESI1","12","21","15"," 7","11","10","17","19","10","17"
"XRCC6","319","401","512","369","256","213","413","459","616","267"
"SNU13","120","256","248"," 93","175"," 67","247","330","195","210"
"C22orf46","14","12"," 6"," 4","10"," 1","11"," 7","17"," 6"
"HSCB","24","23","20","35","19","13","27","21","11","11"
"CHEK2","1","2","0","1","0","1","0","0","0","1"
"COMT"," 65"," 46"," 22"," 19"," 85","154"," 92"," 77","131","159"
"ARVCF"," 4"," 8"," 5"," 0"," 7","31","17","17","59","19"
"TANGO2","2","3","3","1","5","7","6","6","1","6"
"TRMT2A","19","16"," 8"," 3","15","30","43","27","92","38"
"RANBP1","22","31","20","10","16","53","39","35","63","29"
"ZDHHC8","2","4","1","0","5","5","7","6","9","9"
"DGCR8","16","18","14"," 9","14","18","19","21","31","15"
"UFD1","10","14","11","10","18","23","13","16","11","16"
"CDC45"," 0"," 0"," 0"," 3"," 5","15"," 0"," 0","17"," 3"
"RPL7AP70"," 5","16","21"," 3","15","17"," 3"," 8","11"," 4"
"RTL10","1","2","3","1","2","3","4","4","4","4"
"RTN4R"," 0"," 3"," 8"," 0"," 0"," 7","49","36"," 8","38"
"DGCR6L"," 29"," 50"," 35"," 13"," 44","113","178","117","206","182"
"TXNRD2"," 4"," 7"," 4"," 1"," 4","17","16","11","18","14"
"PANX2","0","3","1","0","0","0","7","4","0","6"
"TRABD","22","23"," 7"," 4","19","23","72","25","87","40"
"TUBGCP6","27","31","27"," 5","31","12","54","49","77","56"
"MAPK12"," 5","12","11"," 1"," 4"," 7","33","31","44","40"
"MAPK11"," 8","33","24"," 1"," 8"," 5","64","56","26","37"
"SREBF2","12","49","37"," 7"," 8"," 6","54","62","21","35"
"TNFRSF13C","1","0","2","0","0","0","4","3","3","2"
"CENPM"," 1"," 0"," 0"," 2"," 2"," 4"," 1"," 1","42"," 7"
"SMIM45"," 1"," 4"," 6"," 0"," 3"," 0","30","22"," 4","30"
"WBP2NL","2","4","3","2","2","0","1","3","0","2"
"NAGA","23","13","13","29","10","37"," 9","22","16","16"
"PHETA2"," 2"," 2"," 1"," 4"," 2"," 7"," 9"," 4","14"," 3"
"CCDC134","13","37","30","12","21"," 5","15","12","27","14"
"HMGXB4","12","26","14","16","17","10","14","15","17","13"
"MCM5"," 4"," 3"," 1"," 1"," 4"," 7"," 7"," 3","20","12"
"HMOX1"," 78"," 17","  9","631"," 50","288"," 31"," 54","144"," 45"
"KIAA0930","180"," 86"," 63"," 18"," 72"," 22"," 91","159"," 46","137"
"SGSM1"," 6","15","29"," 1"," 3"," 2","29","43"," 6","28"
"GUCD1","27","12"," 9"," 8","17","34","35","25","29","30"
"CACNG2"," 0"," 5"," 9"," 0"," 1"," 0","14"," 9"," 1"," 8"
"SLC5A4"," 3"," 5","10","10","11"," 5"," 6"," 8"," 3"," 2"
"LARGE1"," 2","10","15"," 2"," 4"," 2","15","18"," 8","13"
"SMTN","3","4","1","0","3","4","4","3","3","5"
"MPST","12"," 5"," 1"," 2"," 8"," 6","14","10","39","28"
"C22orf23","1","1","0","0","1","0","0","1","2","1"
"POLR2F","19","30","16","19","19","15","26","25","50","38"
"PICK1","104"," 44"," 43"," 18"," 97"," 17","178"," 91","125","126"
"BAIAP2L2","1","4","1","0","2","0","1","2","5","1"
"YDJC","0","1","0","1","2","5","3","4","7","6"
"SDF2L1"," 7"," 7"," 1"," 4"," 6","10"," 9","10"," 9"," 0"
"PPIL2"," 5"," 5"," 5"," 2"," 5","10"," 9"," 7","10"," 5"
"YPEL1","10","32","43"," 5"," 7","39","25","50","48","35"
"ZNF74"," 3"," 4"," 7"," 0"," 4"," 5"," 7"," 4","14"," 6"
"KLHL22"," 8"," 7","10"," 2","11","25","21","17","31","20"
"GSTT2B"," 2","15"," 3"," 1"," 1"," 8"," 0"," 1"," 8"," 0"
"CABIN1","17","18","14"," 8","18","14","28","27","13","22"
"KREMEN1","3","2","3","2","2","5","3","2","0","1"
"EMID1"," 7","11"," 7"," 1"," 9","40","27","24","16","31"
"RHBDD3","19","15"," 6"," 2","34","18","48","58","50","68"
"EWSR1"," 72"," 79"," 84"," 65"," 62","114","135","163"," 88"," 90"
"RASL10A"," 1"," 3"," 5"," 0"," 3"," 2","14","18"," 3","47"
"NEFH","  1"," 22"," 27","  1","  2","  8","180"," 52","  1","129"
"THOC5","22","19","23","12","22","13","41","35","41","34"
"NIPSNAP1","16","37","44"," 9","26","15","73","64","51","45"
"NF2","16","55","52","14","18","11","54","52","20","37"
"CABP7"," 2"," 1"," 3"," 0"," 1"," 1"," 2"," 9"," 7","14"
"ZMAT5"," 5"," 7"," 7"," 6"," 6"," 5"," 6"," 5"," 4","12"
"UQCR10"," 3"," 4","15"," 4"," 9"," 2","14"," 8"," 5"," 7"
"SF3A1"," 39"," 35"," 33"," 17"," 27"," 47"," 69"," 64","153"," 69"
"RNF215"," 3"," 4"," 4"," 1"," 5"," 4","11","10","13","16"
"SEC14L2","1","2","0","0","3","0","0","0","1","1"
"SEC14L4","0","2","2","0","0","3","1","0","0","0"
"GAL3ST1","7","3","1","0","6","0","5","4","5","5"
"PES1","13","24","15","11","15","21","25","30","31","19"
"GSTT2","1","2","4","2","1","3","4","2","3","5"
"SUSD2"," 1"," 2"," 0"," 8","12"," 3"," 0"," 2"," 2"," 1"
"TOM1","20","22","15"," 9","22","28","79","43","48","64"
"TOMM22","124","155","194","123","174"," 88","217","230","258","269"
"PRDX3P1","0","6","1","2","0","0","3","1","0","4"
"CYP2D6"," 1"," 4"," 3"," 1"," 0"," 2"," 2"," 2","11"," 0"
"MLC1","15","47","23"," 7","43","44","36","27","14","42"
"PLXNB2","13","10"," 5"," 4","17","30","31","19","48","32"
"ESS2","16","12"," 7"," 3","16","42","53","33","62","58"
"SLC25A1"," 40"," 32"," 17"," 12"," 38","108"," 41"," 57","151"," 82"
"RSPH14"," 0"," 7","11"," 1"," 2"," 3","22","12"," 4","17"
"GNAZ"," 96"," 79"," 94"," 15"," 53"," 23","186","208"," 43","159"
"BCR"," 7"," 9","10"," 1","11"," 8","41","24","14","31"
"FBXW4P1"," 9","10","18"," 2","12","16","33","16","13"," 9"
"GCAT","12","15"," 7"," 1"," 9"," 7","35","22","36","38"
"MICALL1","13"," 7"," 2"," 4"," 7"," 7"," 8","14","19","17"
"ACO2"," 45"," 84"," 75","  8"," 57"," 15","103","114"," 46","139"
"AP1B1"," 70"," 42"," 58"," 41","132"," 89","149","100"," 85","143"
"MRPL40","141","131"," 94"," 97"," 80","315","127","172","154","159"
"LRP5L","1","0","1","0","0","0","3","2","4","1"
"PEX26","1","2","2","1","1","2","3","3","1","2"
"SNAP29","38","31","30","35","48","71","43","50","58","38"
"CRKL"," 39"," 65"," 54"," 19"," 56"," 83"," 72"," 66","103","100"
"THAP7"," 8"," 7"," 9"," 3"," 6","57","32","17","43","24"
"SLC7A4"," 0"," 3"," 9"," 0"," 0"," 0"," 5","11"," 0"," 5"
"TCF20"," 5"," 9"," 9"," 3"," 6"," 1","10"," 8","13","13"
"APOL4"," 2"," 2"," 0"," 6"," 9","11"," 3"," 0","32"," 4"
"CECR2","18","11"," 5","10","15","23"," 9","10","18","15"
"AIFM3","  7"," 27"," 18","  0","  5","  1","112"," 47","  1"," 54"
"LMF2","18"," 4","15"," 2","11"," 8","26","34","78","44"
"NCAPH2"," 8"," 9"," 8"," 1"," 9"," 6","21","32","58","38"
"TYMP"," 10"," 10","  3","  6"," 12","103","  1","  8"," 35"," 12"
"SYCE3"," 2"," 6"," 4"," 1"," 0"," 2"," 0"," 5"," 8","26"
"MAPK8IP2"," 12","120","105","  0"," 17","  9","338","387"," 83","331"
"ARSA","22","11"," 8"," 2","16","17","28","22","19","21"
"RAB36","0","0","0","0","0","1","0","2","1","0"
"H1-0"," 83"," 84"," 67"," 60"," 80"," 56","135"," 85","204"," 92"
"CLDN5","1","1","0","1","1","0","3","2","1","1"
"FAM227A","0","1","0","0","0","1","0","1","2","1"
"PPM1F"," 2"," 3"," 5"," 2"," 5"," 8","13"," 8","15","15"
"ABHD17AP5","0","5","0","0","0","0","2","2","2","0"
"ODF3B"," 0"," 2"," 1"," 0"," 2","12"," 1"," 1"," 5"," 1"
"JOSD1","19","31","39","12","21","15","28","33","25","26"
"SULT4A1","  1","131","171","  0","  0","  4","535","455","  0","356"
"PNPLA5","0","1","1","0","0","0","4","2","0","1"
"MYH9"," 40"," 40"," 26"," 19"," 46"," 47"," 60"," 76","111"," 61"
"RASD2","  4"," 17"," 22","  1","  6","  3","139"," 41"," 14"," 42"
"MB","0","1","0","0","0","0","0","0","5","3"
"APOL6"," 3"," 3"," 2"," 3"," 6","11"," 3"," 2"," 4"," 3"
"NDUFA9P1","41","55","53","27","58","20","44","40","69","54"
"APOL2","0","1","1","0","0","0","4","1","0","2"
"KIAA1671"," 1"," 5"," 2"," 1"," 3"," 3","11"," 6"," 2"," 6"
"CRYBB2"," 1"," 0"," 0"," 1"," 1"," 4"," 4"," 2"," 7","15"
"ATF4","382","201"," 87","100","338","130","280","358","568","360"
"CSF2RB","5","4","2","2","3","6","2","4","6","3"
"SELENOM","2","1","1","0","2","1","2","1","1","6"
"GRK3"," 2"," 6","10"," 2"," 1"," 2"," 7"," 6"," 1"," 4"
"DMC1"," 4","11","16","10"," 2"," 2"," 0"," 7"," 1"," 0"
"ST13","308","209","152","117","369"," 75","187","193","566","264"
"SELENOO","25","25","14"," 3","33","14","72","48","59","75"
"RNF185","32","27","21","14","40","11","39","23","37","34"
"TTC28","2","2","3","1","2","4","6","3","5","7"
"SEPTIN3"," 24","250","358","  7"," 14"," 36","407","366","206","438"
"KCTD17"," 22"," 43"," 37","  2"," 17"," 24"," 95","115"," 96","131"
"SBF1","20","21","15"," 1","22"," 3","50","41","38","57"
"RABL2B","2","3","4","0","3","2","7","3","6","3"
"CYP2D7"," 3"," 6"," 5"," 1"," 8"," 2"," 3"," 6","38"," 4"
"XBP1","33","79","60","73","66","88","95","71","55","80"
"PPARA","10"," 9"," 7"," 6"," 7"," 6","13","10"," 7","12"
"CDPF1"," 8"," 9"," 6"," 5"," 4"," 8","13"," 8"," 4"," 8"
"SERHL2"," 5","33"," 7"," 6","12"," 1","15","13"," 3","10"
"RN7SKP80","0","0","2","0","0","0","0","0","3","0"
"ATP5MGL","15","30","23","14","20","14","26","27","27","24"
"SMDT1"," 52","103"," 80"," 53"," 47"," 26","130","114"," 48"," 97"
"A4GALT","2","3","3","0","2","4","5","3","0","7"
"TXN2","205","208","162","126","314","136","425","321","644","538"
"FOXRED2"," 3"," 5"," 3"," 1"," 2"," 8"," 9","14"," 9","21"
"EIF3D","103"," 94"," 73"," 71","129"," 61","117"," 92","240","108"
"BRD1","12","12"," 8"," 1","11","12","40","31","64","43"
"PISD","1","0","0","0","1","0","2","3","1","1"
"P2RX6"," 5","11"," 8"," 2"," 5"," 5","45","12","17","13"
"SLC16A8","3","0","1","0","2","2","6","5","4","6"
"CECR7","2","1","1","1","2","1","1","1","8","0"
"TMEM121B","10","19","36"," 7","19","24","48","74","32","37"
"IL17RA","13","12"," 7","10","11","39","18","14","17","14"
"HDHD5"," 9"," 5"," 8"," 2"," 9","46","19","14","45","22"
"APOL3","11","29","13","11","19"," 9"," 8","11","15"," 8"
"RBFOX2"," 18"," 78","165"," 22"," 20"," 25","165","163","143"," 98"
"GGT5","10"," 7"," 4"," 3","18","12","11"," 9"," 8"," 8"
"UBE2L3"," 73","137","149","226"," 59","245"," 99","141"," 50"," 73"
"FAM32BP"," 0"," 0"," 2"," 1"," 0"," 6"," 0"," 2"," 2","10"
"ADA2","13"," 7"," 8","35","20","31"," 5"," 9"," 5","11"
"USP41","1","1","1","0","5","1","2","1","6","2"
"PI4KA"," 17"," 59"," 95","  8"," 17"," 30"," 99","144"," 30"," 99"
"HIC2","1","2","2","0","0","0","1","4","2","0"
"UQCRFS1P1"," 7","17","15"," 2","11"," 9","47","13"," 5","12"
"NFAM1","3","2","1","1","2","5","2","2","7","3"
"ZNF280B"," 3"," 9","17"," 3"," 2"," 5"," 7","12"," 3"," 3"
"PRAME"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","28"," 0"
"DGCR2"," 32"," 37"," 24","  5"," 39","114","190","108","163","176"
