"","GSM5800240","GSM5800241","GSM5800242","GSM5800243","GSM5800244","GSM5800245","GSM5800246","GSM5800247","GSM5800248","GSM5800249","GSM5800250","GSM5800251","GSM5800252","GSM5800253","GSM5800254","GSM5800255"
"ENSG00000107593","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0"
"ENSG00000107611","3","2","1","1","1","1","0","0","0","0","2","0","0","0","0","0"
"ENSG00000107614","5","5","0","0","0","0","3","4","0","0","3","2","2","5","2","3"
"ENSG00000107625","0","0","0","0","1","1","2","3","0","1","0","0","1","0","1","1"
"ENSG00000107643","6","5","3","3","3","1","1","1","2","2","3","2","7","7","9","5"
"ENSG00000107651","29","28"," 7"," 7","22","24"," 7"," 7","20","20"," 9"," 8"," 6"," 4","24","24"
"ENSG00000107669"," 1"," 1","19","12"," 1"," 1","17","12"," 2"," 2"," 3"," 8","17"," 9","14","13"
"ENSG00000107672","1","2","0","0","5","3","2","2","1","1","4","3","4","6","5","3"
"ENSG00000107679","2","2","1","1","1","2","3","1","2","1","2","2","2","1","4","3"
"ENSG00000107719","5","5","3","3","3","2","6","5","1","0","3","3","7","6","4","4"
"ENSG00000107731","11","10"," 9"," 9","16","15","18","17","10","10"," 7"," 7","14","14","31","29"
"ENSG00000107736","14","15","17","17"," 9"," 8"," 8","10","13","12"," 7"," 8"," 8","10","14","13"
"ENSG00000107738"," 68"," 64"," 73"," 71"," 54"," 46","121","117"," 49"," 48"," 39"," 38"," 50"," 57"," 48"," 50"
"ENSG00000107742","101"," 97"," 80"," 72"," 77"," 71"," 81"," 65"," 85"," 84"," 61"," 62"," 76"," 72"," 63"," 60"
"ENSG00000107745","61","59","59","64","40","44","69","73","48","47","34","31","13","15","32","31"
"ENSG00000107758","3","2","2","2","5","4","1","2","2","1","5","4","6","4","6","5"
"ENSG00000107771","27","31"," 8","10","17","21","15","18","49","42","15","18"," 9","12","22","26"
"ENSG00000107779","1","2","1","1","1","1","1","1","1","1","1","1","2","3","2","2"
"ENSG00000107789","12"," 9"," 3"," 2"," 0"," 1"," 2"," 1"," 0"," 0"," 0"," 0"," 1"," 1"," 2"," 1"
"ENSG00000107796"," 9","10"," 7"," 6"," 7"," 5"," 7"," 5"," 3"," 2"," 5"," 6"," 1"," 2"," 3"," 3"
"ENSG00000107798"," 2"," 2"," 1"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 6"," 8"," 9","10"
"ENSG00000107815","0","0","1","1","1","1","0","0","1","1","0","0","2","4","1","1"
"ENSG00000107816","35","42","15","11","33","34","37","36","14","12","11","14","37","32","67","56"
"ENSG00000107819","28","32","55","54","36","32","52","48","28","29","24","19","17","15","44","43"
"ENSG00000107821","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"ENSG00000107829","10"," 9","11","10","12","12","14","14"," 6"," 6"," 7"," 6","25","24","29","28"
"ENSG00000107833","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"ENSG00000107854","1","1","0","1","1","1","1","1","2","1","1","1","4","4","3","3"
"ENSG00000107862","31","27","20","18","32","30","19","20","18","18","25","24","19","14","18","18"
"ENSG00000107863","189","189","168","144","150","139","149","125","200","205","155","140","141","113","273","257"
"ENSG00000107864","3","3","2","2","2","3","2","2","3","3","4","3","2","1","2","2"
"ENSG00000107872","1","2","2","2","5","4","1","1","0","0","0","0","1","1","1","1"
"ENSG00000107874","14","13","43","35","10"," 8","14","13"," 4"," 4","12"," 8"," 7"," 5"," 8"," 8"
"ENSG00000107882","11","12"," 6"," 6","10","10"," 4"," 4"," 7"," 7"," 3"," 4"," 4"," 3"," 4"," 5"
"ENSG00000107890","1","1","0","0","5","6","1","1","1","0","4","6","2","3","1","2"
"ENSG00000107897","2","2","2","2","1","1","2","1","1","1","2","1","5","4","5","4"
"ENSG00000107902"," 50"," 50"," 18"," 16"," 43"," 56"," 22"," 25"," 30"," 26"," 14"," 11"," 47"," 44","154","145"
"ENSG00000107929","12","11","12","11","19","13"," 4"," 4"," 8"," 7"," 8"," 7"," 9"," 6","11","12"
"ENSG00000107937"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 4"," 3","10"," 7","10"," 9"," 6"," 4"
"ENSG00000107938","1","1","3","3","2","5","0","0","4","4","1","3","2","3","3","4"
"ENSG00000107949","1","1","3","2","0","0","0","0","0","0","2","1","2","2","1","2"
"ENSG00000107951","2","1","1","1","4","4","1","1","4","4","2","2","3","3","3","2"
"ENSG00000107954","78","83","59","54","44","44","39","41","41","27","21","25"," 7"," 4","10"," 6"
"ENSG00000107957","31","33","23","22","48","47","26","25","26","27","17","16","33","37","47","47"
"ENSG00000107959","18","15","22","21","11","11","14","14","13","14","13","13","16","13","19","19"
"ENSG00000107960","5","3","8","7","4","4","2","2","7","5","6","6","5","5","8","7"
"ENSG00000107968","1","2","0","0","0","1","2","2","1","3","1","1","1","1","3","2"
"ENSG00000108001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000108010","13","13"," 4"," 4"," 2"," 1"," 2"," 1","10"," 9"," 4"," 2"," 5"," 4"," 6"," 5"
"ENSG00000108018"," 9","11"," 3"," 3"," 2"," 2"," 2"," 2"," 8"," 8"," 8","11"," 1"," 1"," 5"," 4"
"ENSG00000108021","13","11"," 7"," 5"," 9","10"," 2"," 1"," 4"," 4"," 5"," 8"," 6"," 5"," 6"," 5"
"ENSG00000108039","39","32","17","13","29","36","27","26","26","22","34","41","23","26","20","22"
"ENSG00000108055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000108061","2","2","2","2","6","4","2","1","6","5","3","4","2","3","4","4"
"ENSG00000108064","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"ENSG00000108091","17","17"," 2"," 2"," 5"," 4"," 2"," 3"," 7"," 7"," 4"," 5"," 3"," 4"," 5"," 5"
"ENSG00000108094","10"," 5"," 1"," 1"," 1"," 1"," 1"," 1","15","10"," 1"," 1"," 1"," 2"," 4"," 2"
"ENSG00000108100","10"," 9","13","13","13","10"," 8"," 7","10","10"," 7"," 8","14","11","17","14"
"ENSG00000108106"," 7"," 8"," 3"," 2","10"," 5"," 1"," 4"," 2"," 1"," 4"," 3"," 4"," 7"," 7"," 7"
"ENSG00000108107","358","347","300","318","414","400","290","283","187","182","155","177","232","219","447","477"
"ENSG00000108175"," 48"," 48"," 90","100","101"," 76","108","102"," 64"," 70"," 32"," 36"," 57"," 65"," 80"," 82"
"ENSG00000108176"," 8","10"," 0"," 0"," 2"," 2"," 0"," 0"," 0"," 0"," 2"," 3"," 3"," 2"," 7"," 6"
"ENSG00000108179","13","12","29","26"," 5"," 5"," 9","10"," 7"," 6"," 7"," 9","16","17","12","14"
"ENSG00000108187","2","1","0","0","0","0","2","1","1","1","0","0","1","2","3","2"
"ENSG00000108219"," 34"," 30","112","125"," 49"," 44","104","100"," 30"," 30"," 50"," 44"," 29"," 24"," 26"," 28"
"ENSG00000108231","19","12","16","19","11"," 9"," 7"," 6"," 8"," 6","12","11"," 3"," 5"," 2"," 3"
"ENSG00000108239","3","2","1","1","3","3","2","1","2","2","1","1","5","5","7","7"
"ENSG00000108256","26","24","21","19","18","29"," 4"," 9","32","30","23","16"," 7"," 7","17","19"
"ENSG00000108262","282","270","292","304","458","423","423","386","235","222","216","200"," 87"," 98","204","175"
"ENSG00000108298"," 49"," 54"," 36"," 35"," 52"," 39"," 59"," 53"," 18"," 13"," 48"," 45","123","114","182","176"
"ENSG00000108306","7","8","7","6","6","5","4","4","6","6","4","4","2","3","5","4"
"ENSG00000108309","167","168","243","248","243","237","278","277","147","155","103","105"," 29"," 33"," 50"," 51"
"ENSG00000108312","26","33","25","23","20","19","31","29","22","22","29","33","19","16","35","31"
"ENSG00000108342","0","0","0","0","2","2","1","0","1","1","2","1","1","1","2","1"
"ENSG00000108344","29","28","13","13","19","20","17","18"," 9"," 9","15","13"," 8"," 8","18","20"
"ENSG00000108349","236","225"," 83"," 83","203","191"," 72"," 69","189","173","116","119"," 97"," 95","190","196"
"ENSG00000108352","45","44","16","20","37","32","31","29","34","32","30","26","10"," 6","10","10"
"ENSG00000108370","10","11"," 3"," 3"," 3"," 3"," 7"," 9"," 4"," 4"," 3"," 4"," 3"," 1"," 3"," 1"
"ENSG00000108375","4","4","2","1","3","3","0","0","4","4","3","3","1","1","0","0"
"ENSG00000108379","1","3","2","4","3","2","1","1","9","6","4","3","2","4","4","4"
"ENSG00000108381"," 4"," 4"," 4"," 4"," 9"," 8"," 5"," 5"," 7"," 5"," 3"," 3"," 6"," 6","13","12"
"ENSG00000108384","0","0","0","0","3","1","2","1","5","4","2","2","0","1","3","2"
"ENSG00000108387"," 57"," 56"," 30"," 33","108"," 98"," 38"," 36"," 40"," 38"," 38"," 40","104","105","134","143"
"ENSG00000108389","11","12","15","17","12","12","10"," 9","14","23","19","12","18","14","16","13"
"ENSG00000108395"," 6"," 5","15","15"," 3"," 1"," 2"," 2"," 6"," 3"," 4"," 3"," 5"," 2"," 2"," 2"
"ENSG00000108405","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000108406","2","2","1","1","1","1","0","0","0","1","1","1","1","1","3","1"
"ENSG00000108423","4","1","1","1","0","0","0","1","0","0","0","0","0","0","2","2"
"ENSG00000108424","18","18","27","28","19","22","25","20","15","17","17","14","24","23","28","19"
"ENSG00000108433","32","24","12","16","25","19","12","12","10","10"," 8"," 8"," 9"," 7","21","20"
"ENSG00000108439","6","6","4","5","1","1","3","2","2","2","2","3","6","8","3","3"
"ENSG00000108443"," 4"," 3"," 7"," 8","12","15"," 2"," 2"," 2"," 2"," 7"," 3"," 7"," 3"," 7","10"
"ENSG00000108448","2","2","0","0","1","1","0","0","2","2","0","0","1","2","4","4"
"ENSG00000108465"," 7"," 7"," 4"," 6"," 7"," 5","13","14"," 5"," 4"," 8"," 7","13","10","12","11"
"ENSG00000108468","6","2","7","6","3","4","1","1","1","1","2","1","6","6","5","6"
"ENSG00000108469","25","26","24","28","37","31","52","47","23","25","22","21","23","27","44","30"
"ENSG00000108474","18","11"," 8"," 6","15","15","11"," 9"," 4"," 5","14","10"," 6"," 7","10","11"
"ENSG00000108479","4","3","6","6","7","5","8","9","1","1","2","2","1","2","2","3"
"ENSG00000108506","2","4","3","2","0","0","2","2","3","1","3","4","4","2","5","3"
"ENSG00000108509"," 63"," 58","178","172"," 72"," 73","138","123"," 52"," 45"," 73"," 74"," 23"," 28"," 26"," 28"
"ENSG00000108510"," 98","102"," 35"," 38"," 97"," 97"," 62"," 63"," 70"," 62"," 47"," 46"," 43"," 35"," 74"," 78"
"ENSG00000108515","0","0","0","0","0","0","2","4","2","2","1","1","0","0","2","2"
"ENSG00000108518","44","31","10","10","55","52","24","32","19","15","17","15","24","22","24","27"
"ENSG00000108523"," 90"," 98","103","105"," 53"," 64","108","103"," 36"," 36"," 40"," 41"," 23"," 30"," 51"," 54"
"ENSG00000108528"," 3"," 3"," 8"," 7"," 5"," 5"," 9"," 7"," 5"," 4"," 9"," 3"," 8"," 5","10"," 8"
"ENSG00000108551","47","44","37","32","27","24","39","34","14","11","14","17","26","23","25","22"
"ENSG00000108556","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000108557","35","38","36","34","26","24","17","14","26","22","18","19"," 7"," 7","16","15"
"ENSG00000108559","24","30"," 8"," 8"," 7"," 4"," 4"," 5","14","15"," 8"," 7"," 5"," 2","10"," 9"
"ENSG00000108561","0","0","1","0","1","1","0","0","0","0","1","0","0","2","2","3"
"ENSG00000108578"," 2"," 4","10","11"," 9"," 6","25","20"," 1"," 0"," 5"," 6"," 8"," 8","12","10"
"ENSG00000108582","38","44","27","32","29","28"," 7"," 9","37","37","14","15","10","15","55","70"
"ENSG00000108587","6","6","2","2","5","4","1","2","4","5","2","3","4","3","6","8"
"ENSG00000108588"," 4"," 5"," 0"," 0"," 0"," 0"," 4"," 2","11"," 9"," 3"," 4"," 1"," 1"," 4"," 4"
"ENSG00000108590","0","0","0","0","0","0","0","0","0","0","1","3","0","1","1","1"
"ENSG00000108591","11"," 8","16","15"," 4"," 5","11","10"," 1"," 2"," 6"," 6"," 5"," 3","10"," 7"
"ENSG00000108592","7","4","0","0","0","0","3","3","1","1","2","6","6","5","3","4"
"ENSG00000108599"," 7"," 8","11","13","23","13"," 5"," 5"," 9","10","13","13","13","12"," 9","11"
"ENSG00000108602","6","6","0","0","0","0","0","0","1","1","0","0","1","1","0","0"
"ENSG00000108604"," 9"," 9","14","13","22","26","13","14","19","16","17","16"," 8","10","14","13"
"ENSG00000108622"," 2"," 1","15","13"," 7"," 7"," 6"," 5"," 5"," 5"," 4"," 4"," 8"," 8"," 8"," 8"
"ENSG00000108639","19","20","14","13","23","21","27","24","17","14","15","13","29","25","56","59"
"ENSG00000108641","32","33"," 4"," 4","10"," 9"," 3"," 5"," 4"," 6"," 4"," 5"," 3"," 6"," 5"," 5"
"ENSG00000108651","3","1","1","0","1","1","0","0","4","2","3","1","1","1","5","5"
"ENSG00000108654"," 71"," 68"," 55"," 47"," 74"," 68"," 43"," 34"," 41"," 34"," 77"," 66","110"," 88","117","114"
"ENSG00000108666","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0"
"ENSG00000108669","38","43","28","26","19","16","25","26","21","21","26","25","49","53","82","73"
"ENSG00000108671","25","21","29","33","24","24","20","23","23","25","30","29","14","17","23","25"
"ENSG00000108679","46","47","19","19","33","36","31","29","25","25","13","11","25","26","85","82"
"ENSG00000108684","3","3","2","2","2","3","1","1","3","3","3","3","1","1","1","1"
"ENSG00000108691","23","29","11","11","30","29","22","23","12","14","13","11","23","21","32","33"
"ENSG00000108733","8","5","1","1","0","0","2","1","2","2","0","0","2","2","2","4"
"ENSG00000108771","13","12"," 9"," 8"," 4"," 3"," 1"," 1"," 3"," 4"," 7"," 7"," 1"," 2"," 4"," 4"
"ENSG00000108773","33","35","23","23","33","33","24","24","33","35","27","27","12","16","30","31"
"ENSG00000108774","31","32","28","30","24","23","23","23","15","14","12","14","30","26","26","30"
"ENSG00000108784"," 5"," 3"," 0"," 0"," 8"," 7"," 9"," 8"," 1"," 2"," 1"," 3"," 6"," 6","11","10"
"ENSG00000108785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000108786","3","3","1","1","4","4","1","1","3","3","1","1","3","4","5","4"
"ENSG00000108788","15","13"," 6"," 8"," 4"," 2"," 3"," 4"," 4"," 3"," 7"," 6"," 3"," 6"," 9"," 8"
"ENSG00000108797","30","29","34","38","20","22","24","24","25","27","22","24"," 9","10","11","12"
"ENSG00000108798","10"," 9"," 2"," 2"," 9"," 8","16","15"," 5"," 5"," 4"," 5"," 4"," 4"," 4"," 4"
"ENSG00000108799"," 71"," 65","124","115"," 77"," 79"," 70"," 56"," 46"," 53"," 41"," 51"," 40"," 38"," 47"," 55"
"ENSG00000108813","0","0","0","0","0","0","0","1","2","1","0","0","1","0","0","0"
"ENSG00000108819","22","21","22","21","28","28","42","41","22","18","12","13","15","14","10","11"
"ENSG00000108821","10","10"," 0"," 0"," 1"," 1"," 1"," 1"," 4"," 3"," 2"," 2"," 0"," 0"," 2"," 2"
"ENSG00000108823","0","0","1","2","0","0","1","1","0","1","2","1","2","1","1","1"
"ENSG00000108826"," 1"," 3"," 2"," 3"," 4"," 5","12","13","10"," 7"," 1"," 3"," 1"," 3"," 2"," 3"
"ENSG00000108828","38","42"," 7","10","13","15","14","12"," 4"," 5"," 7"," 7","16","17","29","30"
"ENSG00000108829","5","5","3","3","2","2","4","3","3","2","3","3","4","5","4","4"
"ENSG00000108830","23","24"," 3"," 3"," 7"," 9"," 6"," 5"," 3"," 3"," 6"," 6","40","38","30","31"
"ENSG00000108840","44","46","71","63","76","78","79","83","77","74","92","82","58","60","61","61"
"ENSG00000108846","2","2","0","0","0","0","0","0","2","2","2","2","1","3","3","3"
"ENSG00000108848","18","19"," 1"," 1"," 9"," 9"," 2"," 2","19","14","28","29","17","13","22","23"
"ENSG00000108852","12","12","12","11","11","12","16","15","13","15"," 8"," 8","15","11","25","25"
"ENSG00000108854","6","6","1","1","3","2","0","0","4","4","1","1","2","2","3","3"
"ENSG00000108861","33","31","21","24","29","27","27","25","18","16","16","15","22","23","23","24"
"ENSG00000108883","17","13","29","24","12","11","15","11","14","13","10"," 8","15","11"," 9","15"
"ENSG00000108924","30","28","85","82","28","26","26","29","29","28","36","31"," 7"," 9"," 9"," 9"
"ENSG00000108932","0","1","5","3","0","0","0","0","0","0","1","2","1","1","1","1"
"ENSG00000108946","16","24"," 2"," 3","26","18","16","15","10","11","13","14","23","19","37","30"
"ENSG00000108947","64","58"," 9"," 9","16","16"," 7"," 9","13","12"," 8"," 7"," 2"," 1"," 1"," 2"
"ENSG00000108950","1","0","0","0","4","6","0","0","1","2","0","1","1","1","0","0"
"ENSG00000108953","124","111"," 22"," 25","105"," 98"," 38"," 36"," 71"," 69"," 64"," 50","108","108","136","114"
"ENSG00000108958","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
"ENSG00000108960"," 7"," 6"," 5"," 4"," 8"," 5"," 5"," 5","10"," 9"," 1"," 2"," 1"," 1"," 2"," 2"
"ENSG00000108961"," 4"," 4"," 9"," 9"," 6"," 5","24","21"," 5"," 6"," 7"," 6"," 4"," 3"," 3"," 3"
"ENSG00000108963","142","123"," 74"," 72"," 71"," 78"," 72"," 75","124","125","108"," 94"," 25"," 25"," 39"," 36"
"ENSG00000108984","0","0","0","0","0","0","1","0","2","2","1","1","1","1","2","2"
"ENSG00000109016","0","0","2","3","3","3","6","7","0","0","0","0","1","0","0","1"
"ENSG00000109046","37","30","10"," 8","40","43","17","15"," 8"," 7","20","21","32","37","92","87"
"ENSG00000109047","1","1","1","2","2","1","1","1","3","3","3","1","0","0","0","0"
"ENSG00000109062","110","113"," 31"," 33","149","151"," 52"," 55"," 79"," 78"," 58"," 55"," 44"," 44","110","107"
"ENSG00000109063","1","2","4","3","0","0","0","0","0","0","1","0","0","0","3","4"
"ENSG00000109065","4","4","4","4","1","0","4","4","1","0","5","4","2","4","5","5"
"ENSG00000109066"," 7"," 6"," 6"," 6"," 4"," 4"," 6"," 7"," 3"," 3"," 2"," 2","13"," 9"," 9"," 9"
"ENSG00000109072","4","3","2","3","0","1","0","0","1","1","2","2","0","0","2","1"
"ENSG00000109079","25","22","29","28","14","15","13","13","15","17","11","14","14","16","20","19"
"ENSG00000109083","12","12"," 7"," 8"," 8"," 8"," 0"," 1"," 3"," 4","12"," 9"," 4"," 8"," 6"," 6"
"ENSG00000109084"," 3"," 4"," 3"," 3"," 2"," 3"," 1"," 2"," 3"," 3"," 5"," 4"," 1"," 4","10"," 9"
"ENSG00000109089"," 6"," 5"," 9"," 9","11","13"," 8"," 8"," 6"," 6"," 4"," 4","12","12","21","19"
"ENSG00000109099"," 54"," 54"," 30"," 30"," 70"," 62"," 57"," 50"," 36"," 37"," 30"," 26"," 31"," 32","108","107"
"ENSG00000109103","18","16","28","23"," 7"," 7","18","17"," 8"," 6","12","12"," 6"," 6"," 7"," 9"
"ENSG00000109107","108","112","139","136","165","152","186","183"," 80"," 87"," 62"," 59","127","129","126","113"
"ENSG00000109111","74","75","23","29","37","33","20","22","34","30","34","40","12","14","24","24"
"ENSG00000109113","12","10","23","22","31","24","15","17","13","11"," 6"," 4","13","19"," 9"," 8"
"ENSG00000109118","55","58","26","26","29","32","29","26","58","53","24","26","33","28","38","37"
"ENSG00000109133"," 6"," 5"," 5"," 5","10"," 9"," 6"," 5"," 5"," 4"," 5"," 5"," 8"," 5","10","11"
"ENSG00000109158","16","13"," 5"," 4"," 5"," 4"," 5"," 4","16","14","11","10"," 0"," 0"," 1"," 1"
"ENSG00000109171","139","132"," 25"," 29"," 88"," 82"," 55"," 54"," 43"," 40"," 55"," 44"," 51"," 43"," 65"," 64"
"ENSG00000109180","107"," 98"," 44"," 50"," 67"," 56"," 55"," 68"," 49"," 49"," 32"," 36"," 18"," 19"," 75"," 66"
"ENSG00000109184"," 7"," 6"," 6"," 4","14","12"," 1"," 1","15","12"," 7","10","12","11","10"," 6"
"ENSG00000109189"," 3"," 2"," 6"," 6"," 8"," 8","13","13"," 3"," 3"," 6"," 5","15","15"," 8","10"
"ENSG00000109205","0","0","0","0","0","0","0","0","8","7","0","0","0","0","0","0"
"ENSG00000109220","0","0","1","0","0","0","2","2","0","0","0","0","1","1","1","1"
"ENSG00000109265","10"," 8"," 3"," 3","11","11"," 6"," 5"," 3"," 2"," 4"," 3"," 8"," 8"," 7"," 6"
"ENSG00000109270","0","0","0","0","1","1","0","0","1","1","1","1","2","2","1","1"
"ENSG00000109320","2","2","2","2","4","4","0","0","6","8","4","1","4","4","4","4"
"ENSG00000109323","3","2","2","2","4","2","7","8","1","0","3","4","5","5","5","4"
"ENSG00000109332","146","161"," 32"," 29","138","133"," 54"," 45","106"," 95"," 76"," 79"," 76"," 71","134","130"
"ENSG00000109339","28","27"," 8"," 8","35","36","24","26","35","36","25","29","32","31","38","40"
"ENSG00000109381"," 8","10"," 6"," 4"," 5"," 6"," 3"," 2"," 3"," 4","10"," 7","14","11","15","11"
"ENSG00000109390","17","14"," 2"," 1"," 5"," 5"," 0"," 0"," 3"," 5"," 3"," 1"," 4"," 5"," 8"," 9"
"ENSG00000109436","5","4","1","1","6","2","6","6","2","2","9","5","5","4","4","2"
"ENSG00000109445","0","1","0","0","4","5","1","1","5","7","2","5","6","8","5","5"
"ENSG00000109452","3","1","2","1","1","1","1","1","1","1","8","4","1","1","0","0"
"ENSG00000109458"," 83"," 83"," 53"," 50"," 85"," 84"," 62"," 59","142","148"," 79"," 71"," 55"," 57","140","123"
"ENSG00000109466","0","0","0","0","1","1","2","1","1","1","1","1","6","4","8","6"
"ENSG00000109472","42","48","36","31","28","28","39","36","17","16","26","23","21","24","25","26"
"ENSG00000109475"," 8","15"," 2"," 2"," 1"," 4"," 5"," 5"," 4"," 1"," 4"," 7"," 6","11","20","17"
"ENSG00000109501","79","74","23","26","23","26","32","33","14","13","13","16","12","11","18","17"
"ENSG00000109519","0","0","0","0","0","0","2","1","1","1","2","3","2","1","1","1"
"ENSG00000109534","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
