"","GSM5800240","GSM5800241","GSM5800242","GSM5800243","GSM5800244","GSM5800245","GSM5800246","GSM5800247","GSM5800248","GSM5800249","GSM5800250","GSM5800251","GSM5800252","GSM5800253","GSM5800254","GSM5800255"
"ENSG00000174567","1","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000174574"," 9","10"," 1"," 1"," 2"," 1"," 2"," 1"," 6"," 4"," 3"," 2"," 7"," 7"," 8"," 7"
"ENSG00000174576","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"ENSG00000174579","10","11"," 6"," 7","20","18"," 8"," 9"," 8"," 7"," 7"," 6","11","11","24","25"
"ENSG00000174586","4","4","0","0","0","1","4","5","1","1","1","1","1","1","1","1"
"ENSG00000174599","1","1","0","0","2","2","1","1","0","0","0","0","1","1","2","2"
"ENSG00000174600","6","4","0","0","6","9","0","0","4","4","1","4","1","1","4","4"
"ENSG00000174606","5","5","4","4","2","1","8","6","3","2","6","5","3","2","5","4"
"ENSG00000174607"," 6"," 4"," 8"," 8"," 7"," 8","10","11"," 3"," 3","10"," 9","25","18","57","56"
"ENSG00000174611","3","3","2","2","1","3","1","0","5","5","2","1","1","0","1","1"
"ENSG00000174628","21","20"," 8"," 5"," 2"," 1"," 7"," 8"," 4"," 4"," 3"," 1"," 3"," 4"," 8"," 8"
"ENSG00000174640","4","4","1","0","4","2","4","4","3","3","3","3","7","7","5","4"
"ENSG00000174652","0","1","0","0","3","2","2","1","1","1","2","1","1","1","2","2"
"ENSG00000174669","14","12"," 9"," 7"," 5"," 5"," 9"," 7"," 6"," 4"," 8"," 6","10"," 6"," 6"," 6"
"ENSG00000174672","39","37","26","25","46","37","21","19","45","41","26","21","13","13","23","18"
"ENSG00000174684","11","13","10"," 9"," 7"," 8"," 8"," 9"," 5"," 5"," 5"," 4"," 5"," 5"," 3"," 3"
"ENSG00000174695","1","1","1","1","4","4","1","1","4","4","3","2","3","2","5","5"
"ENSG00000174705","11","18","25","26","11","11","15","17"," 5"," 5"," 5"," 5"," 8","10","13","14"
"ENSG00000174715","0","0","0","0","0","0","2","2","6","7","2","2","0","0","0","0"
"ENSG00000174718","19","13"," 3"," 3"," 4"," 4"," 3"," 2","16","10"," 7"," 5"," 3"," 4","10","10"
"ENSG00000174720","7","9","0","0","3","2","2","1","3","1","7","5","6","3","5","4"
"ENSG00000174721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000174738","3","2","2","2","1","1","1","1","5","7","3","3","2","2","4","3"
"ENSG00000174744"," 9"," 7"," 7"," 7","11","10"," 6"," 7"," 7","10"," 4"," 3"," 6"," 8"," 8"," 8"
"ENSG00000174748","156","152"," 63"," 60"," 88"," 79"," 77"," 69"," 69"," 72"," 52"," 50","140","143","150","160"
"ENSG00000174749","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000174775"," 6"," 6"," 9"," 7"," 5"," 1","23","25"," 4"," 1"," 5"," 7","10"," 9"," 4"," 6"
"ENSG00000174776","4","4","0","0","0","1","1","1","0","0","1","0","2","1","4","2"
"ENSG00000174780","5","6","3","4","5","5","2","2","6","6","4","4","5","7","3","4"
"ENSG00000174791","10","11","11"," 8","34","30","28","22","14","16"," 4"," 6"," 7"," 4"," 4"," 2"
"ENSG00000174792","0","0","0","0","3","3","0","0","3","5","0","0","0","0","2","0"
"ENSG00000174796","6","9","1","1","6","4","1","1","6","4","2","2","2","3","6","5"
"ENSG00000174799","0","0","0","0","0","0","0","0","2","3","0","0","0","0","1","1"
"ENSG00000174804","3","2","5","5","3","3","5","4","3","3","4","5","5","4","2","2"
"ENSG00000174807","0","0","0","0","3","2","1","1","0","1","1","1","1","1","1","1"
"ENSG00000174827","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000174837","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000174839","0","0","1","0","0","0","0","0","0","0","1","2","2","0","2","0"
"ENSG00000174840","4","3","2","2","3","2","5","5","4","4","3","3","1","1","4","3"
"ENSG00000174842","0","0","0","0","0","0","0","0","1","2","2","1","0","0","1","1"
"ENSG00000174844","7","6","0","0","0","1","1","1","1","0","0","0","0","0","1","0"
"ENSG00000174851"," 3"," 3"," 1"," 3","11","12","14","16"," 3"," 3"," 6"," 5"," 7","12"," 7"," 8"
"ENSG00000174871","14","17","20","20","24","26","69","62"," 4"," 5","15","13"," 3"," 2"," 3"," 4"
"ENSG00000174886","37","32"," 3"," 2","27","23","14"," 9","15","15","14","13","14","17","24","30"
"ENSG00000174891","3","4","0","0","0","0","2","1","5","5","1","2","3","2","3","3"
"ENSG00000174898","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000174903","43","46","33","34","37","32","27","26","30","28","31","27","31","31","35","34"
"ENSG00000174915","13","16","26","29","19","19","24","26"," 7"," 8","11","10","12","11","12","15"
"ENSG00000174917","15","14","10","11","10","12","25","27","15","17","11","14","15","14","17","16"
"ENSG00000174928","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","1"
"ENSG00000174938","41","38","56","62","22","24","41","38","24","23","21","20","25","22","20","22"
"ENSG00000174939"," 3"," 2","10"," 9"," 9"," 5","16","15"," 3"," 3"," 4"," 3","10","11","12","12"
"ENSG00000174943","48","51","11","10","31","26","22","21","13","15","13","12","10","10","17","21"
"ENSG00000174944","0","0","0","0","0","0","2","1","1","0","4","1","0","0","1","1"
"ENSG00000174945","4","5","0","1","2","2","3","3","3","3","4","1","3","4","5","5"
"ENSG00000174948","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000174951","0","0","1","1","0","0","0","1","1","1","0","0","1","1","0","0"
"ENSG00000174953","3","2","0","0","1","1","1","1","5","3","3","3","4","3","2","3"
"ENSG00000174963","4","4","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"ENSG00000174989"," 5"," 4","11"," 7"," 2"," 1"," 1"," 1"," 3"," 2"," 2"," 2"," 2"," 1"," 2"," 3"
"ENSG00000174990","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"ENSG00000174996","18","16","49","49","32","32","27","22","28","18","24","20","13"," 9","12","15"
"ENSG00000175003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000175029"," 6"," 4"," 6"," 6"," 8"," 8","16","20"," 3"," 3"," 5"," 7","10","12","16","12"
"ENSG00000175040","5","4","3","2","1","1","5","5","1","1","2","2","7","6","7","7"
"ENSG00000175048","33","33","22","20","27","32","19","19","25","20","20","17","14","16","55","55"
"ENSG00000175054","4","4","0","0","1","2","3","2","8","5","3","2","3","3","7","6"
"ENSG00000175061","21","17"," 6"," 4"," 5"," 5"," 0"," 2"," 3"," 4"," 7"," 8"," 7","11","13"," 9"
"ENSG00000175063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000175066","2","2","1","1","1","0","0","0","1","1","1","1","2","1","2","2"
"ENSG00000175073","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1"
"ENSG00000175084","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1"
"ENSG00000175087","0","0","0","0","3","1","0","0","3","3","0","0","1","1","0","0"
"ENSG00000175093","0","0","6","5","0","0","5","4","0","0","1","1","2","3","2","1"
"ENSG00000175104","6","7","3","2","6","4","5","5","6","5","4","4","3","2","6","6"
"ENSG00000175105","2","2","0","0","0","0","0","0","1","1","1","2","0","0","1","1"
"ENSG00000175106","4","4","0","1","3","2","3","2","0","0","1","0","3","1","2","3"
"ENSG00000175110","3","2","1","1","5","5","0","0","6","6","1","1","6","6","2","1"
"ENSG00000175115","39","36","16","16","44","40","40","42","44","35","32","29","26","23","19","21"
"ENSG00000175130"," 45"," 39"," 31"," 28"," 57"," 56"," 41"," 42"," 34"," 31"," 20"," 19","100"," 99","156","159"
"ENSG00000175137","11","12","22","20","16","15","20","17","13","12","15","13","13","11","19","17"
"ENSG00000175147","0","0","2","2","2","1","0","1","0","0","0","0","0","0","0","0"
"ENSG00000175155","28","30","20","16","32","18","25","20","24","26","28","24","17","19","39","39"
"ENSG00000175161","113","102","187","172","101","101","135","129"," 55"," 49"," 65"," 61"," 29"," 30"," 35"," 49"
"ENSG00000175164","1","2","0","0","1","1","1","1","2","2","2","2","2","2","1","1"
"ENSG00000175166","33","29","19","23","17","15","29","28","13","12","21","17","18","20","16","17"
"ENSG00000175170","1","2","4","7","1","2","5","8","7","6","7","2","1","1","3","2"
"ENSG00000175175","2","2","0","0","4","3","2","2","2","2","1","1","1","0","1","1"
"ENSG00000175182","19","18","28","25","20","20","35","31","22","19","13"," 9"," 9","10"," 7"," 6"
"ENSG00000175183","0","2","0","0","1","2","4","5","3","2","2","2","1","1","1","2"
"ENSG00000175193","3","4","0","0","2","2","0","0","1","3","2","6","2","2","3","3"
"ENSG00000175197"," 2"," 2"," 5"," 6"," 2"," 1"," 5"," 5"," 2"," 2"," 6"," 4"," 9","12"," 9","10"
"ENSG00000175198","1","0","1","1","1","1","0","0","0","0","4","2","2","2","4","3"
"ENSG00000175203","50","43","27","28","18","17","43","46","30","25","23","23","23","24","54","50"
"ENSG00000175213","2","2","5","5","3","2","4","3","3","3","3","2","4","3","5","4"
"ENSG00000175215","38","37","23","24","45","38","54","48","28","27","43","36","44","46","60","58"
"ENSG00000175216","27","28","15","16","15","17"," 7"," 7"," 7"," 6","10","10"," 5"," 5","13","18"
"ENSG00000175220","60","57","35","31","60","53","40","40","36","33","27","23","37","38","63","66"
"ENSG00000175221","39","38","26","28","22","20","20","20","31","31","17","20","19","17","26","20"
"ENSG00000175224","104"," 97","128","120","128","119","131","115"," 64"," 64"," 69"," 63"," 79"," 77","123","124"
"ENSG00000175229"," 4"," 5","12","14"," 3"," 3"," 8"," 7"," 4"," 3"," 7"," 4"," 3"," 3"," 2"," 1"
"ENSG00000175264"," 21"," 21"," 91","127"," 31"," 28"," 46"," 43"," 23"," 22"," 34"," 33"," 15"," 18"," 13"," 14"
"ENSG00000175265","11","19","30","23"," 4"," 5","13","16","20","22","32","23","11","14","12","11"
"ENSG00000175267"," 87","103"," 14"," 15"," 11"," 12","  3","  3"," 19"," 24"," 17"," 17","  3","  3","  3","  2"
"ENSG00000175274","23","23","12","14","20","19","14","17","12","16","12","14"," 8"," 8"," 7"," 9"
"ENSG00000175279","0","0","2","1","0","0","0","0","2","3","0","1","1","1","0","0"
"ENSG00000175283","4","4","0","0","4","3","2","2","3","3","1","1","1","2","3","2"
"ENSG00000175287","53","60","34","28","32","31","31","35","16","20","14","14","27","25","42","33"
"ENSG00000175305","3","2","1","3","2","1","1","1","0","0","1","1","3","2","4","5"
"ENSG00000175309","33","28","25","25","17","21","20","22","26","34","24","21","21","19","27","29"
"ENSG00000175318","24","17"," 1"," 0"," 5"," 5"," 4"," 3"," 2"," 2"," 3"," 1"," 2"," 2"," 4"," 5"
"ENSG00000175322","20","19"," 6"," 7"," 3"," 3"," 7"," 5","13","14"," 8"," 9"," 1"," 1"," 4"," 4"
"ENSG00000175324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000175334","19","25"," 3"," 3","17","24","21","16"," 9"," 7","13","13","16","17","23","25"
"ENSG00000175344","1","1","4","3","1","1","0","0","3","2","3","3","4","2","1","2"
"ENSG00000175348","0","0","0","0","1","2","0","0","1","1","0","0","1","2","0","0"
"ENSG00000175352","5","4","5","3","7","6","3","3","2","3","3","3","1","1","1","1"
"ENSG00000175354","12","10","11","10","15","15"," 3"," 4"," 6"," 5","14","11"," 4"," 3"," 9","10"
"ENSG00000175356","11","11","10","10"," 2"," 2"," 4"," 4"," 4"," 3"," 6"," 5"," 6"," 6","10","12"
"ENSG00000175376","10","10","10","10","11"," 9"," 7"," 7"," 9","10","10"," 9"," 7"," 6"," 7"," 5"
"ENSG00000175387","11","11","28","24","14","12"," 2"," 4"," 5"," 8","11","12","19","14","17","14"
"ENSG00000175390","39","33"," 6"," 5","24","20","23","23","12","10","17","17","24","29","34","29"
"ENSG00000175395","2","1","1","1","3","1","1","1","1","1","2","3","1","1","2","1"
"ENSG00000175414"," 2"," 1"," 5"," 4"," 8"," 7","11","17"," 2"," 2"," 3"," 1"," 2"," 2"," 2"," 2"
"ENSG00000175416","16","18","36","24","10","11","15","11","11"," 7","20","13","18","10","13"," 8"
"ENSG00000175426","28","25"," 3"," 4"," 2"," 1"," 0"," 0"," 4"," 3"," 2"," 2"," 1"," 0"," 0"," 0"
"ENSG00000175445"," 9","11"," 4"," 4"," 2"," 1"," 7"," 6"," 3"," 4"," 2"," 4","13"," 5","13"," 9"
"ENSG00000175449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000175455","34","21","19","17","21","23"," 5"," 7","20","13","15","13"," 8"," 6","12","13"
"ENSG00000175467","18","18"," 3"," 1","14","16","11","10"," 6"," 3","21","16","18"," 8","18","15"
"ENSG00000175470","2","2","5","6","5","3","2","2","7","6","6","5","2","2","5","4"
"ENSG00000175471"," 2"," 1","10"," 9"," 3"," 5","17","13"," 4"," 3"," 4"," 3"," 3"," 2"," 3"," 4"
"ENSG00000175482"," 8","14","31","34","19","17","26","21","16","18","12","10","14","27","20","19"
"ENSG00000175489","1","1","0","0","1","1","2","3","0","0","0","1","0","0","1","1"
"ENSG00000175497"," 2"," 2"," 4"," 3"," 5"," 2"," 2"," 2"," 4"," 4"," 5","10"," 2"," 2"," 3"," 2"
"ENSG00000175505","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1"
"ENSG00000175509","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000175518","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1"
"ENSG00000175520","5","5","0","0","0","0","1","0","3","3","2","2","3","2","1","1"
"ENSG00000175536","2","2","0","0","3","2","0","0","0","0","2","2","0","1","1","1"
"ENSG00000175538","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"ENSG00000175544","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0"
"ENSG00000175548","3","2","1","1","7","9","6","6","1","4","2","1","1","0","5","5"
"ENSG00000175550","13","12"," 7"," 7","15","10"," 8","10"," 4"," 6"," 8","11","16","15","11","12"
"ENSG00000175556","1","1","0","0","0","0","1","1","0","0","1","0","0","0","1","1"
"ENSG00000175564","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1"
"ENSG00000175567","12","12"," 4"," 3"," 7"," 7","11","11"," 6"," 6"," 8"," 6"," 6"," 7"," 7"," 9"
"ENSG00000175573","15","15","24","22","14","11","26","25","15","16","11","10","13","11","12","12"
"ENSG00000175575","6","7","2","3","2","4","1","1","4","2","2","2","8","8","6","5"
"ENSG00000175581","4","4","1","2","4","8","2","2","6","6","2","2","3","5","7","5"
"ENSG00000175582","35","33","28","25","17","14","21","20","21","17","27","27","17","18","31","31"
"ENSG00000175591","3","2","0","0","3","3","2","1","0","0","1","1","2","2","1","1"
"ENSG00000175592","8","8","6","5","6","4","5","3","2","2","2","2","2","2","1","1"
"ENSG00000175595","9","7","8","6","4","2","4","5","8","8","6","5","3","2","7","8"
"ENSG00000175600","0","0","0","0","4","6","0","0","0","0","2","1","0","0","0","0"
"ENSG00000175602","0","0","2","2","2","2","3","2","0","1","1","1","5","7","1","1"
"ENSG00000175606","1","0","0","0","0","0","0","0","0","0","1","0","2","5","4","2"
"ENSG00000175611","0","0","0","0","3","3","0","0","4","3","0","1","1","0","0","0"
"ENSG00000175634","10"," 8","26","27"," 7"," 7"," 9"," 7"," 1"," 2"," 8"," 8"," 5"," 7","11","10"
"ENSG00000175662","144","143"," 74"," 73","144","134","129","115","122","119"," 61"," 57"," 72"," 65"," 96","106"
"ENSG00000175691","0","0","0","0","2","2","1","1","0","0","3","2","0","0","1","1"
"ENSG00000175697","3","3","0","0","0","0","0","0","1","1","0","0","1","1","0","0"
"ENSG00000175701","10"," 8"," 1"," 1"," 3"," 4"," 0"," 0"," 0"," 0"," 1"," 4"," 9","10"," 2"," 2"
"ENSG00000175707","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"ENSG00000175711"," 8"," 5","10"," 7"," 2"," 1"," 5"," 4"," 2"," 1"," 3"," 3"," 1"," 1"," 3"," 2"
"ENSG00000175727","30","29","26","25","13","11","20","17","22","19","14","13","17","15","20","16"
"ENSG00000175730","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0"
"ENSG00000175741","0","2","0","0","0","0","1","1","4","4","2","3","0","0","4","1"
"ENSG00000175745"," 25"," 23","127","115"," 54"," 38"," 46"," 43"," 41"," 34"," 45"," 49"," 23"," 24"," 16"," 17"
"ENSG00000175749","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","1"
"ENSG00000175756","14","13","11","15"," 9"," 8","14","15"," 4"," 2"," 7"," 6"," 4"," 2"," 8"," 6"
"ENSG00000175764","43","38","31","30","34","30","24","24","53","45","53","56","34","37","73","69"
"ENSG00000175766","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0"
"ENSG00000175768","4","2","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
"ENSG00000175772","0","0","2","1","0","0","0","0","4","3","5","4","0","0","0","0"
"ENSG00000175773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000175782","5","3","0","0","4","9","1","1","4","4","3","1","3","2","7","6"
"ENSG00000175785","19","17"," 6"," 6","18","16","16","15","12","11"," 9"," 7","20","21","68","65"
"ENSG00000175787","0","0","2","2","2","1","4","3","3","4","2","1","2","1","2","4"
"ENSG00000175792","7","6","0","0","0","0","2","2","2","1","2","1","1","1","2","1"
"ENSG00000175793","3","4","2","2","2","3","5","5","3","2","2","2","2","2","3","4"
"ENSG00000175806"," 9"," 8","17","19"," 2"," 4","23","17"," 5"," 5"," 8"," 6"," 5"," 8"," 6"," 6"
"ENSG00000175826","44","35","63","60","41","37","69","58","30","46","27","26","29","30","29","33"
"ENSG00000175832","7","6","0","0","0","0","0","0","1","3","0","0","2","2","1","1"
"ENSG00000175854","0","0","3","3","1","3","0","0","1","2","0","1","2","2","1","1"
"ENSG00000175857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000175866","77","68","14","12","32","32","26","20","20","20","30","23"," 7"," 5","14","10"
"ENSG00000175874","1","1","1","1","2","1","5","4","5","5","3","5","1","1","1","2"
"ENSG00000175893","0","0","0","0","1","1","0","0","1","1","0","0","1","1","1","1"
"ENSG00000175895","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"ENSG00000175899","32","40","13","15","19","16","42","39","20","20","14","13","51","43","40","36"
"ENSG00000175906","1","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0"
"ENSG00000175920","0","0","0","0","0","1","3","3","1","1","0","0","0","0","0","0"
"ENSG00000175928","21","19"," 5"," 5","10","10","14","12"," 7"," 6"," 7"," 6"," 4"," 4"," 6"," 6"
"ENSG00000175931","7","7","5","6","4","8","5","4","6","6","5","5","6","5","6","4"
"ENSG00000175938","1","1","4","4","0","0","1","1","0","0","3","2","4","4","4","4"
"ENSG00000175970","4","5","2","2","2","2","1","1","1","1","2","2","5","4","3","2"
"ENSG00000175985","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000176014","2","2","4","2","4","3","8","7","6","6","2","2","3","5","5","9"
"ENSG00000176018","1","0","1","1","0","0","1","0","0","0","2","1","1","1","2","2"
"ENSG00000176020","1","1","0","0","2","2","2","1","1","1","1","0","0","0","0","0"
"ENSG00000176022","2","2","3","3","2","2","2","2","1","2","2","2","2","3","2","2"
"ENSG00000176024","0","0","0","0","0","0","1","0","0","0","1","1","1","2","1","2"
"ENSG00000176046","13","14","12","14","12","13","15","17"," 2"," 2"," 2"," 2","12","14","30","33"
"ENSG00000176049","15","10"," 1"," 1"," 3"," 4"," 5"," 5"," 3"," 2"," 3"," 1"," 4"," 6"," 5"," 4"
"ENSG00000176055","6","6","8","7","2","2","5","6","4","3","3","4","2","1","4","4"
"ENSG00000176058"," 7"," 7","11","12","10"," 7"," 9"," 9"," 9"," 7"," 7"," 6","11","11","13","13"
"ENSG00000176076","1","1","0","0","1","2","1","1","0","0","0","0","4","3","3","2"
"ENSG00000176083","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0"
"ENSG00000176087","20","18","10","11","20","19","13","13","22","21","15","12","15","17","23","21"
"ENSG00000176092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000176095","12"," 8","10","10"," 8"," 8","12","11"," 6"," 4"," 7"," 7","10","11","13","12"
"ENSG00000176101","13","13","53","55"," 9","11","28","27"," 3"," 4"," 4"," 5"," 4"," 8","11","10"
"ENSG00000176102","0","1","0","0","1","4","1","0","1","0","0","0","1","1","2","2"
"ENSG00000176105","0","0","0","0","1","0","0","0","1","1","1","0","1","1","2","1"
"ENSG00000176108"," 5"," 6"," 3"," 3"," 7"," 8"," 8"," 7"," 6"," 7"," 2"," 2","13","12"," 8"," 9"
"ENSG00000176124","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0"
"ENSG00000176125","3","2","0","0","0","0","1","1","0","0","0","0","0","0","1","0"
"ENSG00000176134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000176142","11","14"," 7"," 6","17","19","15","10","12","11"," 5"," 8"," 2"," 3","21","13"
"ENSG00000176148","17","19"," 8"," 6","16","19"," 9","10","19","17","11","10"," 7"," 6","11","12"
"ENSG00000176153","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"ENSG00000176155","49","41","23","24","19","21","28","29","43","45","25","23"," 5"," 6","13","13"
"ENSG00000176165"," 7"," 7"," 5"," 5","11","12"," 8"," 7"," 6"," 6"," 6"," 6"," 0"," 0"," 0"," 0"
"ENSG00000176170","4","2","0","0","1","1","4","5","0","1","0","0","0","0","1","1"
"ENSG00000176171"," 6"," 5"," 2"," 2"," 9","12"," 4"," 5"," 6"," 3"," 2"," 3"," 6"," 5","10","10"
"ENSG00000176182"," 9"," 8","13","13","10","10"," 4"," 5","14","14"," 5"," 5"," 5"," 4"," 6"," 5"
"ENSG00000176194","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000176204","5","6","9","8","2","4","4","3","9","6","6","7","3","2","4","4"
"ENSG00000176209","4","4","2","1","0","0","0","0","2","3","1","2","1","1","5","3"
"ENSG00000176222","0","0","1","1","8","9","0","0","0","0","0","0","0","0","0","0"
"ENSG00000176225","2","1","1","1","2","2","2","2","1","2","1","1","1","1","3","3"
"ENSG00000176236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000176244","0","0","0","0","1","2","0","0","0","0","1","1","3","4","1","1"
"ENSG00000176248"," 4"," 7","35","34","10"," 8","31","32","14","14"," 9","11","17","19","13","14"
"ENSG00000176261","27","21","20","18","13","12","10","10","15","10","10"," 7"," 8"," 8"," 8"," 9"
"ENSG00000176273","1","1","1","1","1","2","0","0","0","0","0","0","0","0","1","1"
"ENSG00000176289","116","100","150","186","273","291","143","118","145","166","373","361","  0","  0","  7","  7"
"ENSG00000176293","16","13"," 5"," 6","14","13","14","14","10"," 9","10"," 8"," 6"," 6","16","17"
"ENSG00000176294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000176340","34","30","32","36"," 4"," 4","32","25","15","12","10","14","22","27","26","27"
"ENSG00000176371","2","2","0","0","2","2","2","2","1","0","0","1","1","1","1","1"
"ENSG00000176381"," 6"," 6"," 3"," 3","16","16","16","16"," 4"," 4"," 4"," 3","14","14","17","18"
"ENSG00000176383","4","3","0","1","1","0","4","4","3","4","2","2","0","0","0","0"
"ENSG00000176386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000176387","4","6","6","5","1","1","0","0","4","3","4","4","1","1","1","1"
"ENSG00000176390","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","1"
"ENSG00000176393","4","2","6","4","3","6","3","2","4","4","4","2","2","3","6","7"
"ENSG00000176396","4","4","0","0","2","3","3","2","0","0","1","1","0","0","1","1"
"ENSG00000176401","0","0","0","0","3","2","0","0","0","0","2","1","0","0","0","0"
"ENSG00000176406","12","16"," 8"," 9"," 4"," 6","12","13","26","27"," 9","10"," 2"," 2"," 4"," 3"
"ENSG00000176407","2","2","1","1","0","0","0","0","1","1","2","2","4","3","2","1"
"ENSG00000176410","5","5","2","2","4","4","0","0","3","2","1","1","2","2","4","4"
"ENSG00000176422","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2"
"ENSG00000176428","2","2","0","0","0","0","0","0","2","1","1","1","2","3","1","1"
"ENSG00000176435","1","1","1","1","1","0","1","1","0","0","0","1","3","3","1","1"
"ENSG00000176438","6","5","1","1","4","3","4","3","2","2","1","1","3","3","6","5"
"ENSG00000176444"," 9","10"," 7"," 7","11","10","11","10"," 7"," 8"," 4"," 5"," 3"," 4"," 8"," 8"
"ENSG00000176454","144","144"," 91","103"," 33"," 39"," 52"," 55"," 59"," 72"," 62"," 70","  8"," 11"," 25"," 27"
"ENSG00000176463","18","19","21","21","21","20","75","58","15","16"," 8","10","27","29","53","58"
"ENSG00000176472","2","1","3","2","4","5","4","6","3","5","7","4","6","2","1","3"
"ENSG00000176473","12"," 7"," 1"," 2"," 0"," 0"," 4"," 4"," 7"," 6"," 7"," 3"," 2"," 4"," 2"," 3"
"ENSG00000176476","30","32","27","17","21","12","11","12"," 2"," 1"," 2"," 5"," 8"," 8","10","16"
"ENSG00000176485"," 7"," 8"," 4"," 4","14","15"," 9"," 9"," 7"," 5"," 3"," 4","21","21","37","37"
"ENSG00000176490"," 8"," 6","23","24","20","17","33","35","11","11","10","12","11","11"," 7"," 7"
"ENSG00000176531","5","5","2","2","0","0","1","0","4","5","4","2","5","3","4","2"
"ENSG00000176533","87","83","37","35","38","35","41","35","22","21","20","19","56","56","68","61"
"ENSG00000176542","16","14"," 8"," 9","12","10"," 7"," 7"," 7"," 8"," 7"," 7"," 3"," 3"," 8"," 7"
"ENSG00000176563","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000176593","23","27"," 7"," 8","15","19"," 7"," 6","15","14","10","11"," 4"," 5","18","18"
"ENSG00000176595","3","2","5","5","2","2","3","3","2","2","3","3","5","6","4","4"
"ENSG00000176597","2","4","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
"ENSG00000176601","5","5","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"ENSG00000176619","8","8","1","1","3","4","2","2","2","2","2","2","2","2","4","4"
"ENSG00000176623"," 1"," 1"," 5"," 4"," 1"," 1","10","10"," 5"," 4"," 7"," 8"," 9"," 4"," 2"," 4"
"ENSG00000176624","25","28"," 6"," 3","10"," 8"," 3"," 1"," 6"," 6"," 4"," 6"," 7"," 5"," 9","10"
"ENSG00000176635","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0"
"ENSG00000176641","11","10","10","12","12","13","20","18","17","18"," 5"," 6","34","34","20","18"
"ENSG00000176658","10"," 7"," 9"," 8","13","10","14","13","16","18"," 9"," 8","13","13","53","45"
"ENSG00000176678","0","0","0","0","0","0","0","0","4","3","0","0","0","0","2","1"
"ENSG00000176681","21","20","13","12"," 4"," 9"," 4"," 4","26","25","19","23"," 5"," 3","16","18"
"ENSG00000176692","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000176697","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000176700"," 6"," 3"," 4"," 5"," 9"," 6"," 8"," 9","16","14"," 2"," 3","10"," 8"," 3"," 3"
