ID	adj.P.Val	P.Value	t	B	logFC	Gene
A_32_P49309	7.97E-01	5.59E-01	-0.58996547	-6.21306553	-1.11E-01	MRO
A_23_P4545	8.37E-01	6.26E-01	0.4920907	-6.26553397	7.91E-02	MRO
A_33_P3272508	5.41E-02	5.80E-03	2.93335822	-2.54406652	2.45E-01	MRP63
A_23_P84821	8.05E-01	5.73E-01	-0.56937132	-6.22488032	-7.79E-02	MRPL1
A_23_P218423	2.84E-01	8.11E-02	-1.79451797	-4.847106	-2.11E-01	MRPL10
A_33_P3228959	5.41E-01	2.51E-01	-1.16602275	-5.71970408	-7.26E-02	MRPL11
A_23_P170352	8.70E-04	1.22E-05	5.06972167	3.21620023	3.65E-01	MRPL12
A_33_P3365810	3.45E-03	9.50E-05	4.39124197	1.27472926	4.16E-01	MRPL12
A_23_P44974	8.28E-01	6.10E-01	-0.51419378	-6.25450166	-5.89E-02	MRPL13
A_33_P3278540	8.77E-01	7.06E-01	0.38050899	-6.31391093	6.60E-02	MRPL14
A_23_P94174	7.56E-01	4.99E-01	-0.68296381	-6.15460285	-1.12E-01	MRPL15
A_23_P47497	9.17E-01	7.89E-01	0.27003462	-6.34970526	1.58E-02	MRPL16
A_23_P87257	4.29E-01	1.64E-01	-1.41957504	-5.40724812	-1.16E-01	MRPL17
A_23_P8339	1.43E-01	2.66E-02	-2.31191407	-3.90146126	-2.35E-01	MRPL18
A_33_P3223088	1.43E-01	2.66E-02	-2.31288776	-3.89951072	-3.20E-01	MRPL19
A_33_P3223082	1.54E-01	2.99E-02	-2.26124821	-4.00212182	-2.45E-01	MRPL19
A_23_P102262	3.83E-01	1.35E-01	-1.52892083	-5.25561739	-1.63E-01	MRPL19
A_23_P7941	7.64E-02	9.88E-03	-2.72458739	-3.02373892	-1.53E-01	MRPL2
A_24_P8768	9.13E-02	1.31E-02	-2.61130925	-3.27443897	-2.78E-01	MRPL20
A_23_P115955	7.49E-02	9.57E-03	-2.73731322	-2.99514143	-3.66E-01	MRPL21
A_23_P122233	8.46E-01	6.43E-01	-0.46678666	-6.2775769	-4.94E-02	MRPL22
A_23_P105044	2.82E-01	8.02E-02	-1.80005218	-4.83800905	-1.30E-01	MRPL23
A_23_P137848	4.25E-02	4.00E-03	-3.07505808	-2.20641216	-2.73E-01	MRPL24
A_23_P49768	8.51E-01	6.53E-01	-0.45336566	-6.28370957	-3.90E-02	MRPL27
A_23_P129513	1.60E-01	3.17E-02	-2.23576655	-4.05212128	-1.56E-01	MRPL28
A_23_P18422	1.31E-01	2.31E-02	-2.37262624	-3.77869683	-4.14E-01	MRPL3
A_24_P302695	1.41E-01	2.59E-02	-2.32438132	-3.87644075	-4.02E-01	MRPL30
A_33_P3272673	6.81E-01	4.01E-01	-0.84981587	-6.02896469	-8.13E-02	MRPL30
A_33_P3272668	8.85E-01	7.22E-01	-0.35860266	-6.32196864	-3.74E-02	MRPL30
A_23_P111753	2.57E-02	1.88E-03	-3.35572329	-1.51176559	-2.47E-01	MRPL32
A_33_P3304252	5.24E-01	2.36E-01	-1.20432975	-5.67609228	-1.86E-01	MRPL32
A_24_P285480	3.82E-01	1.34E-01	1.53209519	-5.25106792	1.33E-01	MRPL33
A_24_P125690	7.34E-01	4.70E-01	-0.73095525	-6.12117983	-7.57E-02	MRPL34
A_32_P16489	1.19E-01	2.00E-02	2.43534248	-3.6494811	2.67E-01	MRPL35
A_24_P371758	8.78E-01	7.07E-01	-0.37914893	-6.31442499	-3.13E-02	MRPL36
A_33_P3297921	4.03E-02	3.69E-03	-3.10575695	-2.13205384	-4.15E-01	MRPL37
A_23_P135474	3.20E-01	9.94E-02	-1.69166689	-5.01189228	-2.55E-01	MRPL37
A_23_P54963	3.58E-02	3.09E-03	-3.17196262	-1.97028981	-2.39E-01	MRPL38
A_33_P3386532	8.95E-01	7.41E-01	-0.33246442	-6.33096237	-4.47E-02	MRPL38
A_23_P143446	1.18E-01	1.96E-02	-2.44205955	-3.63549974	-1.62E-01	MRPL39
A_33_P3390477	7.64E-01	5.11E-01	-0.66349034	-6.16753494	-4.92E-02	MRPL4
A_24_P228667	9.61E-01	8.93E-01	-0.13521624	-6.37696567	-1.31E-02	MRPL40
A_32_P115130	5.09E-03	1.69E-04	-4.19639915	0.72987426	-2.94E-01	MRPL41
A_24_P352445	1.94E-01	4.33E-02	-2.09518848	-4.32021685	-3.05E-01	MRPL42
A_23_P398491	8.28E-01	6.11E-01	0.51382621	-6.25468904	1.20E-01	MRPL42P5
A_33_P3263824	5.01E-01	2.18E-01	-1.25458173	-5.61691847	-9.56E-02	MRPL43
A_23_P346384	9.40E-01	8.40E-01	0.20282837	-6.36555648	3.47E-02	MRPL43
A_23_P90589	9.13E-02	1.31E-02	-2.61194336	-3.27305527	-3.27E-01	MRPL44
A_32_P9575	3.56E-01	1.19E-01	-1.59895743	-5.15333617	-1.35E-01	MRPL45
A_23_P113623	3.57E-01	1.20E-01	-1.59365979	-5.1612116	-2.23E-01	MRPL45
A_32_P209989	6.60E-02	7.87E-03	2.81473276	-2.81933596	1.90E-01	MRPL46
A_23_P502425	8.88E-01	7.28E-01	-0.35075792	-6.32473884	-5.21E-02	MRPL47
A_23_P162106	8.75E-01	7.01E-01	0.38700787	-6.31142936	7.11E-02	MRPL48
A_24_P201491	1.61E-01	3.19E-02	-2.23217618	-4.05913218	-2.24E-01	MRPL49
A_23_P253412	9.98E-01	9.95E-01	-0.00665601	-6.3860756	-2.18E-03	MRPL50
A_23_P99138	7.68E-01	5.16E-01	-0.65605611	-6.17237571	-6.77E-02	MRPL51
A_24_P57730	5.12E-01	2.27E-01	-1.23030863	-5.64577797	-2.65E-01	MRPL52
A_24_P409330	9.27E-01	8.11E-01	-0.24126556	-6.35704048	-1.46E-02	MRPL52
A_24_P371194	3.19E-01	9.86E-02	-1.69580688	-5.00541766	-3.56E-01	MRPL53
A_23_P102258	4.29E-01	1.65E-01	-1.41826445	-5.40900504	-1.04E-01	MRPL53
A_23_P101742	6.23E-01	3.34E-01	0.97992481	-5.91281953	6.04E-02	MRPL54
A_24_P160440	2.46E-02	1.76E-03	-3.37859167	-1.45377308	-2.90E-01	MRPL55
A_23_P34956	1.39E-01	2.54E-02	-2.3324095	-3.86027698	-2.70E-01	MRPL9
A_24_P209285	1.11E-01	1.79E-02	-2.48171691	-3.55240265	-3.81E-01	MRPS10
A_23_P48977	1.06E-01	1.66E-02	-2.5131807	-3.48581015	-3.16E-01	MRPS11
A_24_P569294	3.20E-01	9.93E-02	-1.69179251	-5.01169602	-1.17E-01	MRPS12
A_23_P62731	4.01E-01	1.46E-01	-1.48619714	-5.3160432	-1.33E-01	MRPS14
A_23_P114826	3.46E-01	1.13E-01	-1.62437108	-5.11524333	-1.38E-01	MRPS15
A_33_P3320393	2.59E-02	1.90E-03	3.35213963	-1.52083545	4.40E-01	MRPS16
A_33_P3326256	2.42E-01	6.21E-02	-1.92563768	-4.6254058	-2.48E-01	MRPS16
A_23_P258321	1.90E-01	4.20E-02	-2.10913937	-4.29420817	-3.69E-01	MRPS17
A_33_P3244168	9.70E-01	9.16E-01	0.1064879	-6.38043332	1.57E-02	MRPS17
A_23_P122387	3.19E-01	9.88E-02	-1.69467645	-5.00718691	-1.10E-01	MRPS18A
A_33_P3336992	2.48E-02	1.78E-03	-3.37488573	-1.4631845	-2.19E-01	MRPS18B
A_23_P59107	2.99E-02	2.35E-03	-3.2729737	-1.71992468	-2.37E-01	MRPS18B
A_23_P81212	5.33E-01	2.44E-01	-1.183702	-5.69973822	-1.57E-01	MRPS18C
A_33_P3316233	7.55E-01	4.97E-01	-0.68560253	-6.15282248	-1.35E-01	MRPS18C
A_23_P135104	4.65E-01	1.90E-01	-1.33480176	-5.51789392	-6.65E-02	MRPS2
A_23_P86182	2.97E-01	8.72E-02	-1.75807152	-4.90643237	-2.00E-01	MRPS21
A_23_P72138	3.66E-01	1.25E-01	-1.57195379	-5.1932433	-1.31E-01	MRPS22
A_23_P106998	7.41E-01	4.78E-01	-0.71630622	-6.13161568	-7.16E-02	MRPS23
A_23_P42884	1.18E-01	1.96E-02	-2.44256803	-3.63444026	-3.31E-01	MRPS24
A_33_P3266444	7.59E-01	5.03E-01	-0.67627085	-6.15908867	-1.16E-01	MRPS25
A_23_P252536	5.16E-02	5.39E-03	-2.96205204	-2.47645031	-3.60E-01	MRPS26
A_23_P133332	3.20E-02	2.62E-03	-3.23405144	-1.81689415	-2.30E-01	MRPS27
A_23_P169050	4.55E-01	1.83E-01	-1.35921136	-5.48666171	-1.34E-01	MRPS28
A_23_P252362	7.03E-01	4.28E-01	-0.80186274	-6.06777743	-1.18E-01	MRPS30
A_23_P162807	9.38E-02	1.36E-02	-2.59374292	-3.31268064	-1.83E-01	MRPS31
A_23_P157352	1.80E-01	3.83E-02	-2.15040395	-4.21650057	-2.64E-01	MRPS33
A_33_P3422931	1.64E-01	3.30E-02	-2.2176775	-4.08735769	-1.61E-01	MRPS34
A_23_P25073	8.24E-02	1.11E-02	-2.67736996	-3.12908855	-3.80E-01	MRPS35
A_23_P29575	3.22E-01	1.00E-01	-1.68663572	-5.01974254	-1.36E-01	MRPS36
A_33_P3281196	8.22E-01	5.99E-01	-0.53051037	-6.24605135	-7.42E-02	MRPS36
A_33_P3386955	4.19E-01	1.58E-01	-1.44222981	-5.37665009	-1.93E-01	MRPS5
A_23_P28538	5.80E-01	2.88E-01	1.07772159	-5.81524378	7.97E-02	MRPS5
A_23_P102890	2.03E-01	4.68E-02	-2.05928465	-4.38653475	-3.58E-01	MRPS6
A_23_P3979	7.61E-01	5.07E-01	0.67042596	-6.16297087	6.94E-02	MRPS7
A_23_P154315	1.82E-01	3.91E-02	-2.14175314	-4.23288718	-3.27E-01	MRPS9
A_33_P3398809	1.43E-01	2.67E-02	-2.31074793	-3.90379655	-2.43E-01	MRRF
A_24_P175427	6.72E-01	3.90E-01	0.86959514	-6.01232549	7.73E-02	MRRF
A_33_P3255814	7.48E-01	4.88E-01	-0.70066544	-6.1425315	-1.30E-01	MRS2
A_33_P3372281	8.58E-01	6.67E-01	-0.43428458	-6.29212412	-4.92E-02	MRS2
A_33_P3265444	8.41E-01	6.34E-01	0.48072812	-6.27101935	5.25E-02	MRS2P2
A_33_P3357580	5.29E-01	2.41E-01	1.1915118	-5.69083	7.24E-02	MRTO4
A_33_P3311403	8.29E-01	6.12E-01	0.51217626	-6.25552848	9.35E-02	MRVI1
A_33_P3406567	2.71E-01	7.51E-02	1.8326126	-4.78401802	5.15E-01	MS4A1
A_33_P3350378	8.75E-01	7.02E-01	0.38561522	-6.31196465	9.75E-03	MS4A10
A_23_P127760	9.00E-01	7.51E-01	-0.31981607	-6.33507174	-8.74E-03	MS4A12
A_33_P3386681	8.83E-01	7.18E-01	-0.36454292	-6.3198305	-1.49E-02	MS4A13
A_33_P3290577	5.47E-01	2.58E-01	1.15029005	-5.73723782	3.07E-01	MS4A14
A_23_P98565	6.72E-01	3.89E-01	0.87131965	-6.01085737	2.53E-01	MS4A14
A_33_P3312499	9.88E-01	9.66E-01	0.04316575	-6.38516686	3.20E-03	MS4A15
A_23_P1904	1.58E-01	3.09E-02	2.2458761	-4.03233517	2.16E-01	MS4A2
A_33_P3295313	3.33E-01	1.06E-01	1.65843621	-5.06337463	1.83E-01	MS4A2
A_23_P161909	9.60E-01	8.90E-01	0.13907373	-6.37643734	2.90E-02	MS4A3
A_23_P75769	6.73E-01	3.91E-01	0.86869712	-6.01308889	3.67E-01	MS4A4A
A_33_P3402269	9.34E-01	8.27E-01	-0.21952702	-6.36203739	-5.53E-03	MS4A4E
A_23_P104972	4.18E-01	1.57E-01	1.44397006	-5.37428187	2.03E-01	MS4A5
A_23_P203376	6.76E-03	2.58E-04	4.05364237	0.33563571	9.90E-01	MS4A6A
A_23_P36120	4.90E-01	2.09E-01	1.27894519	-5.58743392	5.11E-01	MS4A6A
A_23_P416238	9.03E-01	7.59E-01	0.30932756	-6.33835921	1.45E-02	MS4A6E
A_33_P3352098	2.80E-01	7.92E-02	1.80649731	-4.82738546	5.97E-01	MS4A7
A_23_P139146	9.61E-01	8.91E-01	-0.13752218	-6.37665163	-8.94E-03	MS4A8B
A_23_P256948	7.03E-01	4.28E-01	-0.80170498	-6.06790154	-2.01E-01	MSC
A_33_P3291379	8.35E-01	6.23E-01	0.49591443	-6.26365961	1.00E-01	MSGN1
A_23_P102471	4.65E-01	1.90E-01	-1.33571647	-5.51673275	-3.45E-01	MSH2
A_33_P3287502	6.65E-01	3.81E-01	-0.88734181	-5.99708428	-1.54E-01	MSH2
A_23_P122001	1.93E-01	4.28E-02	-2.09953045	-4.31213644	-2.11E-01	MSH3
A_23_P74068	2.16E-01	5.16E-02	2.01323551	-4.47027498	5.09E-01	MSH4
A_33_P3346222	7.64E-01	5.10E-01	0.66565909	-6.16611274	7.39E-02	MSH5
A_33_P3233081	9.47E-01	8.59E-01	0.17956563	-6.36999605	4.87E-02	MSH5
A_23_P102202	3.61E-01	1.22E-01	-1.58457174	-5.17466918	-1.27E-01	MSH6
A_23_P139795	2.86E-01	8.21E-02	1.78869247	-4.85665664	1.76E-01	MSI1
A_23_P44195	2.47E-01	6.42E-02	-1.90957303	-4.65325291	-2.12E-01	MSI2
A_23_P369479	9.71E-01	9.18E-01	-0.10365331	-6.38073082	-1.29E-02	MSI2
A_33_P3356341	2.27E-01	5.58E-02	-1.97619368	-4.53654653	-1.76E-01	MSL1
A_33_P3266873	3.41E-01	1.10E-01	-1.63688242	-5.09630032	-2.28E-01	MSL1
A_23_P132438	5.79E-01	2.88E-01	-1.07782824	-5.81513262	-1.27E-01	MSL2
A_23_P217778	6.27E-01	3.37E-01	-0.9724983	-5.91987145	-2.12E-01	MSL3
A_33_P3330872	7.84E-01	5.39E-01	-0.62024864	-6.19494527	-1.22E-01	MSL3
A_23_P353514	8.71E-01	6.93E-01	-0.39765998	-6.30727178	-6.81E-02	MSL3
A_32_P235159	4.59E-01	1.85E-01	-1.34989392	-5.49864359	-2.15E-01	MSL3P1
A_23_P77529	5.83E-01	2.92E-01	1.06986017	-5.82340933	1.83E-01	MSLN
A_33_P3333955	8.52E-01	6.55E-01	0.4500475	-6.28519853	1.18E-01	MSLNL
A_24_P146683	5.67E-01	2.77E-01	-1.10487006	-5.78661552	-2.32E-01	MSMB
A_33_P3307113	5.57E-02	6.07E-03	-2.9160272	-2.58471504	-4.65E-01	MSMP
A_23_P73589	4.75E-01	1.98E-01	-1.31216435	-5.54640156	-2.62E-01	MSN
A_33_P3379326	4.89E-01	2.08E-01	1.28198424	-5.58371982	5.87E-01	MSR1
A_24_P372223	6.86E-01	4.06E-01	0.83997592	-6.03710567	9.72E-02	MSR1
A_23_P392942	9.08E-01	7.68E-01	0.29773772	-6.34186507	1.35E-01	MSR1
A_23_P61426	4.01E-01	1.46E-01	-1.48669992	-5.31534085	-2.13E-01	MSRA
A_23_P97932	5.17E-02	5.41E-03	-2.96071331	-2.47961372	-1.84E-01	MSRB2
A_33_P3278318	3.61E-01	1.22E-01	-1.5857982	-5.17285691	-2.60E-01	MSRB2
A_33_P3278313	8.74E-01	6.99E-01	0.39013434	-6.31022068	6.18E-02	MSRB3
A_24_P148796	6.06E-02	6.91E-03	2.86553087	-2.70231437	2.39E-01	MST1
A_33_P3256550	7.08E-03	2.76E-04	4.03044751	0.27201944	2.65E-01	MST152
A_23_P340376	1.73E-01	3.60E-02	-2.17811207	-4.16367589	-1.79E-01	MST1P9
A_23_P256312	6.31E-01	3.42E-01	0.96217325	-5.92959123	8.59E-02	MST1R
A_23_P32414	8.21E-01	5.99E-01	0.53113215	-6.24572418	2.13E-02	MST4
A_23_P165727	7.89E-01	5.47E-01	-0.60787601	-6.20245585	-3.00E-02	MSTN
A_33_P3333527	1.16E-01	1.91E-02	-2.45397838	-3.61062422	-2.81E-01	MSTO1
A_23_P630	8.27E-01	6.08E-01	-0.51751815	-6.25280107	-4.10E-02	MSTO1
A_33_P3351934	5.83E-03	2.08E-04	4.12757342	0.53923966	4.50E-01	MSTO2P
A_23_P110430	7.18E-01	4.48E-01	-0.76770585	-6.0940983	-1.95E-01	MSX1
A_24_P132008	9.73E-01	9.24E-01	0.09612321	-6.38148218	2.10E-02	MSX2
A_32_P169179	9.51E-01	8.67E-01	-0.16849817	-6.37191895	-3.62E-02	MSX2P1
A_23_P54840	5.49E-02	5.92E-03	-2.92539444	-2.56276295	-4.45E-01	MT1A
A_23_P37983	3.34E-01	1.07E-01	-1.65518387	-5.06836651	-3.19E-01	MT1B
A_33_P3780505	6.57E-01	3.71E-01	-0.90538939	-5.98128293	-6.44E-02	MT1DP
A_23_P206724	2.23E-01	5.45E-02	-1.98798162	-4.51556288	-4.00E-01	MT1E
A_23_P15174	9.19E-01	7.91E-01	0.26633773	-6.35069389	8.35E-02	MT1F
A_33_P3233645	7.45E-01	4.84E-01	0.70674226	-6.13831826	2.35E-01	MT1G
A_33_P3315314	9.47E-02	1.38E-02	-2.5878157	-3.32554486	-4.43E-01	MT1H
A_33_P3368313	7.62E-01	5.08E-01	0.66934852	-6.16368293	2.87E-01	MT1H
A_33_P3367293	6.82E-01	4.02E-01	0.84789692	-6.03055946	1.04E-01	MT1IP
A_23_P427703	3.28E-01	1.03E-01	-1.67164661	-5.04301264	-3.43E-01	MT1L
A_23_P66241	6.66E-01	3.83E-01	-0.88337611	-6.00051567	-2.16E-01	MT1M
A_33_P3350056	3.64E-01	1.24E-01	-1.57628303	-5.18688499	-3.97E-01	MT1X
A_33_P3236868	4.85E-01	2.05E-01	-1.29149631	-5.5720431	-3.73E-01	MT1X
A_23_P106844	5.72E-01	2.81E-01	-1.0942611	-5.79788191	-2.73E-01	MT2A
A_23_P129629	5.81E-01	2.89E-01	-1.07528184	-5.8177839	-1.04E-01	MT3
A_23_P152398	7.91E-01	5.51E-01	-0.60204791	-6.20594236	-6.78E-02	MT4
A_33_P3359306	3.66E-01	1.25E-01	-1.57259106	-5.19230829	-1.42E-01	MTA1
A_23_P203420	7.76E-01	5.28E-01	-0.63732706	-6.18433503	-5.76E-02	MTA2
A_23_P154522	6.73E-01	3.91E-01	-0.86792619	-6.01374365	-5.40E-02	MTA3
A_33_P3329108	4.18E-01	1.57E-01	1.44508103	-5.37276867	2.02E-01	MTAP
A_24_P51118	6.35E-01	3.46E-01	0.95437655	-5.93686567	1.06E-01	MTAP
A_24_P297888	8.28E-01	6.09E-01	-0.5154538	-6.25385837	-6.13E-02	MTAP
A_23_P357794	9.39E-01	8.39E-01	-0.20446836	-6.36522315	-4.03E-02	MTBP
A_33_P3379157	5.07E-03	1.69E-04	-4.19762314	0.73327361	-4.09E-01	MTCH1
A_23_P145388	6.46E-02	7.62E-03	-2.82729118	-2.79052688	-5.86E-01	MTCH1
A_24_P934563	8.01E-02	1.06E-02	-2.69459452	-3.09079697	-3.14E-01	MTCH2
A_24_P324520	9.93E-01	9.80E-01	-0.02513015	-6.38578223	-5.91E-03	MTCP1
A_23_P11295	3.82E-01	1.34E-01	-1.53258268	-5.25036852	-1.32E-01	MTCP1NB
A_33_P3234168	4.18E-01	1.57E-01	-1.44465098	-5.37335455	-4.53E-01	MTDH
A_23_P408108	9.93E-01	9.79E-01	0.02683689	-6.38573792	5.15E-03	MTERF
A_23_P43071	6.76E-01	3.95E-01	-0.86181119	-6.01891748	-7.47E-02	MTERFD1
A_24_P186124	2.89E-01	8.33E-02	-1.78127787	-4.86877515	-2.03E-01	MTERFD2
A_33_P3316313	6.44E-01	3.57E-01	-0.9339946	-5.95561671	-9.72E-02	MTERFD2
A_33_P3316310	9.58E-01	8.85E-01	-0.14560202	-6.37550939	-1.23E-02	MTERFD2
A_23_P53530	5.49E-01	2.59E-01	-1.14586472	-5.74212996	-1.24E-01	MTERFD3
A_33_P3294237	1.43E-01	2.66E-02	-2.31284158	-3.89960323	-2.30E-01	MTF1
A_23_P46333	1.30E-01	2.27E-02	-2.38026416	-3.76308942	-1.73E-01	MTF2
A_23_P117727	1.89E-01	4.17E-02	-2.11208188	-4.28870539	-3.19E-01	MTFMT
A_23_P29204	9.00E-01	7.52E-01	-0.31870707	-6.33542449	-7.70E-02	MTFP1
A_24_P346587	5.94E-01	3.03E-01	-1.04528013	-5.84857864	-2.07E-01	MTFR1
A_33_P3380263	8.16E-01	5.89E-01	0.54502647	-6.2383152	8.52E-02	MTG1
A_23_P117494	1.56E-01	3.06E-02	-2.25134051	-4.02161264	-2.86E-01	MTHFD1
A_23_P214907	8.01E-02	1.06E-02	-2.69500359	-3.08988561	-2.67E-01	MTHFD1L
A_32_P135243	1.64E-01	3.29E-02	-2.21834589	-4.08605953	-3.11E-01	MTHFD1L
A_24_P235049	6.69E-01	3.86E-01	-0.87841847	-6.00478465	-1.40E-01	MTHFD1L
A_23_P120316	7.01E-01	4.26E-01	-0.80531838	-6.06505301	-2.89E-01	MTHFD2
A_33_P3366258	2.18E-01	5.24E-02	2.00589087	-4.48349291	5.06E-01	MTHFD2L
A_23_P112846	7.40E-01	4.77E-01	-0.71930799	-6.12949394	-4.93E-02	MTHFD2L
A_23_P404045	4.61E-01	1.87E-01	1.34603345	-5.50358626	1.05E-01	MTHFR
A_23_P400078	8.21E-01	5.99E-01	0.53113202	-6.24572425	9.55E-02	MTHFR
A_23_P163380	3.94E-02	3.57E-03	-3.11788601	-2.10256042	-1.59E-01	MTHFS
A_23_P100455	5.25E-01	2.38E-01	-1.20080991	-5.68015376	-1.70E-01	MTHFSD
A_33_P3357143	9.78E-01	9.38E-01	0.07815681	-6.38304619	3.10E-03	MTIF2
A_23_P40072	9.98E-01	9.94E-01	0.00807586	-6.38606515	1.20E-03	MTIF2
A_23_P53788	2.37E-01	6.01E-02	-1.9409286	-4.59872507	-2.02E-01	MTIF3
A_24_P25234	5.37E-01	2.48E-01	1.17456794	-5.71008832	5.56E-02	MTL5
A_23_P161507	9.58E-01	8.85E-01	-0.14556229	-6.37551517	-1.88E-02	MTL5
A_23_P62133	4.47E-01	1.77E-01	-1.37695615	-5.46363773	-2.11E-01	MTM1
A_33_P3389168	9.32E-01	8.23E-01	-0.22549654	-6.36071203	-4.62E-02	MTM1
A_23_P73530	5.44E-01	2.54E-01	-1.15816289	-5.72849129	-1.34E-01	MTMR1
A_33_P3327097	5.81E-01	2.90E-01	-1.07349343	-5.81964247	-2.65E-01	MTMR1
A_33_P3861706	8.15E-01	5.87E-01	-0.54768448	-6.23687641	-1.12E-01	MTMR10
A_33_P3225096	8.43E-01	6.38E-01	0.47485705	-6.27380411	7.82E-02	MTMR10
A_33_P3334590	9.27E-01	8.10E-01	-0.24169457	-6.35693714	-3.83E-02	MTMR10
A_33_P3393927	9.73E-01	9.24E-01	-0.0960014	-6.38149387	-1.23E-02	MTMR11
A_24_P354615	1.17E-01	1.94E-02	-2.44686706	-3.62547638	-2.33E-01	MTMR12
A_33_P3251322	1.46E-02	8.06E-04	3.65853027	-0.72872269	2.34E-01	MTMR14
A_32_P9842	3.97E-02	3.61E-03	-3.11381945	-2.11245597	-2.74E-01	MTMR14
A_24_P406830	9.89E-02	1.48E-02	2.56006903	-3.38549978	2.74E-01	MTMR2
A_23_P64019	5.52E-01	2.61E-01	-1.14078085	-5.74772854	-1.97E-01	MTMR2
A_33_P3235335	4.91E-01	2.10E-01	1.27757507	-5.58910574	8.03E-02	MTMR3
A_33_P3235330	6.17E-01	3.26E-01	0.99511013	-5.8982422	1.17E-01	MTMR3
A_24_P382119	1.35E-01	2.42E-02	-2.35308956	-3.81845347	-3.51E-01	MTMR4
A_24_P419211	4.65E-01	1.90E-01	-1.33663041	-5.51557183	-2.17E-01	MTMR6
A_33_P3261222	2.67E-01	7.30E-02	-1.84676358	-4.76030443	-4.39E-01	MTMR7
A_23_P84995	7.89E-01	5.48E-01	0.60707484	-6.20293708	6.48E-02	MTMR8
A_24_P261052	1.04E-01	1.61E-02	-2.52542813	-3.45973169	-5.68E-01	MTMR9
A_33_P3354975	4.43E-01	1.74E-01	1.3872452	-5.45016496	1.44E-01	MTMR9LP
A_24_P160413	8.77E-01	7.05E-01	-0.38168252	-6.31346591	-6.60E-02	MTMR9LP
A_24_P266019	6.99E-01	4.23E-01	0.8107437	-6.06075293	3.42E-02	MTNR1A
A_23_P127418	8.92E-01	7.35E-01	-0.34126452	-6.32800986	-7.84E-02	MTNR1B
A_23_P145068	2.66E-01	7.29E-02	-1.84760899	-4.75888299	-2.58E-01	MTO1
A_23_P34606	6.78E-02	8.21E-03	-2.79803453	-2.85751711	-2.89E-01	MTOR
A_23_P1145	1.58E-01	3.10E-02	-2.24577267	-4.03253793	-3.02E-01	MTPAP
A_24_P55465	2.75E-01	7.68E-02	-1.82200987	-4.80168707	-4.81E-01	MTPN
A_24_P67806	2.84E-01	8.12E-02	-1.7940744	-4.84783413	-1.90E-01	MTR
A_23_P200936	4.56E-01	1.84E-01	-1.35575136	-5.4911198	-1.86E-01	MTR
A_33_P3389917	8.02E-01	5.67E-01	-0.57782811	-6.22007852	-6.43E-02	MTR
A_24_P349821	2.89E-01	8.37E-02	1.77916993	-4.87221273	1.87E-01	MTRF1
A_23_P37005	7.58E-01	5.02E-01	-0.67870537	-6.15746196	-7.79E-02	MTRF1
A_23_P214882	7.98E-01	5.61E-01	-0.58623703	-6.21523504	-1.18E-01	MTRF1L
A_33_P3352449	9.78E-01	9.38E-01	-0.078514	-6.38301823	-9.79E-03	MTRF1L
A_33_P3304377	2.01E-01	4.59E-02	-2.06765747	-4.37114927	-1.93E-01	MTRR
A_23_P252211	9.23E-01	8.02E-01	-0.25237586	-6.35430517	-2.22E-02	MTRR
A_23_P347632	4.27E-01	1.63E-01	-1.42262076	-5.40315958	-2.46E-01	MTSS1
A_33_P3354256	8.88E-01	7.28E-01	-0.35017116	-6.3249436	-6.32E-02	MTSS1
A_23_P403745	9.86E-01	9.60E-01	0.05106935	-6.38479478	6.73E-03	MTSS1L
A_33_P3215457	6.03E-01	3.12E-01	-1.02472829	-5.86920118	-1.18E-01	MTTP
A_33_P3352253	2.58E-01	6.92E-02	1.87304679	-4.71586333	2.91E-01	MTUS1
A_23_P347169	8.30E-01	6.14E-01	0.50836274	-6.25745849	9.83E-02	MTUS1
A_23_P425990	1.71E-01	3.54E-02	2.18544622	-4.14960749	2.63E-01	MTUS2
A_33_P3293858	8.58E-01	6.68E-01	-0.43312648	-6.29262331	-1.28E-01	MTUS2
A_33_P3332302	1.95E-01	4.36E-02	2.09128746	-4.3274656	2.17E-01	MTVR2
A_23_P137865	7.29E-01	4.63E-01	-0.7424389	-6.11285573	-4.09E-02	MTX1
A_23_P120335	2.43E-01	6.27E-02	-1.92112695	-4.63324393	-2.56E-01	MTX2
A_33_P3356846	4.43E-01	1.74E-01	-1.38714464	-5.45029708	-1.76E-01	MTX3
A_23_P137856	2.13E-01	5.06E-02	2.02284592	-4.45292171	2.35E-01	MUC1
A_33_P3332215	4.17E-01	1.57E-01	1.44620641	-5.37123481	1.14E-01	MUC1
A_24_P658413	2.05E-01	4.73E-02	2.05351273	-4.3971125	2.59E-01	MUC12
A_32_P504827	8.05E-01	5.73E-01	0.56925056	-6.22494839	1.46E-01	MUC12
A_33_P3352038	9.56E-01	8.79E-01	0.15363841	-6.37430871	3.72E-02	MUC12
A_23_P155236	8.32E-01	6.18E-01	-0.50369526	-6.25980135	-3.69E-02	MUC13
A_23_P24332	9.28E-01	8.14E-01	-0.23704379	-6.35804769	-2.19E-02	MUC15
A_33_P3313110	4.96E-01	2.14E-01	1.26537854	-5.60391604	3.02E-01	MUC16
A_23_P5211	5.85E-01	2.94E-01	1.0658008	-5.82760383	1.17E-01	MUC16
A_24_P169507	5.71E-01	2.80E-01	1.09574262	-5.79631468	2.66E-01	MUC17
