ID	adj.P.Val	P.Value	t	B	logFC	Gene
A_33_P3368646	7.61E-01	5.06E-01	0.67247791	-6.1616117	9.72E-02	CNKSR3
A_23_P134085	9.45E-01	8.54E-01	0.18562107	-6.3688923	6.32E-02	CNKSR3
A_23_P125233	4.85E-02	4.90E-03	-2.99833744	-2.39038643	-5.49E-01	CNN1
A_24_P142743	8.53E-01	6.57E-01	0.44759385	-6.28629261	1.20E-01	CNN2
A_23_P138168	7.39E-01	4.76E-01	-0.72068124	-6.12852042	-1.67E-01	CNN3
A_23_P46947	9.46E-01	8.56E-01	-0.1831378	-6.36934936	-2.65E-02	CNNM1
A_23_P24044	3.52E-01	1.16E-01	1.60905424	-5.13826389	1.87E-01	CNNM2
A_24_P93896	9.45E-01	8.52E-01	0.18826812	-6.36839833	2.42E-02	CNNM2
A_33_P3255274	2.66E-01	7.25E-02	1.85021266	-4.7545019	1.84E-01	CNNM3
A_23_P119923	9.47E-02	1.38E-02	-2.58770227	-3.32579085	-3.97E-01	CNNM4
A_23_P69670	9.14E-01	7.82E-01	-0.27828483	-6.34745002	-5.27E-02	CNO
A_24_P101114	2.82E-01	8.02E-02	-1.80020933	-4.8377504	-1.13E-01	CNOT1
A_23_P112652	4.76E-01	1.98E-01	-1.31027497	-5.54876093	-1.50E-01	CNOT10
A_33_P3287690	4.23E-01	1.61E-01	1.43228582	-5.39013369	2.56E-01	CNOT2
A_23_P162336	7.91E-01	5.49E-01	-0.60428375	-6.20460871	-4.32E-02	CNOT2
A_33_P3287685	6.23E-01	3.33E-01	-0.98033505	-5.91242851	-1.03E-01	CNOT3
A_33_P3271171	7.01E-01	4.25E-01	-0.80635149	-6.06423632	-8.07E-02	CNOT3
A_23_P300781	1.09E-02	5.26E-04	-3.80812057	-0.33085233	-2.68E-01	CNOT4
A_24_P187351	1.99E-01	4.53E-02	-2.07375938	-4.35990601	-1.73E-01	CNOT4
A_33_P3254291	3.30E-01	1.04E-01	-1.66578763	-5.05206044	-3.53E-01	CNOT4
A_23_P156993	6.59E-01	3.74E-01	-0.90058314	-5.98552066	-7.29E-02	CNOT4
A_24_P941922	7.84E-01	5.40E-01	-0.61923471	-6.19556633	-7.77E-02	CNOT4
A_24_P940125	3.42E-01	1.11E-01	-1.63295651	-5.10225784	-1.48E-01	CNOT6
A_33_P3249214	6.76E-02	8.16E-03	2.80038764	-2.85214527	2.78E-01	CNOT6L
A_33_P3277943	1.89E-01	4.16E-02	-2.11296451	-4.28705363	-1.95E-01	CNOT6L
A_32_P141262	6.36E-01	3.48E-01	-0.95121131	-5.93980285	-1.41E-01	CNOT7
A_23_P394166	7.48E-01	4.88E-01	-0.70067376	-6.14252576	-1.33E-01	CNOT7
A_23_P110846	7.34E-01	4.69E-01	-0.73244697	-6.12010565	-1.18E-01	CNOT8
A_23_P21838	3.55E-01	1.18E-01	-1.59962489	-5.15234233	-4.00E-01	CNP
A_33_P3250383	5.95E-01	3.04E-01	-1.04288771	-5.85099909	-2.53E-01	CNP
A_24_P128683	8.04E-01	5.71E-01	0.57210757	-6.22333427	3.45E-02	CNPPD1
A_33_P3220352	3.09E-01	9.35E-02	-1.72308736	-4.96241862	-4.40E-01	CNPY1
A_33_P3220347	6.12E-01	3.22E-01	1.00510718	-5.88852979	1.40E-01	CNPY1
A_23_P53288	1.92E-02	1.22E-03	-3.51233208	-1.11076174	-2.82E-01	CNPY2
A_24_P277747	4.98E-01	2.15E-01	-1.26154817	-5.60854053	-9.43E-02	CNPY3
A_23_P19352	9.23E-01	8.02E-01	-0.25225434	-6.35433575	-1.95E-02	CNPY3
A_23_P157038	8.42E-01	6.35E-01	-0.47917896	-6.27175742	-3.61E-02	CNPY4
A_23_P214208	7.71E-02	1.00E-02	-2.71843716	-3.03752885	-8.45E-01	CNR1
A_23_P310931	2.69E-01	7.42E-02	1.838724	-4.77379523	1.71E-01	CNR2
A_23_P329353	2.43E-01	6.28E-02	-1.92002433	-4.63515765	-4.35E-01	CNRIP1
A_33_P3280237	6.24E-01	3.35E-01	-0.97771035	-5.91492761	-2.48E-01	CNRIP1
A_33_P3350621	7.66E-01	5.14E-01	-0.65957746	-6.17008943	-4.13E-02	CNRIP1
A_33_P3376379	3.05E-01	9.15E-02	-1.73363776	-4.9456341	-2.38E-01	CNST
A_33_P3424467	4.12E-01	1.53E-01	1.45985141	-5.35255283	1.51E-01	CNST
A_33_P3424462	6.99E-01	4.23E-01	-0.81125205	-6.06034859	-1.80E-01	CNST
A_33_P3315320	3.98E-01	1.44E-01	1.49280642	-5.30679382	3.83E-01	CNTD1
A_33_P3315331	9.12E-02	1.30E-02	2.61219823	-3.27249905	3.16E-01	CNTD2
A_33_P3256778	5.54E-01	2.64E-01	1.13417514	-5.75496849	2.42E-01	CNTF
A_23_P9402	8.35E-01	6.22E-01	0.49754284	-6.26285704	4.23E-02	CNTFR
A_33_P3367247	5.67E-02	6.24E-03	2.90538879	-2.60959446	6.31E-01	CNTLN
A_33_P3367251	1.04E-01	1.60E-02	2.52824717	-3.45371675	3.72E-01	CNTLN
A_23_P157963	8.24E-01	6.03E-01	-0.52430073	-6.24929793	-1.08E-01	CNTLN
A_33_P3296240	8.65E-01	6.81E-01	-0.41474837	-6.30036849	-8.07E-02	CNTLN
A_33_P3409090	3.55E-02	3.06E-03	-3.17601469	-1.9603281	-6.12E-01	CNTN1
A_23_P390700	6.27E-02	7.29E-03	-2.8449403	-2.74990464	-5.57E-01	CNTN1
A_24_P114142	8.71E-01	6.93E-01	-0.39849594	-6.30694077	-1.03E-01	CNTN2
A_24_P71649	2.12E-01	5.00E-02	-2.02795782	-4.44366471	-6.44E-01	CNTN3
A_23_P144020	3.19E-01	9.86E-02	-1.69565005	-5.00566318	-2.14E-01	CNTN4
A_23_P503059	1.89E-01	4.15E-02	-2.11411693	-4.28489617	-5.21E-01	CNTN5
A_33_P3329378	7.17E-04	9.06E-06	5.1657141	3.49460584	3.51E-01	CNTN6
A_23_P411113	8.44E-01	6.40E-01	0.47197958	-6.27515661	3.85E-02	CNTNAP1
A_33_P3367196	9.86E-01	9.61E-01	0.04898987	-6.38489873	9.52E-03	CNTNAP2
A_24_P418203	4.15E-02	3.86E-03	-3.08849719	-2.1739116	-3.41E-01	CNTNAP3
A_23_P9135	6.51E-02	7.71E-03	-2.82252128	-2.80147851	-3.62E-01	CNTNAP3
A_33_P3422728	6.70E-01	3.87E-01	-0.87500116	-6.0077139	-1.17E-01	CNTNAP3
A_33_P3321372	8.88E-01	7.28E-01	-0.35069343	-6.32476136	-4.73E-02	CNTNAP3
A_33_P3253365	1.13E-01	1.82E-02	2.47412509	-3.568383	1.70E-01	CNTNAP3B
A_33_P3281667	2.15E-01	5.13E-02	-2.01648118	-4.46442167	-2.19E-01	CNTNAP3B
A_33_P3321382	6.73E-01	3.91E-01	-0.86847812	-6.01327494	-2.33E-01	CNTNAP3B
A_23_P20532	8.48E-01	6.46E-01	0.46265125	-6.2794854	4.75E-02	CNTNAP3B
A_24_P27513	5.90E-01	2.98E-01	-1.05501696	-5.83867403	-2.12E-01	CNTNAP4
A_23_P355405	7.04E-01	4.29E-01	-0.80037912	-6.06894365	-1.34E-01	CNTNAP4
A_23_P56787	1.74E-01	3.65E-02	2.172615	-4.17419685	2.23E-01	CNTNAP5
A_23_P373109	5.12E-01	2.26E-01	-1.23109443	-5.64485178	-2.78E-01	CNTNAP5
A_33_P3257558	2.52E-01	6.65E-02	1.89249273	-4.68265307	6.44E-02	CNTRL
A_33_P3257568	7.19E-01	4.49E-01	0.76581007	-6.09552674	1.22E-01	CNTRL
A_33_P3257553	7.27E-01	4.59E-01	-0.74856788	-6.10836158	-1.18E-01	CNTRL
A_33_P3257554	7.86E-01	5.43E-01	0.61344291	-6.19909489	8.30E-02	CNTRL
A_23_P43580	8.05E-01	5.72E-01	-0.57051225	-6.22423655	-8.41E-02	CNTRL
A_24_P109554	9.32E-01	8.22E-01	0.22629674	-6.36053167	2.32E-02	CNTRL
A_23_P9761	3.89E-02	3.50E-03	-3.12550126	-2.08401005	-1.83E-01	CNTROB
A_23_P39910	1.33E-01	2.37E-02	-2.36288162	-3.79855658	-1.89E-01	COA5
A_33_P3351982	9.75E-01	9.30E-01	-0.08826591	-6.38220583	-6.98E-03	COA5
A_23_P4144	3.11E-01	9.44E-02	-1.7178944	-4.97064834	-1.54E-01	COASY
A_33_P3725227	5.24E-01	2.36E-01	-1.20391555	-5.67657078	-1.41E-01	COBL
A_33_P3327673	7.87E-01	5.44E-01	0.61322342	-6.19922797	5.20E-02	COBL
A_33_P3238215	2.58E-03	6.15E-05	4.53618492	1.68442149	4.21E-01	COBLL1
A_23_P148150	2.71E-02	2.03E-03	-3.32755455	-1.58292477	-1.74E-01	COBRA1
A_24_P184799	2.21E-02	1.50E-03	-3.43818408	-1.30173297	-1.06	COCH
A_33_P3372580	2.11E-01	4.95E-02	-2.03306757	-4.43439319	-3.13E-01	COG1
A_23_P160809	3.61E-01	1.22E-01	-1.58425004	-5.17514432	-1.13E-01	COG2
A_24_P296070	2.73E-01	7.57E-02	-1.82895175	-4.79012825	-2.59E-01	COG3
A_33_P3257628	7.68E-01	5.16E-01	-0.65566416	-6.17262945	-5.74E-02	COG4
A_23_P320717	9.09E-01	7.71E-01	-0.29270125	-6.34334707	-2.45E-02	COG4
A_23_P134614	3.63E-01	1.23E-01	-1.57916028	-5.18265081	-1.14E-01	COG5
A_23_P53866	1.96E-01	4.40E-02	-2.08739512	-4.33468776	-2.75E-01	COG6
A_24_P290692	8.73E-01	6.96E-01	0.39328396	-6.30899331	1.92E-02	COG6
A_23_P329361	8.35E-02	1.14E-02	-2.66862928	-3.14845811	-2.01E-01	COG7
A_33_P3287379	7.26E-03	2.86E-04	4.01821052	0.23850906	2.24E-01	COG8
A_32_P92399	3.73E-01	1.29E-01	-1.55341657	-5.22029688	-1.32E-01	COG8
A_33_P3315410	5.98E-01	3.07E-01	1.03725317	-5.85667905	7.49E-02	COIL
A_23_P214144	2.90E-01	8.40E-02	1.77739584	-4.87510326	2.02E-01	COL10A1
A_33_P3259339	7.21E-01	4.51E-01	0.76151646	-6.09874929	2.04E-02	COL11A1
A_33_P3216448	1.29E-01	2.26E-02	2.3833282	-3.75681818	2.04E-01	COL11A2
A_23_P42322	4.94E-01	2.12E-01	-1.27018092	-5.59809995	-1.54E-01	COL11A2
A_33_P3216442	8.17E-01	5.92E-01	-0.54124286	-6.24035141	-6.38E-02	COL11A2
A_33_P3231953	2.72E-01	7.54E-02	-1.83118536	-4.78640138	-4.14E-01	COL12A1
A_23_P214168	5.57E-01	2.66E-01	-1.12872643	-5.76091096	-3.31E-01	COL12A1
A_23_P1331	9.87E-01	9.63E-01	-0.04734238	-6.38497801	-1.42E-03	COL13A1
A_32_P80850	5.21E-02	5.48E-03	2.95565143	-2.4915672	2.76E-01	COL14A1
A_23_P216361	1.87E-01	4.10E-02	2.11939482	-4.27500382	2.01E-01	COL14A1
A_23_P112554	9.58E-01	8.84E-01	-0.14676168	-6.37534011	-3.95E-03	COL15A1
A_23_P160318	2.29E-01	5.69E-02	-1.96690904	-4.55300391	-2.73E-01	COL16A1
A_33_P3210647	7.46E-01	4.85E-01	0.70528465	-6.13933209	1.21E-01	COL16A1
A_23_P501010	9.18E-01	7.90E-01	-0.26833037	-6.3501627	-2.63E-02	COL17A1
A_23_P211212	5.51E-01	2.61E-01	1.14097769	-5.74751219	1.84E-01	COL18A1
A_33_P3304157	1.68E-01	3.42E-02	-2.2018319	-4.11804703	-4.24E-01	COL19A1
A_23_P375922	2.00E-01	4.57E-02	-2.06972667	-4.36733951	-5.23E-01	COL19A1
A_33_P3304162	9.70E-01	9.16E-01	0.10582626	-6.38050348	1.62E-02	COL19A1
A_33_P3304668	6.08E-01	3.17E-01	1.0140518	-5.87976221	6.58E-02	COL1A1
A_24_P277934	8.78E-01	7.06E-01	0.38002803	-6.31409293	1.22E-01	COL1A2
A_32_P185637	2.15E-01	5.14E-02	-2.01567692	-4.46587278	-3.73E-01	COL20A1
A_33_P3395952	6.60E-01	3.76E-01	-0.89725214	-5.98844502	-1.40E-01	COL20A1
A_33_P3390743	8.15E-01	5.88E-01	0.54678469	-6.23736423	8.44E-02	COL20A1
A_23_P31124	1.83E-01	3.95E-02	-2.13695171	-4.24196032	-5.34E-01	COL21A1
A_32_P405759	5.26E-01	2.38E-01	-1.19926057	-5.68193804	-4.22E-01	COL22A1
A_33_P3319785	6.89E-01	4.10E-01	-0.83319123	-6.04266587	-8.15E-02	COL22A1
A_23_P387031	9.10E-01	7.73E-01	0.29099229	-6.34384421	2.37E-02	COL23A1
A_33_P3341722	9.84E-01	9.56E-01	0.05614551	-6.3845229	6.38E-03	COL23A1
A_23_P74701	4.68E-02	4.63E-03	-3.01960867	-2.33964839	-5.91E-01	COL24A1
A_24_P257478	3.08E-03	8.03E-05	-4.44736193	1.43294906	-5.82E-01	COL25A1
A_23_P158096	6.00E-02	6.80E-03	2.87188127	-2.68759425	3.38E-01	COL27A1
A_24_P363896	8.63E-02	1.19E-02	2.64798215	-3.19404666	1.72E-01	COL27A1
A_33_P3413168	8.99E-01	7.49E-01	-0.3218844	-6.33441059	-6.42E-02	COL27A1
A_33_P3398236	1.89E-02	1.18E-03	3.52258651	-1.08419897	3.64E-01	COL28A1
A_33_P3243787	7.55E-01	4.98E-01	-0.68415121	-6.15380253	-1.51E-01	COL28A1
A_23_P500464	9.47E-01	8.57E-01	0.18153276	-6.3696415	8.77E-03	COL2A1
A_24_P935491	7.47E-01	4.86E-01	0.70371226	-6.14042347	1.08E-01	COL3A1
A_23_P65240	9.34E-01	8.26E-01	-0.22088189	-6.36173969	-4.57E-02	COL4A1
A_23_P205031	9.29E-01	8.16E-01	-0.23425619	-6.35870303	-3.80E-02	COL4A2
A_23_P170679	8.91E-01	7.34E-01	0.34301769	-6.32741251	8.01E-03	COL4A3
A_24_P29277	3.15E-01	9.65E-02	-1.706609	-4.98846092	-4.14E-01	COL4A3BP
A_33_P3271445	6.97E-01	4.20E-01	-0.81531503	-6.05710813	-8.22E-02	COL4A3BP
A_33_P3227400	6.24E-01	3.35E-01	0.97753939	-5.91509017	2.19E-01	COL4A4
A_23_P45365	9.09E-01	7.70E-01	-0.29411308	-6.34293417	-1.26E-01	COL4A5
A_33_P3262969	2.22E-01	5.40E-02	1.99213988	-4.50813709	4.24E-01	COL4A6
A_23_P217379	8.42E-01	6.35E-01	0.47873462	-6.27196869	1.52E-02	COL4A6
A_33_P3629678	9.23E-03	4.11E-04	3.89394065	-0.09968112	3.13E-01	COL5A1
A_33_P3383351	1.81E-02	1.12E-03	3.543304	-1.03042279	5.00E-01	COL5A1
A_23_P83818	9.20E-01	7.94E-01	-0.26264658	-6.35166745	-7.09E-02	COL5A1
A_23_P33196	9.56E-01	8.80E-01	-0.15168094	-6.3746071	-8.21E-02	COL5A2
A_23_P55749	9.96E-01	9.90E-01	0.01276691	-6.38601631	2.56E-03	COL5A3
A_32_P32254	2.05E-01	4.74E-02	2.05345212	-4.39722345	1.61E-01	COL6A1
A_23_P310956	8.30E-01	6.14E-01	0.50883838	-6.25721855	7.37E-02	COL6A2
A_33_P3269539	8.65E-01	6.81E-01	-0.41510692	-6.30022057	-8.12E-02	COL6A2
A_33_P3210488	5.34E-01	2.46E-01	1.18050163	-5.70337308	2.15E-01	COL6A3
A_33_P3280385	5.43E-01	2.54E-01	1.16041419	-5.72597999	4.50E-02	COL6A3
A_33_P3246945	5.69E-01	2.78E-01	-1.10159437	-5.79010503	-7.67E-02	COL6A4P2
A_33_P3311611	5.86E-01	2.95E-01	-1.06369563	-5.82977319	-2.00E-01	COL6A4P2
A_23_P404698	2.75E-01	7.67E-02	1.82246034	-4.80093811	3.72E-01	COL6A5
A_32_P224525	6.69E-01	3.85E-01	0.87857682	-6.00464866	4.01E-02	COL6A6
A_23_P144071	7.58E-01	5.01E-01	-0.67904117	-6.15723714	-7.03E-02	COL7A1
A_23_P69030	8.63E-01	6.77E-01	0.42040028	-6.29802197	1.05E-01	COL8A1
A_33_P3297930	2.25E-01	5.53E-02	1.9809042	-4.5281733	2.72E-01	COL8A2
A_24_P365975	4.62E-01	1.88E-01	-1.34318866	-5.50722037	-1.59E-01	COL8A2
A_24_P311856	8.25E-01	6.05E-01	0.52176376	-6.25061351	8.08E-02	COL9A1
A_33_P3226498	8.61E-01	6.72E-01	-0.42667343	-6.29538071	-5.21E-02	COL9A1
A_33_P3367748	6.37E-01	3.49E-01	0.94893286	-5.9419114	1.65E-01	COL9A2
A_23_P45786	6.54E-01	3.68E-01	-0.91086018	-5.97643307	-1.26E-01	COL9A2
A_23_P40108	2.88E-01	8.29E-02	-1.78397219	-4.86437637	-4.03E-01	COL9A3
A_23_P251486	8.34E-01	6.20E-01	-0.49967595	-6.26180179	-8.80E-02	COLEC10
A_23_P120125	4.51E-01	1.80E-01	1.36854289	-5.47458744	3.88E-01	COLEC11
A_23_P27306	7.93E-01	5.53E-01	0.59911294	-6.20768567	1.24E-01	COLEC12
A_23_P212126	2.09E-01	4.88E-02	-2.039645	-4.42243158	-4.10E-01	COLQ
A_23_P389525	1.30E-01	2.29E-02	-2.3761462	-3.77150859	-1.44E-01	COMMD1
A_23_P252403	7.22E-01	4.53E-01	-0.75921571	-6.10046889	-1.48E-01	COMMD10
A_23_P40782	4.77E-01	1.99E-01	-1.30772123	-5.55194502	-1.34E-01	COMMD2
A_23_P138514	5.34E-02	5.69E-03	-2.94128539	-2.52542571	-2.58E-01	COMMD3
A_24_P331904	6.11E-02	6.99E-03	-2.86119244	-2.71235924	-2.39E-01	COMMD4
A_24_P93371	3.01E-01	8.96E-02	-1.74458254	-4.92813112	-1.68E-01	COMMD4
A_23_P20255	9.34E-02	1.36E-02	-2.59630993	-3.30710313	-3.01E-01	COMMD5
A_32_P114215	5.81E-01	2.90E-01	-1.07347767	-5.81965883	-1.35E-01	COMMD6
A_24_P920521	9.29E-01	8.16E-01	-0.23477	-6.35858282	-7.28E-03	COMMD6
A_32_P141724	1.07E-01	1.68E-02	-2.50678053	-3.49940314	-2.11E-01	COMMD7
A_33_P3285077	5.39E-01	2.50E-01	-1.17032826	-5.71486728	-2.22E-01	COMMD8
A_23_P44257	9.12E-01	7.76E-01	0.28613921	-6.34524021	8.08E-02	COMMD8
A_23_P87323	5.82E-01	2.91E-01	-1.07128699	-5.82193147	-9.97E-02	COMMD9
A_24_P264943	7.18E-01	4.47E-01	-0.76870895	-6.09334109	-1.20E-01	COMP
A_23_P251680	3.53E-01	1.17E-01	-1.60497343	-5.14436548	-1.52E-01	COMT
A_33_P3257222	7.08E-01	4.34E-01	-0.79114252	-6.07615734	-1.03E-01	COMTD1
A_32_P20454	4.84E-01	2.04E-01	-1.29326532	-5.56986287	-3.61E-01	COPA
A_33_P3287263	5.29E-01	2.41E-01	-1.19202496	-5.69024278	-1.86E-01	COPB1
A_23_P91891	7.41E-01	4.78E-01	-0.71646482	-6.13150379	-9.03E-02	COPB2
A_33_P3284552	2.90E-02	2.24E-03	3.2908128	-1.67527734	2.73E-01	COPE
A_24_P399622	3.76E-01	1.30E-01	-1.54775058	-5.22851022	-1.31E-01	COPE
A_23_P44617	1.89E-01	4.15E-02	-2.11364964	-4.2857711	-2.52E-01	COPG
A_23_P61280	6.72E-01	3.90E-01	-0.87050824	-6.01154849	-1.10E-01	COPG2
A_33_P3294459	1.32E-01	2.33E-02	-2.36906031	-3.78597112	-3.52E-01	COPG2IT1
A_23_P26021	3.98E-01	1.44E-01	-1.49184967	-5.30813498	-2.10E-01	COPS2
A_23_P89199	3.54E-01	1.18E-01	-1.60312659	-5.14712245	-2.53E-01	COPS3
A_23_P43779	3.30E-01	1.04E-01	-1.66716966	-5.04992867	-3.55E-01	COPS4
A_23_P71419	5.29E-01	2.41E-01	-1.19144334	-5.69090833	-1.93E-01	COPS5
A_23_P8432	8.54E-02	1.18E-02	-2.65400031	-3.18078284	-2.07E-01	COPS6
A_23_P2474	9.06E-01	7.65E-01	0.30085733	-6.34093451	2.99E-02	COPS7A
A_23_P79725	5.41E-01	2.51E-01	-1.16582038	-5.71993102	-8.65E-02	COPS7B
A_33_P3292297	8.11E-01	5.81E-01	-0.55711175	-6.23171793	-6.04E-02	COPS7B
A_33_P3289145	2.26E-01	5.54E-02	-1.98013843	-4.52953558	-2.40E-01	COPS8
A_33_P3230324	4.15E-01	1.55E-01	-1.45122993	-5.36437497	-4.43E-01	COPS8
A_24_P389959	6.13E-03	2.23E-04	4.10322803	0.47205569	1.87E-01	COPZ1
A_23_P101093	7.85E-01	5.41E-01	0.61643346	-6.197277	1.04E-01	COPZ2
A_23_P354798	9.05E-01	7.62E-01	-0.30516815	-6.33963273	-5.14E-02	COQ10A
A_33_P3354858	1.85E-01	4.03E-02	-2.12720411	-4.26033199	-2.54E-01	COQ10B
A_23_P102037	3.15E-01	9.64E-02	-1.70748017	-4.98708942	-4.17E-01	COQ10B
A_23_P124733	2.16E-01	5.14E-02	-2.01511973	-4.46687784	-2.05E-01	COQ2
A_23_P111228	5.76E-01	2.85E-01	-1.08549761	-5.80711191	-2.00E-01	COQ3
A_33_P3221843	9.30E-01	8.17E-01	-0.23366454	-6.35884112	-7.36E-03	COQ3
A_24_P389491	8.94E-02	1.26E-02	-2.62484844	-3.24484623	-2.21E-01	COQ4
A_33_P3392330	4.04E-01	1.48E-01	-1.47829439	-5.32705524	-2.18E-01	COQ4
A_33_P3243128	8.23E-02	1.11E-02	-2.67822534	-3.12719077	-3.12E-01	COQ5
A_33_P3213512	1.75E-01	3.68E-02	-2.16898966	-4.18112438	-2.81E-01	COQ5
A_23_P105625	2.24E-01	5.46E-02	-1.98693231	-4.5174348	-2.87E-01	COQ5
A_23_P65584	7.66E-01	5.14E-01	-0.65933099	-6.17024984	-4.87E-02	COQ6
A_24_P398972	8.60E-03	3.68E-04	-3.93180753	0.00295176	-2.84E-01	COQ7
A_23_P14928	1.42E-01	2.62E-02	-2.3192555	-3.88673967	-1.93E-01	COQ9
A_23_P81131	9.97E-01	9.92E-01	-0.01005796	-6.3860472	-2.44E-03	CORIN
A_23_P106761	1.19E-01	1.98E-02	-2.43920861	-3.6414372	-3.02E-01	CORO1A
A_23_P104583	2.73E-01	7.61E-02	1.82615502	-4.79478941	1.79E-01	CORO1B
A_33_P3360684	9.93E-01	9.80E-01	-0.02532623	-6.38577729	-2.82E-03	CORO1B
A_24_P81947	1.23E-01	2.08E-02	-2.41787846	-3.68570406	-3.45E-01	CORO1C
A_23_P135061	9.80E-01	9.45E-01	0.06992237	-6.38365528	7.76E-03	CORO2A
A_23_P146444	9.91E-01	9.76E-01	-0.03062295	-6.38562923	-1.02E-02	CORO2A
A_23_P117694	3.67E-01	1.25E-01	-1.56926499	-5.19718466	-1.76E-01	CORO2B
A_23_P107322	2.70E-02	2.02E-03	3.32844522	-1.58067946	2.79E-01	CORO6
A_33_P3343295	3.68E-02	3.23E-03	-3.1559191	-2.00966309	-2.48E-01	CORO7
A_23_P258164	3.14E-01	9.59E-02	1.71002929	-4.9830729	1.24E-01	CORT
A_24_P416131	5.46E-01	2.56E-01	1.15325529	-5.73395	1.89E-01	COTL1
A_23_P301925	7.80E-01	5.33E-01	0.62931889	-6.18934531	8.97E-02	COX1
A_23_P55123	3.05E-02	2.43E-03	-3.26091467	-1.7500336	-3.51E-01	COX10
A_33_P3289113	1.50E-05	1.90E-08	7.18318236	9.33734449	7.46E-01	COX11
A_23_P152666	7.24E-01	4.55E-01	-0.75485066	-6.10371753	-1.66E-01	COX11
A_24_P73943	8.32E-01	6.18E-01	-0.50340047	-6.25994861	-1.59E-01	COX11
A_24_P115700	3.56E-01	1.19E-01	-1.59721151	-5.15593413	-1.81E-01	COX15
A_33_P3409302	6.38E-01	3.50E-01	-0.94661028	-5.94405585	-1.01E-01	COX15
A_23_P53957	1.21E-01	2.04E-02	-2.42576045	-3.66937855	-2.66E-01	COX16
A_23_P65157	5.92E-01	3.01E-01	1.04939473	-5.84440366	8.58E-02	COX17
A_33_P3227857	7.22E-01	4.52E-01	-0.75991546	-6.09994642	-1.86E-01	COX18
A_32_P9468	7.30E-01	4.63E-01	-0.74178155	-6.11333561	-9.84E-02	COX19
A_23_P402751	7.62E-01	5.08E-01	0.66828362	-6.1643856	1.08E-01	COX2
A_24_P350200	7.89E-01	5.47E-01	-0.60751996	-6.20266979	-1.04E-01	COX3
A_23_P141032	1.83E-01	3.94E-02	-2.13741717	-4.24108143	-3.03E-01	COX4I1
A_23_P210869	3.12E-01	9.50E-02	1.71492827	-4.97533962	1.93E-01	COX4I2
A_23_P106859	4.16E-02	3.88E-03	-3.08701029	-2.17751142	-2.51E-01	COX4NB
A_32_P98502	5.17E-01	2.30E-01	1.21994569	-5.65794154	3.18E-01	COX5A
A_33_P3274851	1.60E-02	9.24E-04	-3.61050346	-0.85499981	-2.65E-01	COX5B
A_32_P168247	5.64E-01	2.73E-01	-1.11238859	-5.7785697	-9.83E-02	COX6A1
A_33_P3279610	1.36E-01	2.45E-02	2.34757669	-3.82962895	2.25E-01	COX6A2
A_23_P108244	3.19E-02	2.60E-03	-3.23614745	-1.81168792	-2.34E-01	COX6B1
A_23_P78571	5.75E-05	1.78E-07	6.44541179	7.22151479	5.79E-01	COX6B2
A_33_P3378284	9.97E-01	9.91E-01	0.01124605	-6.38603455	8.00E-04	COX6B2
A_23_P8900	5.71E-01	2.80E-01	-1.09714884	-5.79482527	-1.37E-01	COX6C
A_23_P67661	6.32E-01	3.44E-01	-0.95991014	-5.93170853	-1.53E-01	COX7A1
A_23_P81690	6.54E-01	3.68E-01	-0.91176941	-5.97562434	-1.30E-01	COX7A2
A_24_P88800	1.27E-01	2.19E-02	-2.39591219	-3.73100159	-3.13E-01	COX7A2L
A_23_P210348	8.82E-01	7.15E-01	-0.36837473	-6.31843278	-3.66E-02	COX7A2L
A_23_P159650	4.12E-01	1.53E-01	-1.46017335	-5.35211017	-1.16E-01	COX7B
A_23_P136246	8.99E-01	7.49E-01	0.32234713	-6.33426209	1.73E-02	COX7B2
A_23_P110811	1.64E-01	3.29E-02	-2.21879633	-4.08518451	-2.69E-01	COX7C
A_23_P52639	9.63E-02	1.42E-02	-2.57742105	-3.34805694	-2.21E-01	COX8A
A_33_P3372069	2.39E-01	6.09E-02	-1.93462351	-4.60974726	-2.41E-01	COX8C
A_33_P3343196	5.61E-01	2.70E-01	1.11927775	-5.77115277	4.73E-01	CP
A_33_P3296587	8.43E-01	6.38E-01	0.47430184	-6.2740657	2.39E-01	CP
A_23_P168357	7.74E-01	5.25E-01	-0.64144581	-6.18173404	-8.81E-02	CPA1
A_23_P31161	7.64E-01	5.11E-01	0.66374276	-6.16736964	9.04E-02	CPA2
A_23_P18017	1.38E-02	7.40E-04	3.68887669	-0.64855655	6.89E-01	CPA3
A_23_P19754	8.26E-01	6.06E-01	0.52103183	-6.25099189	1.09E-01	CPA4
A_33_P3228600	1.75E-01	3.66E-02	2.17170818	-4.17593047	3.60E-01	CPA5
A_24_P4170	5.77E-01	2.86E-01	1.08414742	-5.80852781	1.76E-01	CPA6
A_23_P67198	2.01E-01	4.59E-02	2.06799012	-4.37053701	2.42E-01	CPAMD8
A_33_P3290898	5.57E-01	2.67E-01	1.12798375	-5.76171888	3.00E-01	CPAMD8
A_23_P6615	7.12E-01	4.40E-01	0.78032716	-6.08450133	2.14E-01	CPB1
A_33_P3413020	8.57E-01	6.66E-01	-0.43547997	-6.29160747	-1.83E-02	CPB2
A_24_P53282	5.37E-01	2.48E-01	-1.17490226	-5.7097108	-3.37E-01	CPD
A_23_P259442	2.21E-01	5.35E-02	-1.99598145	-4.50126588	-3.75E-01	CPE
